,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,30,531.7,2023-05-24
1,1,1,1,1,1,1,1,30,705.3,2023-05-24
2,2,2,2,2,2,2,2,30,581.6,2023-05-24
3,3,3,3,3,3,3,3,30,588.6,2023-05-24
4,4,4,4,4,4,4,4,30,617.6,2023-05-24
5,5,5,5,5,5,5,5,30,805.8,2023-05-24
6,6,6,6,6,6,6,6,30,738.7,2023-05-24
7,7,7,7,7,7,7,7,30,725.4,2023-05-24
8,8,8,8,8,8,8,8,30,722.2,2023-05-24
9,9,9,9,9,9,9,9,30,661.9,2023-05-24
10,10,10,10,10,10,10,10,30,632.0,2023-05-24
11,11,11,11,11,11,11,11,30,617.0,2023-05-24
12,12,12,12,12,12,12,12,30,603.8,2023-05-24
13,13,13,13,13,13,13,13,30,598.8,2023-05-24
14,14,14,14,14,14,14,14,30,579.6,2023-05-24
15,15,15,15,15,15,15,15,30,460.6,2023-05-24
16,16,16,16,16,16,16,16,30,725.4,2023-05-24
17,17,17,17,17,17,17,17,30,692.9,2023-05-24
18,18,18,18,18,18,18,18,30,596.8,2023-05-24
19,19,19,19,19,19,19,19,30,725.2,2023-05-24
20,20,20,20,20,20,20,20,30,581.8,2023-05-24
21,21,21,21,21,21,21,21,30,465.6,2023-05-24
22,22,22,22,22,22,22,22,30,666.7,2023-05-24
23,23,23,23,23,23,23,23,30,593.2,2023-05-24
24,24,24,24,24,24,24,24,30,706.9,2023-05-24
25,25,25,25,25,25,25,25,30,638.3,2023-05-24
26,26,26,26,26,26,26,26,30,707.9,2023-05-24
27,27,27,27,27,27,27,27,30,626.8,2023-05-24
28,28,28,28,28,28,28,28,30,578.3,2023-05-24
29,29,29,29,29,29,29,29,30,606.3,2023-05-24
30,30,30,30,30,30,30,30,30,571.9,2023-05-24
31,31,31,31,31,31,31,31,30,726.4,2023-05-24
32,32,32,32,32,32,32,32,30,679.6,2023-05-24
33,33,33,33,33,33,33,33,30,522.6,2023-05-24
34,34,34,34,34,34,34,34,30,631.3,2023-05-24
35,35,35,35,35,35,35,35,30,495.6,2023-05-24
36,36,36,36,36,36,36,36,30,657.6,2023-05-24
37,37,37,37,37,37,37,37,29,341.6,2023-05-24
38,38,38,38,38,38,38,38,30,578.1,2023-05-24
39,39,39,39,39,39,39,39,30,755.9,2023-05-24
40,40,40,40,40,40,40,40,28,322.2,2023-05-24
41,41,41,41,41,41,41,41,29,397.6,2023-05-24
42,42,42,42,42,42,42,42,30,689.2,2023-05-24
43,43,43,43,43,43,43,43,30,447.8,2023-05-24
44,44,44,44,44,44,44,44,30,593.9,2023-05-24
45,45,45,45,45,45,45,45,30,632.0,2023-05-24
46,46,46,46,46,46,46,46,26,350.1,2023-05-24
47,47,47,47,47,47,47,47,30,545.3,2023-05-24
48,48,48,48,48,48,48,48,30,490.4,2023-05-24
49,49,49,49,49,49,49,49,30,665.8,2023-05-24
50,50,50,50,50,50,50,50,30,651.9,2023-05-24
51,51,51,51,51,51,51,51,30,614.8,2023-05-24
52,52,52,52,52,52,52,52,30,581.7,2023-05-24
53,53,53,53,53,53,53,53,29,417.7,2023-05-24
54,54,54,54,54,54,54,54,30,507.3,2023-05-24
55,55,55,55,55,55,55,55,30,426.7,2023-05-24
56,56,56,56,56,56,56,56,30,579.0,2023-05-24
57,57,57,57,57,57,57,57,30,498.6,2023-05-24
58,58,58,58,58,58,58,58,30,499.2,2023-05-24
59,59,59,59,59,59,59,59,29,397.1,2023-05-24
60,60,60,60,60,60,60,60,28,336.9,2023-05-24
61,61,61,61,61,61,61,61,30,691.0,2023-05-24
62,62,62,62,62,62,62,62,29,318.2,2023-05-24
63,63,63,63,63,63,63,63,30,551.5,2023-05-24
64,64,64,64,64,64,64,64,29,360.8,2023-05-24
65,65,65,65,65,65,65,65,30,724.4,2023-05-24
66,66,66,66,66,66,66,66,30,566.6,2023-05-24
67,67,67,67,67,67,67,67,30,715.4,2023-05-24
68,68,68,68,68,68,68,68,30,497.9,2023-05-24
69,69,69,69,69,69,69,69,30,469.2,2023-05-24
