,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,29,488.9,2023-05-21
1,1,1,1,1,30,570.7,2023-05-21
2,2,2,2,2,30,519.9,2023-05-21
3,3,3,3,3,29,511.6,2023-05-21
4,4,4,4,4,30,418.9,2023-05-21
5,5,5,5,5,24,155.5,2023-05-21
6,6,6,6,6,25,174.3,2023-05-21
7,7,7,7,7,27,318.2,2023-05-21
8,8,8,8,8,28,467.0,2023-05-21
9,9,9,9,9,29,395.1,2023-05-21
10,10,10,10,10,28,403.1,2023-05-21
11,11,11,11,11,29,357.7,2023-05-21
12,12,12,12,12,30,493.9,2023-05-21
13,13,13,13,13,29,367.3,2023-05-21
14,14,14,14,14,27,292.3,2023-05-21
15,15,15,15,15,26,292.4,2023-05-21
16,16,16,16,16,27,319.0,2023-05-21
17,17,17,17,17,25,308.5,2023-05-21
18,18,18,18,18,27,296.8,2023-05-21
19,19,19,19,19,28,402.3,2023-05-21
20,20,20,20,20,29,276.2,2023-05-21
21,21,21,21,21,26,261.7,2023-05-21
22,22,22,22,22,26,335.0,2023-05-21
23,23,23,23,23,27,302.5,2023-05-21
24,24,24,24,24,29,459.9,2023-05-21
25,25,25,25,25,27,401.7,2023-05-21
26,26,26,26,26,30,409.3,2023-05-21
27,27,27,27,27,24,365.8,2023-05-21
28,28,28,28,28,28,320.8,2023-05-21
29,29,29,29,29,27,248.8,2023-05-21
30,30,30,30,30,28,374.7,2023-05-21
31,31,31,31,31,29,322.2,2023-05-21
32,32,32,32,32,26,371.7,2023-05-21
33,33,33,33,33,20,75.6,2023-05-21
34,34,34,34,34,28,408.0,2023-05-21
35,35,35,35,35,26,274.6,2023-05-21
36,36,36,36,36,26,319.9,2023-05-21
37,37,37,37,37,27,307.7,2023-05-21
38,38,38,38,38,27,339.2,2023-05-21
39,39,39,39,39,26,107.0,2023-05-21
40,40,40,40,40,20,7.1,2023-05-21
41,41,41,41,41,29,389.8,2023-05-21
42,42,42,42,42,26,310.0,2023-05-21
43,43,43,43,43,25,290.6,2023-05-21
44,44,44,44,44,27,271.2,2023-05-21
45,45,45,45,45,29,384.4,2023-05-21
46,46,46,46,46,25,191.3,2023-05-21
47,47,47,47,47,24,202.3,2023-05-21
48,48,48,48,48,25,204.1,2023-05-21
49,49,49,49,49,27,305.3,2023-05-21
50,50,50,50,50,24,250.3,2023-05-21
51,51,51,51,51,25,217.0,2023-05-21
52,52,52,52,52,25,169.1,2023-05-21
53,53,53,53,53,28,314.4,2023-05-21
54,54,54,54,54,27,370.9,2023-05-21
55,55,55,55,55,24,193.7,2023-05-21
56,56,56,56,56,27,215.9,2023-05-21
57,57,57,57,57,24,166.2,2023-05-21
58,58,58,58,58,26,265.3,2023-05-21
59,59,59,59,59,26,277.3,2023-05-21
60,60,60,60,60,26,304.8,2023-05-21
61,61,61,61,61,25,297.4,2023-05-21
62,62,62,62,62,24,282.1,2023-05-21
63,63,63,63,63,24,212.1,2023-05-21
64,64,64,64,64,27,240.0,2023-05-21
65,65,65,65,65,28,335.7,2023-05-21
66,66,66,66,66,25,247.9,2023-05-21
67,67,67,67,67,25,243.8,2023-05-21
68,68,68,68,68,25,159.4,2023-05-21
69,69,69,69,69,27,320.8,2023-05-21
