Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S51,新選組猫隊,17200,True,S37,ぶや連合,16024
1,S43,風林火山,10600,False,S52,三英傑,12400
2,S9,安芸紅葉,12800,False,S35,風神雷神,13900
3,S50,毘沙門天,15000,False,S51,青天の霹靂,16500
4,S23,百鬼夜行,10600,False,S57,毘・北陸軍談,11631
5,S48,スナック森蘭,15000,False,S40,男の修行,16000
6,S41,黎明,10600,False,S55,越後社中,11900
7,S38,Largo,10600,True,S9,農民,8496
8,S46,ひみつきち,14909,False,S50,最後の兎,16100
9,S40,徳川幕府,10652,True,S43,ゆっくり党,9704
10,S37,ATK48,10600,True,S47,きゃば城同盟,9679
11,S35,風神雷神,15000,True,S9,安芸紅葉,13900
12,S50,最後の兎,17200,True,S46,ひみつきち,16009
13,S51,天真爛漫,12800,False,S55,竜騰虎闘,14600
14,S51,雲外蒼天,12800,False,S54,ピクニック,14100
15,S37,ぶや連合,14924,False,S51,新選組猫隊,16100
16,S11,楽市楽座,14500,False,S54,ゆずまみれ,14600
17,S45,日ノ本一の兵,5857,False,S54,【鏡花水月】,9300
18,S39,六文銭,16700,False,S37,八咫烏,19200
19,S49,毘沙門天,5998,-1,S44,じじいの罠,9100
20,S10,煌龍家,12300,False,S48,くま牧場,13600
21,S44,じじいの罠,8100,-1,S49,毘沙門天,6998
22,S25,風林火山,8000,False,S42,立花家,9200
23,S43,鷹,5900,-1,S10,まったり野望,3800
24,S51,我武者羅,12230,False,S37,行雲流水,12600
25,S39,日ノ本,7902,-1,S54,呂奉先,9000
26,S38,シブサワ,10117,False,S48,月光,11400
27,S49,東海一,18900,False,S5,れいれい,17500
28,S2,黄巾党,8016,False,S40,春夏秋冬倉庫,8000
29,S54,呂奉先,8000,-1,S39,日ノ本,8902
30,S48,新翼姫,16700,True,S47,越後平野,15100
31,S43,天地を喰らう,12300,True,S51,緋色の翼,10700
32,S50,晴天の霹靂,14000,False,S55,煌黒龍,15100
33,S54,上善如水,14000,True,S38,以心伝心,13668
34,S55,天使の森,13957,True,S52,不撓不屈,13600
35,S54,日本帝国,14000,True,S52,煌月,13600
36,S55,風林火山,16200,False,S6,皇国軍,17500
37,S54,天歌夢奏,11743,False,S1,獅子奮迅,13100
38,S47,越後平野,14000,False,S48,新翼姫,15600
39,S42,ぱん親衛隊,11800,True,S43,白米,11500
40,S55,煌黒龍,16200,True,S50,晴天の霹靂,15100
41,S53,飛翔隊,14000,False,S6,とりま同盟,14800
42,S54,真聖育成部隊,16200,False,S3,Rena軍,19700
43,S21,秋天一碧,5484,-1,S39,昴の星,4100
44,S49,王帝月ノ宮,14000,True,S46,夢幻の如く,13583
45,S41,修羅,16165,False,S4,十万一心,19651
46,S55,妖煌の摩天楼,16200,False,S3,西本願寺宗家,19700
47,S51,緋色の翼,9600,False,S43,天地を喰らう,11200
48,S9,挑,5100,-1,S2,戦国の休憩所,3300
49,S54,ゆずまみれ,15700,True,S11,楽市楽座,15600
50,S53,ほたるの里k,11300,False,S50,鈴蘭学園,12444
51,S46,虹霧島,15749,False,S4,無給休暇,19700
52,S55,酒と肴,13500,False,S39,攻城は昼,14881
53,S47,秘境,11300,True,S50,絶頂,10156
54,S50,絶頂,9056,False,S47,秘境,10200
55,S40,春夏秋冬倉庫,9100,True,S2,黄巾党,9116
56,S51,珍棒會,13500,False,S56,桜花乱舞,14300
57,S49,鬼猫城,17853,True,S48,加賀野菜,16382
58,S51,六文銭,13500,True,S39,桜花爛漫,12100
59,S52,三英傑,13500,True,S43,風林火山,11700
60,S50,鈴蘭学園,13544,True,S53,ほたるの里k,12400
61,S53,花魁,13500,False,S31,奥州守護隊,15300
62,S55,竜騰虎闘,15700,True,S51,天真爛漫,13900
63,S55,武田家,15700,True,S11,ねこ団,15300
64,S46,親父組,10800,False,S51,織田同志会,11900
65,S53,大文字,10700,False,S52,八幡大菩薩,11900
66,S54,ピクニック,15200,True,S51,雲外蒼天,13900
67,S50,雲心親衛隊,6600,-1,S42,自由の翼,7000
68,S54,チカニバル2,4600,-1,S51,新女神転生,4900
69,S55,百鬼夜行,8600,False,S44,華,9943
70,S49,戦国の休憩所,15200,False,S21,味噌カツ帝国,16500
71,S48,ロンちゃんズ,15291,True,S56,悪鬼羅刹,13800
72,S51,織田同志会,13000,True,S46,親父組,11900
73,S52,八幡大菩薩,13000,True,S53,大文字,11800
74,S48,加賀野菜,15282,False,S49,鬼猫城,16753
75,S53,白夜鬼神,8600,False,S53,餓狼,9900
76,S55,夢幻泡影,13076,False,S56,島津家,14300
77,S47,きゃば城同盟,8579,False,S37,ATK48,9500
78,S47,りつ村,10800,False,S38,仔猫屋敷,12600
79,S55,越後社中,13000,True,S41,黎明,11700
80,S52,不撓不屈,12500,False,S55,天使の森,12857
81,S42,立花家,10300,True,S25,風林火山,9100
82,S38,以心伝心,12568,False,S54,上善如水,12900
83,S46,夢幻の如く,12483,False,S49,王帝月ノ宮,12900
84,S52,煌月,12500,False,S54,日本帝国,12900
85,S43,白米,10400,False,S42,ぱん親衛隊,10700
86,S43,武神姫,4200,-1,S55,新信長の野望,4600
87,S54,【鏡花水月】,10400,True,S45,日ノ本一の兵,6957
88,S48,くま牧場,14700,True,S10,煌龍家,13400
89,S47,毘沙門天,10208,False,S40,伊賀甲賀忍法,11628
90,S53,不惜身命,10314,False,S57,加賀産上,11532
91,S42,自由の翼,6000,-1,S50,雲心親衛隊,7600
92,S41,桃源郷サブ,5921,-1,S11,水車,4400
93,S44,スナイパー,8200,False,S53,おにぎり,8674
94,S48,月光,12500,True,S38,シブサワ,11217
95,S54,孤狼の血,4026,-1,S51,晴天霹靂,6600
