,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S51,新選組猫隊,17200,False,S3,Rena軍,18600
1,S43,風林火山,12800,False,S54,ゆずまみれ,13500
2,S9,安芸紅葉,12800,True,S41,黎明,12800
3,S50,毘沙門天,15000,True,S56,戦国義心,14872
4,S23,百鬼夜行,12800,False,S55,夢幻泡影,13076
5,S48,スナック森蘭,17200,False,S4,無給休暇,18600
6,S41,黎明,12800,False,S9,安芸紅葉,12800
7,S38,Largo,10600,False,S53,葉月,10469
8,S46,ひみつきち,14909,True,S52,煌月,14700
9,S40,徳川幕府,10652,False,S57,鬼神,10500
10,S37,ATK48,8400,True,S43,鷹,8000
11,S35,風神雷神,15000,False,S58,夜凪,14800
12,S50,最後の兎,15000,True,S51,天真爛漫,15000
13,S51,天真爛漫,15000,False,S50,最後の兎,15000
14,S51,雲外蒼天,15000,False,S37,ぶや連合,14924
15,S37,ぶや連合,14924,True,S51,雲外蒼天,15000
16,S11,楽市楽座,14500,True,S6,薩摩集,13700
17,S45,日ノ本一の兵,7957,-1,S2,戦国の休憩所,4300
18,S39,六文銭,16700,True,S41,修羅,18365
19,S49,毘沙門天,8098,False,S5,猫もふもふ,9300
20,S10,煌龍家,14500,False,S53,飛翔隊,14000
21,S44,じじいの罠,10200,False,S38,シブサワ,10117
22,S25,風林火山,10100,-1,S2,黄巾党,10116
23,S43,鷹,8000,False,S37,ATK48,8400
24,S51,我武者羅,12300,True,S53,不惜身命,12444
25,S39,日ノ本,10002,False,S53,餓狼,8800
26,S38,シブサワ,10117,True,S44,じじいの罠,10200
27,S49,東海一,18900,True,S55,妖煌の摩天楼,18400
28,S2,黄巾党,10116,-1,S25,風林火山,10100
29,S54,呂奉先,10100,False,S57,加賀産上,10432
30,S48,新翼姫,16700,False,S5,れいれい,16400
31,S43,天地を喰らう,12300,False,S49,王帝月ノ宮,11800
32,S50,晴天の霹靂,16200,False,S56,武装戦線,15400
33,S54,上善如水,14000,False,S5,整武隊,13700
34,S55,天使の森,11800,True,S44,華,11000
35,S54,日本帝国,14000,False,S55,煌黒龍,14000
36,S55,風林火山,18400,False,S37,八咫烏,18100
37,S54,天歌夢奏,13943,False,S31,奥州守護隊,14200
38,S47,越後平野,16200,False,S51,青天の霹靂,15400
39,S42,ぱん親衛隊,11800,False,S37,行雲流水,11500
40,S55,煌黒龍,14000,True,S54,日本帝国,14000
41,S53,飛翔隊,14000,True,S10,煌龍家,14500
42,S54,真聖育成部隊,18400,False,S56,天地人,17519
43,S21,秋天一碧,7484,-1,S11,水車,5400
44,S49,王帝月ノ宮,11800,True,S43,天地を喰らう,12300
45,S41,修羅,18365,False,S39,六文銭,16700
46,S55,妖煌の摩天楼,18400,False,S49,東海一,18900
47,S51,緋色の翼,11800,False,S57,竜宮城,12700
48,S9,挑,7100,-1,S10,まったり野望,4800
49,S54,ゆずまみれ,13500,True,S43,風林火山,12800
50,S53,ほたるの里k,11300,True,S1,白地城,11000
51,S46,虹霧島,15749,True,S56,島津家,15400
52,S55,酒と肴,13500,True,S46,親父組,13000
53,S47,秘境,11300,False,S38,仔猫屋敷,11500
54,S50,絶頂,11256,False,S47,りつ村,10800
55,S40,春夏秋冬倉庫,9100,False,S8,梁山泊,9213
56,S51,珍棒會,13500,True,S55,越後社中,13000
57,S49,鬼猫城,17853,False,S4,十万一心,18551
58,S51,六文銭,13500,False,S55,竜騰虎闘,13500
59,S52,三英傑,13500,False,S6,とりま同盟,13700
60,S50,鈴蘭学園,13544,False,S11,ねこ団,14200
61,S53,花魁,15700,False,S56,暴力反対,15400
62,S55,竜騰虎闘,13500,True,S51,六文銭,13500
63,S55,武田家,15700,False,S6,皇国軍,16400
64,S46,親父組,13000,False,S55,酒と肴,13500
65,S53,大文字,10700,True,S53,白夜鬼神,10800
66,S54,ピクニック,15200,False,S40,男の修行,14900
67,S50,雲心親衛隊,8700,False,S3,雛桜,9300
68,S54,チカニバル2,6600,-1,S39,昴の星,5100
69,S55,百鬼夜行,10800,False,S51,織田同志会,10800
70,S49,戦国の休憩所,15200,True,S48,くま牧場,14700
71,S48,ロンちゃんズ,15291,False,S58,戦争屋,15300
72,S51,織田同志会,10800,True,S55,百鬼夜行,10800
73,S52,八幡大菩薩,10800,True,S47,きゃば城同盟,10779
74,S48,加賀野菜,17482,False,S3,西本願寺宗家,18600
75,S53,白夜鬼神,10800,False,S53,大文字,10700
76,S55,夢幻泡影,13076,True,S23,百鬼夜行,12800
77,S47,きゃば城同盟,10779,False,S52,八幡大菩薩,10800
78,S47,りつ村,10800,True,S50,絶頂,11256
79,S55,越後社中,13000,False,S51,珍棒會,13500
80,S52,不撓不屈,12500,True,S48,国士無双,12700
81,S42,立花家,10300,False,S41,自田無言同盟,10500
82,S38,以心伝心,12568,True,S48,月光,12500
83,S46,夢幻の如く,12483,True,S47,毘沙門天,12408
84,S52,煌月,14700,False,S46,ひみつきち,14909
85,S43,白米,12600,False,S53,那月邪夢,12700
86,S43,武神姫,6200,-1,S51,晴天霹靂,7600
87,S54,【鏡花水月】,10400,False,S57,毘・北陸軍談,10531
88,S48,くま牧場,14700,False,S49,戦国の休憩所,15200
89,S47,毘沙門天,12408,False,S46,夢幻の如く,12483
90,S53,不惜身命,12444,False,S51,我武者羅,12300
