Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S51,新選組猫隊,17200,True,S54,呂奉先,15600
1,S43,風林火山,12800,False,S46,ひみつきち,13900
2,S9,安芸紅葉,15000,True,S55,百鬼夜行,14100
3,S50,毘沙門天,15000,False,S35,風神雷神,16100
4,S23,百鬼夜行,12800,False,S49,戦国の休憩所,14100
5,S48,スナック森蘭,17200,True,S51,我武者羅,15600
6,S41,黎明,17200,True,S40,徳川幕府,16100
7,S38,Largo,12800,False,S37,ぶや連合,13900
8,S46,ひみつきち,15000,True,S43,風林火山,13900
9,S40,徳川幕府,15000,False,S41,黎明,16100
10,S37,ATK48,12800,False,S46,親父組,14100
11,S35,風神雷神,17200,True,S50,毘沙門天,16100
12,S50,最後の兎,15000,False,S49,東海一,15600
13,S51,天真爛漫,12800,False,S54,ピクニック,14100
14,S51,雲外蒼天,17200,True,S43,天地を喰らう,15600
15,S37,ぶや連合,15000,True,S38,Largo,13900
16,S11,楽市楽座,16700,True,S10,煌龍家,15600
17,S45,日ノ本一の兵,12300,False,S52,不撓不屈,13600
18,S39,六文銭,16700,True,S25,風林火山2,15600
19,S49,毘沙門天,12300,False,S46,夢幻の如く,13600
20,S10,煌龍家,14500,False,S11,楽市楽座,15600
21,S44,じじいの罠,14500,True,S52,煌月,13600
22,S25,風林火山2,14500,False,S39,六文銭,15600
23,S43,鷹,12300,False,S44,スナイパー,13600
24,S51,我武者羅,14500,False,S48,スナック森蘭,16100
25,S39,日ノ本,12300,False,S48,新翼姫,13400
26,S38,シブサワ,14500,True,S53,不惜身命,13600
27,S49,東海一,16700,True,S50,最後の兎,16100
28,S2,黄巾党,12300,False,S4,無給休暇,13100
29,S54,呂奉先,14500,False,S51,新選組猫隊,16100
30,S48,新翼姫,14500,True,S39,日ノ本,13400
31,S43,天地を喰らう,14500,False,S51,雲外蒼天,16100
32,S50,晴天の霹靂,16200,True,S49,鬼猫城,14600
33,S54,上善如水,11800,False,S4,十万一心,13100
34,S55,天使の森,14000,False,S55,風林火山,15100
35,S54,日本帝国,14000,True,S21,秋天一碧,12900
36,S55,風林火山,16200,True,S55,天使の森,15100
37,S54,天歌夢奏,11800,False,S3,西本願寺宗家,13100
38,S47,越後平野,14000,False,S55,妖煌の摩天楼,15100
39,S42,ぱん親衛隊,11800,False,S5,れいれい,13100
40,S55,煌黒龍,16200,True,S52,三英傑,14600
41,S53,飛翔隊,11800,False,S3,Rena軍,13100
42,S54,真聖育成部隊,16200,True,S55,竜騰虎闘,14600
43,S21,秋天一碧,11800,False,S54,日本帝国,12900
