,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S51,新選組猫隊,17200,True,S11,楽市楽座,16700
1,S43,風林火山,12800,False,S58,戦争屋,13100
2,S9,安芸紅葉,15000,False,S50,毘沙門天,15000
3,S50,毘沙門天,15000,True,S9,安芸紅葉,15000
4,S23,百鬼夜行,12800,False,S56,武装戦線,13200
5,S48,スナック森蘭,17200,False,S54,真聖育成部隊,16200
6,S41,黎明,17200,False,S50,晴天の霹靂,16200
7,S38,Largo,12800,False,S51,青天の霹靂,13200
8,S46,ひみつきち,15000,True,S44,スナイパー,14700
9,S40,徳川幕府,15000,False,S46,親父組,15200
10,S37,ATK48,12800,False,S39,桜花爛漫,13200
11,S35,風神雷神,17200,False,S41,修羅,16200
12,S50,最後の兎,15000,True,S10,煌龍家,14500
13,S51,天真爛漫,12800,False,S56,桜花乱舞,13200
14,S51,雲外蒼天,17200,False,S55,妖煌の摩天楼,16200
15,S37,ぶや連合,15000,False,S48,くま牧場,14700
16,S11,楽市楽座,16700,False,S51,新選組猫隊,17200
17,S45,日ノ本一の兵,12300,False,S41,極楽桜花,12000
18,S39,六文銭,16700,False,S46,虹霧島,15700
19,S49,毘沙門天,12300,False,S39,日ノ本,12300
20,S10,煌龍家,14500,False,S50,最後の兎,15000
21,S44,じじいの罠,14500,False,S4,無給休暇,14200
22,S25,風林火山,14500,False,S11,ねこ団,14200
23,S43,鷹,12300,False,S48,月光,12500
24,S51,我武者羅,14500,False,S3,Rena軍,14200
25,S39,日ノ本,12300,True,S49,毘沙門天,12300
26,S38,シブサワ,14500,False,S3,西本願寺宗家,14200
27,S49,東海一,16700,True,S55,煌黒龍,16200
28,S2,黄巾党,12300,False,S58,夜凪,12600
29,S54,呂奉先,14500,False,S43,天地を喰らう,14500
30,S48,新翼姫,14500,False,S4,十万一心,14200
31,S43,天地を喰らう,14500,True,S54,呂奉先,14500
32,S50,晴天の霹靂,16200,True,S41,黎明,17200
33,S54,上善如水,11800,True,S37,行雲流水,11500
34,S55,天使の森,14000,False,S5,れいれい,14200
35,S54,日本帝国,14000,False,S6,皇国軍,14200
36,S55,風林火山,16200,True,S55,酒と肴,15700
37,S54,天歌夢奏,11800,False,S9,イニ義,12000
38,S47,越後平野,14000,True,S6,とりま同盟,13700
39,S42,ぱん親衛隊,11800,True,S9,農民,11600
40,S55,煌黒龍,16200,False,S49,東海一,16700
41,S53,飛翔隊,11800,True,S3,雛桜,11500
42,S54,真聖育成部隊,16200,True,S48,スナック森蘭,17200
43,S21,秋天一碧,11800,False,S31,奥州守護隊,12000
44,S49,王帝月ノ宮,11800,True,S5,猫もふもふ,11500
45,S41,修羅,16200,True,S35,風神雷神,17200
46,S55,妖煌の摩天楼,16200,True,S51,雲外蒼天,17200
47,S51,緋色の翼,11800,True,S15,紅魔曇那,12000
48,S9,挑,11300,False,S44,華,11000
49,S54,ゆずまみれ,13500,True,S50,鈴蘭学園,13500
50,S53,ほたるの里k,11300,True,S50,雲心親衛隊,10800
51,S46,虹霧島,15700,True,S39,六文銭,16700
52,S55,酒と肴,15700,False,S55,風林火山,16200
53,S47,秘境,13500,False,S37,八咫烏,13700
54,S50,絶頂,13500,False,S53,花魁,13500
55,S40,春夏秋冬倉庫,11300,False,S21,味噌カツ帝国,11000
56,S51,珍棒會,13500,False,S55,竜騰虎闘,13500
57,S49,鬼猫城,13500,True,S51,六文銭,13500
58,S51,六文銭,13500,False,S49,鬼猫城,13500
