Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S51,新選組猫隊,18300,False,S4,無給休暇,16400
1,S43,風林火山,11700,False,S55,越後社中,13000
2,S9,安芸紅葉,11700,False,S21,味噌カツ帝国,13200
3,S50,毘沙門天,16100,True,S51,雲外蒼天,15000
4,S23,百鬼夜行,11700,True,S50,雲心親衛隊,10800
5,S48,スナック森蘭,16100,False,S55,妖煌の摩天楼,18400
6,S41,黎明,13900,False,S49,鬼猫城,15700
7,S38,Largo,9500,False,S53,ほたるの里k,11300
8,S46,ひみつきち,16100,True,S48,ロンちゃんズ,15200
9,S40,徳川幕府,11752,False,S56,島津家,13200
10,S37,ATK48,9500,False,S47,きゃば城同盟,10779
11,S35,風神雷神,16100,False,S54,真聖育成部隊,18400
12,S50,最後の兎,13900,False,S56,天地人,15319
13,S51,天真爛漫,13900,True,S52,八幡大菩薩,13000
14,S51,雲外蒼天,13900,False,S50,毘沙門天,15000
15,S37,ぶや連合,13900,False,S48,新翼姫,14500
16,S11,楽市楽座,13400,False,S40,男の修行,14900
17,S45,日ノ本一の兵,9057,False,S43,焔,9300
18,S39,六文銭,15600,True,S43,天地を喰らう,14500
19,S49,毘沙門天,9198,-1,S40,春夏秋冬倉庫,9100
20,S10,煌龍家,13400,True,S2,黄巾党,12216
21,S44,じじいの罠,11300,-1,S44,スナイパー,12500
22,S25,風林火山,11200,False,S53,不惜身命,12444
23,S43,鷹,9100,-1,S54,チカニバル2,8600
24,S51,我武者羅,13400,True,S54,呂奉先,12300
25,S39,日ノ本,11102,False,S54,天歌夢奏,11743
26,S38,シブサワ,11200,False,S46,夢幻の如く,12500
27,S49,東海一,17800,True,S55,風林火山,18400
28,S2,黄巾党,11116,False,S10,煌龍家,12300
29,S54,呂奉先,11200,False,S51,我武者羅,12300
30,S48,新翼姫,15600,True,S37,ぶや連合,15000
31,S43,天地を喰らう,13400,False,S39,六文銭,14500
32,S50,晴天の霹靂,17300,False,S3,西本願寺宗家,16400
33,S54,上善如水,12900,False,S54,ゆずまみれ,13500
34,S55,天使の森,12900,False,S55,武田家,13500
35,S54,日本帝国,12900,True,S38,仔猫屋敷,11500
36,S55,風林火山,17300,False,S49,東海一,16700
37,S54,天歌夢奏,12843,True,S39,日ノ本,12202
38,S47,越後平野,15100,False,S51,青天の霹靂,15400
39,S42,ぱん親衛隊,12900,False,S55,竜騰虎闘,13500
40,S55,煌黒龍,15100,True,S51,六文銭,13500
41,S53,飛翔隊,12900,True,S5,猫もふもふ,11500
42,S54,真聖育成部隊,19500,True,S35,風神雷神,17200
43,S21,秋天一碧,8584,False,S43,白米,10400
44,S49,王帝月ノ宮,10700,False,S1,獅子奮迅,12000
45,S41,修羅,19500,True,S48,加賀野菜,17400
46,S55,妖煌の摩天楼,19500,True,S48,スナック森蘭,17200
47,S51,緋色の翼,12900,False,S53,花魁,13500
48,S9,挑,8100,-1,S53,おにぎり,9700
49,S54,ゆずまみれ,14600,True,S54,上善如水,14000
50,S53,ほたるの里k,12400,True,S38,Largo,10600
51,S46,虹霧島,16800,False,S4,十万一心,16400
52,S55,酒と肴,12400,False,S6,皇国軍,14200
53,S47,秘境,10200,False,S6,とりま同盟,11500
54,S50,絶頂,12356,False,S39,攻城は昼,13781
55,S40,春夏秋冬倉庫,8100,-1,S49,毘沙門天,10198
56,S51,珍棒會,12400,True,S44,華,11000
57,S49,鬼猫城,16800,True,S41,黎明,15000
58,S51,六文銭,12400,False,S55,煌黒龍,14000
59,S52,三英傑,12400,True,S37,行雲流水,11500
60,S50,鈴蘭学園,12444,True,S15,紅魔曇那,12000
61,S53,花魁,14600,True,S51,緋色の翼,14000
62,S55,竜騰虎闘,14600,True,S42,ぱん親衛隊,14000
63,S55,武田家,14600,True,S55,天使の森,14000
64,S46,親父組,14100,False,S56,武装戦線,15400
65,S53,大文字,11800,False,S56,桜花乱舞,13200
66,S54,ピクニック,16300,True,S39,桜花爛漫,15400
67,S50,雲心親衛隊,9700,False,S23,百鬼夜行,10600
68,S54,チカニバル2,7600,-1,S43,鷹,10100
69,S55,百鬼夜行,9700,False,S1,白地城,11000
70,S49,戦国の休憩所,16300,True,S6,薩摩集,15900
71,S48,ロンちゃんズ,14100,False,S46,ひみつきち,15000
72,S51,織田同志会,11900,False,S55,夢幻泡影,13000
73,S52,八幡大菩薩,11900,False,S51,天真爛漫,12800
74,S48,加賀野菜,16300,False,S41,修羅,18400
75,S53,白夜鬼神,9700,True,S41,桃源郷サブ,8121
76,S55,夢幻泡影,14100,True,S51,織田同志会,13000
77,S47,きゃば城同盟,11879,True,S37,ATK48,10600
78,S47,りつ村,11900,False,S57,龍の里,13200
79,S55,越後社中,14100,True,S43,風林火山,12800
80,S52,不撓不屈,11400,False,S53,那月邪夢,12700
81,S42,立花家,11400,False,S56,戦国義心,12672
82,S38,以心伝心,11468,False,S56,悪鬼羅刹,12700
83,S46,夢幻の如く,13600,True,S38,シブサワ,12300
84,S52,煌月,15800,True,S47,毘沙門天,14608
85,S43,白米,11500,True,S21,秋天一碧,9684
86,S43,武神姫,7200,-1,S39,昴の星,7200
87,S54,【鏡花水月】,11500,True,S43,ゆっくり党,8702
88,S48,くま牧場,15800,True,S48,月光,14700
89,S47,毘沙門天,13508,False,S52,煌月,14700
90,S53,不惜身命,13544,True,S25,風林火山,12300
91,S42,自由の翼,9200,-1,S9,農民,9496
92,S41,桃源郷サブ,7021,False,S53,白夜鬼神,8600
93,S44,スナイパー,11500,-1,S44,じじいの罠,12300
94,S48,月光,13600,False,S48,くま牧場,14700
95,S54,孤狼の血,7100,False,S57,毘・北陸軍談,8331
96,S4,無給休暇,17500,True,S51,新選組猫隊,19400
97,S51,新女神転生,6900,-1,S40,南国丸,6298
98,S51,晴天霹靂,8800,True,S2,戦国の休憩所,6300
99,S11,ねこ団,13100,False,S31,奥州守護隊,14200
100,S53,おにぎり,8700,-1,S9,挑,9100
101,S15,紅魔曇那,10900,False,S50,鈴蘭学園,11344
102,S55,新信長の野望,6600,False,S57,鬼神,8300
103,S6,皇国軍,15300,True,S55,酒と肴,13500
104,S3,西本願寺宗家,17500,True,S50,晴天の霹靂,18400
105,S1,獅子奮迅,13100,True,S49,王帝月ノ宮,11800
106,S5,れいれい,15300,False,S3,Rena軍,16400
107,S31,奥州守護隊,15300,True,S11,ねこ団,14200
108,S41,極楽桜花,15300,True,S48,国士無双,14900
109,S3,Rena軍,17500,True,S5,れいれい,16400
110,S9,イニ義,15300,True,S58,夜凪,14800
111,S4,十万一心,17500,True,S46,虹霧島,17900
112,S9,農民,8496,-1,S42,自由の翼,10200
113,S4,空腹虫,6200,False,S53,葉月,8269
114,S11,水車,6400,-1,S10,まったり野望,6800
115,S43,焔,10400,True,S45,日ノ本一の兵,10157
116,S37,八咫烏,17000,True,S58,戦争屋,15300
117,S38,仔猫屋敷,10400,False,S54,日本帝国,11800
