,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,30,554.4,2023-06-02
1,1,1,1,1,1,30,643.2,2023-06-02
2,2,2,2,2,2,30,547.8,2023-06-02
3,3,3,3,3,3,29,518.2,2023-06-02
4,4,4,4,4,4,30,516.7,2023-06-02
5,5,5,5,5,5,30,528.7,2023-06-02
6,6,6,6,6,6,30,479.3,2023-06-02
7,7,7,7,7,7,30,428.8,2023-06-02
8,8,8,8,8,8,30,420.8,2023-06-02
9,9,9,9,9,9,29,430.5,2023-06-02
10,10,10,10,10,10,29,393.9,2023-06-02
11,11,11,11,11,11,28,444.1,2023-06-02
12,12,12,12,12,12,28,403.8,2023-06-02
13,13,13,13,13,13,22,166.2,2023-06-02
14,14,14,14,14,14,28,285.8,2023-06-02
15,15,15,15,15,15,28,390.2,2023-06-02
16,16,16,16,16,16,27,388.5,2023-06-02
17,17,17,17,17,17,27,273.7,2023-06-02
18,18,18,18,18,18,20,94.8,2023-06-02
19,19,19,19,19,19,29,440.1,2023-06-02
20,20,20,20,20,20,29,318.2,2023-06-02
21,21,21,21,21,21,30,488.3,2023-06-02
22,22,22,22,22,22,26,296.9,2023-06-02
23,23,23,23,23,23,27,330.3,2023-06-02
24,24,24,24,24,24,28,332.4,2023-06-02
25,25,25,25,25,25,26,318.3,2023-06-02
26,26,26,26,26,26,30,518.8,2023-06-02
27,27,27,27,27,27,28,338.1,2023-06-02
28,28,28,28,28,28,30,382.1,2023-06-02
29,29,29,29,29,29,21,104.6,2023-06-02
30,30,30,30,30,30,28,373.9,2023-06-02
31,31,31,31,31,31,28,409.7,2023-06-02
32,32,32,32,32,32,30,576.2,2023-06-02
33,33,33,33,33,33,30,439.4,2023-06-02
34,34,34,34,34,34,29,395.0,2023-06-02
35,35,35,35,35,35,25,285.8,2023-06-02
36,36,36,36,36,36,27,262.1,2023-06-02
37,37,37,37,37,37,30,672.1,2023-06-02
38,38,38,38,38,38,27,350.2,2023-06-02
39,39,39,39,39,39,26,267.7,2023-06-02
40,40,40,40,40,40,30,534.6,2023-06-02
41,41,41,41,41,41,30,536.7,2023-06-02
42,42,42,42,42,42,30,536.2,2023-06-02
43,43,43,43,43,43,27,360.0,2023-06-02
44,44,44,44,44,44,28,406.9,2023-06-02
45,45,45,45,45,45,29,460.4,2023-06-02
46,46,46,46,46,46,24,148.2,2023-06-02
47,47,47,47,47,47,30,476.4,2023-06-02
48,48,48,48,48,48,27,240.0,2023-06-02
49,49,49,49,49,49,30,390.5,2023-06-02
50,50,50,50,50,50,29,332.1,2023-06-02
51,51,51,51,51,51,29,356.5,2023-06-02
52,52,52,52,52,52,26,255.7,2023-06-02
53,53,53,53,53,53,20,78.3,2023-06-02
54,54,54,54,54,54,22,148.2,2023-06-02
55,55,55,55,55,55,29,287.7,2023-06-02
56,56,56,56,56,56,25,345.1,2023-06-02
57,57,57,57,57,57,26,280.5,2023-06-02
58,58,58,58,58,58,26,348.5,2023-06-02
59,59,59,59,59,59,26,200.6,2023-06-02
60,60,60,60,60,60,25,245.2,2023-06-02
61,61,61,61,61,61,29,328.2,2023-06-02
62,62,62,62,62,62,25,268.7,2023-06-02
63,63,63,63,63,63,29,331.1,2023-06-02
64,64,64,64,64,64,27,284.7,2023-06-02
65,65,65,65,65,65,27,321.3,2023-06-02
66,66,66,66,66,66,29,415.6,2023-06-02
67,67,67,67,67,67,28,338.6,2023-06-02
68,68,68,68,68,68,26,263.2,2023-06-02
