,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,29,400.8,2023-06-02
1,1,1,1,1,1,29,397.6,2023-06-02
2,2,2,2,2,2,30,399.7,2023-06-02
3,3,3,3,3,3,27,326.8,2023-06-02
4,4,4,4,4,4,29,377.4,2023-06-02
5,5,5,5,5,5,30,477.7,2023-06-02
6,6,6,6,6,6,30,496.4,2023-06-02
7,7,7,7,7,7,28,398.9,2023-06-02
8,8,8,8,8,8,30,467.9,2023-06-02
9,9,9,9,9,9,24,129.6,2023-06-02
10,10,10,10,10,10,20,103.5,2023-06-02
11,11,11,11,11,11,28,350.3,2023-06-02
12,12,12,12,12,12,28,383.9,2023-06-02
13,13,13,13,13,13,23,240.8,2023-06-02
14,14,14,14,14,14,25,219.1,2023-06-02
15,15,15,15,15,15,30,335.5,2023-06-02
16,16,16,16,16,16,24,224.6,2023-06-02
17,17,17,17,17,17,19,66.2,2023-06-02
18,18,18,18,18,18,23,141.6,2023-06-02
19,19,19,19,19,19,20,91.3,2023-06-02
20,20,20,20,20,20,26,246.7,2023-06-02
21,21,21,21,21,21,26,163.9,2023-06-02
22,22,22,22,22,22,23,112.9,2023-06-02
23,23,23,23,23,23,24,170.8,2023-06-02
24,24,24,24,24,24,22,105.2,2023-06-02
25,25,25,25,25,25,26,226.6,2023-06-02
26,26,26,26,26,26,27,216.0,2023-06-02
27,27,27,27,27,27,27,297.1,2023-06-02
28,28,28,28,28,28,27,302.0,2023-06-02
29,29,29,29,29,29,22,126.4,2023-06-02
30,30,30,30,30,30,20,91.2,2023-06-02
31,31,31,31,31,31,26,194.0,2023-06-02
32,32,32,32,32,32,22,130.1,2023-06-02
33,33,33,33,33,33,22,137.9,2023-06-02
34,34,34,34,34,34,25,186.0,2023-06-02
35,35,35,35,35,35,25,184.9,2023-06-02
36,36,36,36,36,36,22,84.2,2023-06-02
37,37,37,37,37,37,24,146.8,2023-06-02
38,38,38,38,38,38,26,192.2,2023-06-02
39,39,39,39,39,39,17,41.4,2023-06-02
40,40,40,40,40,40,19,97.0,2023-06-02
41,41,41,41,41,41,22,138.7,2023-06-02
42,42,42,42,42,42,22,141.2,2023-06-02
43,43,43,43,43,43,22,127.5,2023-06-02
44,44,44,44,44,44,21,108.7,2023-06-02
45,45,45,45,45,45,21,112.1,2023-06-02
46,46,46,46,46,46,21,101.0,2023-06-02
47,47,47,47,47,47,18,75.8,2023-06-02
48,48,48,48,48,48,18,53.6,2023-06-02
49,49,49,49,49,49,19,50.7,2023-06-02
50,50,50,50,50,50,19,76.0,2023-06-02
51,51,51,51,51,51,20,88.5,2023-06-02
52,52,52,52,52,52,18,54.2,2023-06-02
53,53,53,53,53,53,16,41.4,2023-06-02
54,54,54,54,54,54,20,67.8,2023-06-02
55,55,55,55,55,55,17,55.2,2023-06-02
56,56,56,56,56,56,18,50.1,2023-06-02
57,57,57,57,57,57,18,60.1,2023-06-02
58,58,58,58,58,58,17,46.0,2023-06-02
59,59,59,59,59,59,16,49.5,2023-06-02
