,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,24,127.6,2023-05-24
1,1,1,29,358.3,2023-05-24
2,2,2,30,570.7,2023-05-24
3,3,3,30,563.7,2023-05-24
4,4,4,29,360.9,2023-05-24
5,5,5,30,600.2,2023-05-24
6,6,6,30,585.0,2023-05-24
7,7,7,30,460.3,2023-05-24
8,8,8,30,443.5,2023-05-24
9,9,9,30,438.7,2023-05-24
10,10,10,29,433.6,2023-05-24
11,11,11,29,403.0,2023-05-24
12,12,12,27,386.0,2023-05-24
13,13,13,26,330.9,2023-05-24
14,14,14,30,459.6,2023-05-24
15,15,15,30,545.9,2023-05-24
16,16,16,27,351.6,2023-05-24
17,17,17,28,345.8,2023-05-24
18,18,18,30,606.3,2023-05-24
19,19,19,29,354.5,2023-05-24
20,20,20,30,374.2,2023-05-24
21,21,21,29,409.6,2023-05-24
22,22,22,30,512.8,2023-05-24
23,23,23,26,304.2,2023-05-24
24,24,24,30,510.4,2023-05-24
25,25,25,30,434.6,2023-05-24
26,26,26,30,413.3,2023-05-24
27,27,27,30,390.2,2023-05-24
28,28,28,30,559.5,2023-05-24
29,29,29,29,405.2,2023-05-24
30,30,30,30,524.5,2023-05-24
31,31,31,28,318.9,2023-05-24
32,32,32,30,531.6,2023-05-24
33,33,33,29,338.1,2023-05-24
34,34,34,29,339.4,2023-05-24
35,35,35,29,390.3,2023-05-24
36,36,36,24,291.5,2023-05-24
37,37,37,30,481.9,2023-05-24
38,38,38,29,383.2,2023-05-24
39,39,39,29,340.5,2023-05-24
40,40,40,30,411.6,2023-05-24
41,41,41,29,346.1,2023-05-24
42,42,42,28,428.4,2023-05-24
43,43,43,30,416.7,2023-05-24
44,44,44,30,416.9,2023-05-24
45,45,45,27,320.4,2023-05-24
46,46,46,27,350.8,2023-05-24
47,47,47,30,417.8,2023-05-24
48,48,48,30,470.3,2023-05-24
49,49,49,28,355.6,2023-05-24
50,50,50,30,392.7,2023-05-24
51,51,51,29,413.9,2023-05-24
52,52,52,29,390.1,2023-05-24
53,53,53,29,395.4,2023-05-24
54,54,54,24,243.0,2023-05-24
55,55,55,30,357.6,2023-05-24
56,56,56,29,273.9,2023-05-24
57,57,57,30,417.3,2023-05-24
58,58,58,28,248.5,2023-05-24
59,59,59,30,338.0,2023-05-24
60,60,60,27,250.5,2023-05-24
61,61,61,29,262.7,2023-05-24
62,62,62,29,346.3,2023-05-24
63,63,63,27,264.9,2023-05-24
64,64,64,29,338.1,2023-05-24
65,65,65,29,340.6,2023-05-24
66,66,66,28,356.9,2023-05-24
