,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,30,433.7,2023-05-22
1,1,1,1,1,1,30,431.0,2023-05-22
2,2,2,2,2,2,27,269.4,2023-05-22
3,3,3,3,3,3,30,472.4,2023-05-22
4,4,4,4,4,4,28,331.3,2023-05-22
5,5,5,5,5,5,30,455.9,2023-05-22
6,6,6,6,6,6,28,348.1,2023-05-22
7,7,7,7,7,7,28,342.0,2023-05-22
8,8,8,8,8,8,28,309.3,2023-05-22
9,9,9,9,9,9,27,364.7,2023-05-22
10,10,10,10,10,10,26,290.4,2023-05-22
11,11,11,11,11,11,26,233.3,2023-05-22
12,12,12,12,12,12,23,270.4,2023-05-22
13,13,13,13,13,13,29,364.5,2023-05-22
14,14,14,14,14,14,25,315.1,2023-05-22
15,15,15,15,15,15,26,323.0,2023-05-22
16,16,16,16,16,16,29,304.8,2023-05-22
17,17,17,17,17,17,23,230.6,2023-05-22
18,18,18,18,18,18,27,309.7,2023-05-22
19,19,19,19,19,19,29,390.1,2023-05-22
20,20,20,20,20,20,24,272.1,2023-05-22
21,21,21,21,21,21,29,314.6,2023-05-22
22,22,22,22,22,22,28,328.6,2023-05-22
23,23,23,23,23,23,27,335.3,2023-05-22
24,24,24,24,24,24,28,327.4,2023-05-22
25,25,25,25,25,25,28,374.2,2023-05-22
26,26,26,26,26,26,26,307.6,2023-05-22
27,27,27,27,27,27,24,275.0,2023-05-22
28,28,28,28,28,28,27,332.8,2023-05-22
29,29,29,29,29,29,26,318.4,2023-05-22
30,30,30,30,30,30,27,370.4,2023-05-22
31,31,31,31,31,31,25,252.1,2023-05-22
32,32,32,32,32,32,24,227.2,2023-05-22
33,33,33,33,33,33,29,307.1,2023-05-22
34,34,34,34,34,34,24,300.0,2023-05-22
35,35,35,35,35,35,28,249.8,2023-05-22
36,36,36,36,36,36,29,442.9,2023-05-22
37,37,37,37,37,37,25,214.4,2023-05-22
38,38,38,38,38,38,26,285.3,2023-05-22
39,39,39,39,39,39,27,320.1,2023-05-22
40,40,40,40,40,40,29,255.5,2023-05-22
41,41,41,41,41,41,28,253.6,2023-05-22
42,42,42,42,42,42,28,338.9,2023-05-22
43,43,43,43,43,43,29,266.5,2023-05-22
44,44,44,44,44,44,29,360.5,2023-05-22
45,45,45,45,45,45,24,208.8,2023-05-22
46,46,46,46,46,46,26,221.5,2023-05-22
47,47,47,47,47,47,24,292.4,2023-05-22
48,48,48,48,48,48,22,165.3,2023-05-22
49,49,49,49,49,49,28,286.6,2023-05-22
50,50,50,50,50,50,27,349.3,2023-05-22
51,51,51,51,51,51,27,307.6,2023-05-22
52,52,52,52,52,52,27,348.8,2023-05-22
53,53,53,53,53,53,27,393.6,2023-05-22
54,54,54,54,54,54,27,157.3,2023-05-22
55,55,55,55,55,55,27,258.8,2023-05-22
56,56,56,56,56,56,23,129.0,2023-05-22
57,57,57,57,57,57,26,291.0,2023-05-22
58,58,58,58,58,58,22,189.3,2023-05-22
59,59,59,59,59,59,28,290.4,2023-05-22
60,60,60,60,60,60,23,117.0,2023-05-22
61,61,61,61,61,61,26,319.9,2023-05-22
62,62,62,62,62,62,24,173.5,2023-05-22
63,63,63,63,63,63,24,153.7,2023-05-22
64,64,64,64,64,64,22,104.7,2023-05-22
65,65,65,65,65,65,27,234.0,2023-05-22
66,66,66,66,66,66,22,84.2,2023-05-22
67,67,67,67,67,67,28,323.8,2023-05-22
68,68,68,68,68,68,27,226.0,2023-05-22
69,69,69,69,69,69,26,179.2,2023-05-22
