,level,power,date
0,30,508.0,2023-05-22
1,30,515.5,2023-05-22
2,30,449.3,2023-05-22
3,30,478.5,2023-05-22
4,30,471.2,2023-05-22
5,30,455.0,2023-05-22
6,29,365.5,2023-05-22
7,28,358.5,2023-05-22
8,29,349.7,2023-05-22
9,29,365.9,2023-05-22
10,29,409.3,2023-05-22
11,28,312.0,2023-05-22
12,30,427.7,2023-05-22
13,29,476.8,2023-05-22
14,30,482.8,2023-05-22
15,28,323.4,2023-05-22
16,29,321.2,2023-05-22
17,28,341.4,2023-05-22
18,29,420.8,2023-05-22
19,29,311.7,2023-05-22
20,30,348.8,2023-05-22
21,29,292.5,2023-05-22
22,28,380.6,2023-05-22
23,29,361.9,2023-05-22
24,30,389.7,2023-05-22
25,28,338.8,2023-05-22
26,30,361.5,2023-05-22
27,30,382.7,2023-05-22
28,27,221.9,2023-05-22
29,28,311.3,2023-05-22
30,25,291.3,2023-05-22
31,29,347.8,2023-05-22
32,28,402.4,2023-05-22
33,27,269.9,2023-05-22
34,25,185.1,2023-05-22
35,26,206.6,2023-05-22
36,27,326.1,2023-05-22
37,30,451.3,2023-05-22
38,29,344.1,2023-05-22
39,28,239.4,2023-05-22
40,29,285.3,2023-05-22
41,29,421.5,2023-05-22
42,27,163.5,2023-05-22
43,27,227.2,2023-05-22
44,28,236.1,2023-05-22
45,28,261.5,2023-05-22
46,25,283.5,2023-05-22
47,23,175.8,2023-05-22
