,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,30,791.4,2023-05-24
1,1,1,30,768.4,2023-05-24
2,2,2,30,465.2,2023-05-24
3,3,3,30,666.8,2023-05-24
4,4,4,30,459.3,2023-05-24
5,5,5,30,528.1,2023-05-24
6,6,6,30,465.5,2023-05-24
7,7,7,30,462.8,2023-05-24
8,8,8,29,433.6,2023-05-24
9,9,9,29,391.9,2023-05-24
10,10,10,29,357.8,2023-05-24
11,11,11,28,350.2,2023-05-24
12,12,12,26,337.2,2023-05-24
13,13,13,25,381.8,2023-05-24
14,14,14,30,481.3,2023-05-24
15,15,15,29,353.1,2023-05-24
16,16,16,30,428.4,2023-05-24
17,17,17,28,360.0,2023-05-24
18,18,18,27,380.9,2023-05-24
19,19,19,29,403.1,2023-05-24
20,20,20,29,365.3,2023-05-24
21,21,21,29,477.3,2023-05-24
22,22,22,30,521.2,2023-05-24
23,23,23,30,471.3,2023-05-24
24,24,24,29,373.7,2023-05-24
25,25,25,26,338.7,2023-05-24
26,26,26,28,232.3,2023-05-24
27,27,27,27,282.1,2023-05-24
28,28,28,30,617.8,2023-05-24
29,29,29,25,317.7,2023-05-24
30,30,30,29,291.6,2023-05-24
31,31,31,28,328.5,2023-05-24
32,32,32,29,377.9,2023-05-24
33,33,33,27,340.9,2023-05-24
34,34,34,30,355.3,2023-05-24
35,35,35,30,434.5,2023-05-24
36,36,36,29,407.4,2023-05-24
37,37,37,26,249.6,2023-05-24
38,38,38,28,330.1,2023-05-24
39,39,39,30,426.8,2023-05-24
40,40,40,27,293.9,2023-05-24
41,41,41,28,342.0,2023-05-24
42,42,42,27,215.0,2023-05-24
43,43,43,29,374.1,2023-05-24
44,44,44,25,291.0,2023-05-24
45,45,45,28,446.3,2023-05-24
46,46,46,27,312.9,2023-05-24
47,47,47,26,258.8,2023-05-24
48,48,48,26,266.7,2023-05-24
49,49,49,28,187.8,2023-05-24
50,50,50,24,145.8,2023-05-24
51,51,51,29,384.4,2023-05-24
52,52,52,22,77.1,2023-05-24
53,53,53,24,252.3,2023-05-24
54,54,54,30,394.3,2023-05-24
55,55,55,24,225.3,2023-05-24
56,56,56,30,337.5,2023-05-24
