,level,power,date
0,30,656.2,2023-05-27
1,28,307.3,2023-05-27
2,30,416.2,2023-05-27
3,30,674.8,2023-05-27
4,30,774.2,2023-05-27
5,30,742.4,2023-05-27
6,30,616.6,2023-05-27
7,30,610.8,2023-05-27
8,30,603.2,2023-05-27
9,30,510.7,2023-05-27
10,30,477.1,2023-05-27
11,29,407.9,2023-05-27
12,29,336.2,2023-05-27
13,27,332.9,2023-05-27
14,27,298.7,2023-05-27
15,26,300.3,2023-05-27
16,30,495.5,2023-05-27
17,30,467.5,2023-05-27
18,30,452.8,2023-05-27
19,30,508.0,2023-05-27
20,28,350.0,2023-05-27
21,30,444.4,2023-05-27
22,29,361.5,2023-05-27
23,30,488.7,2023-05-27
24,28,313.0,2023-05-27
25,27,287.2,2023-05-27
26,30,458.5,2023-05-27
27,30,575.3,2023-05-27
28,26,221.8,2023-05-27
29,27,409.6,2023-05-27
30,30,570.5,2023-05-27
31,30,640.5,2023-05-27
32,27,280.2,2023-05-27
33,27,404.1,2023-05-27
34,30,605.0,2023-05-27
35,30,541.6,2023-05-27
36,30,508.3,2023-05-27
37,30,643.8,2023-05-27
38,30,505.1,2023-05-27
39,30,410.1,2023-05-27
40,30,622.7,2023-05-27
41,29,374.3,2023-05-27
42,29,463.7,2023-05-27
43,30,689.8,2023-05-27
44,28,415.0,2023-05-27
45,30,498.2,2023-05-27
46,27,417.8,2023-05-27
47,30,704.3,2023-05-27
48,28,336.8,2023-05-27
49,27,411.4,2023-05-27
50,28,431.6,2023-05-27
51,27,309.7,2023-05-27
52,28,279.6,2023-05-27
53,30,424.4,2023-05-27
54,30,494.4,2023-05-27
55,26,291.0,2023-05-27
56,29,532.6,2023-05-27
57,29,412.7,2023-05-27
58,27,320.8,2023-05-27
59,30,472.4,2023-05-27
60,29,394.6,2023-05-27
61,27,376.4,2023-05-27
62,26,264.1,2023-05-27
63,27,293.1,2023-05-27
64,26,329.8,2023-05-27
65,27,281.4,2023-05-27
66,30,586.5,2023-05-27
67,28,341.0,2023-05-27
68,26,260.3,2023-05-27
69,26,172.3,2023-05-27
