,level,power,date
0,30,503.0,2023-05-27
1,30,646.2,2023-05-27
2,30,471.4,2023-05-27
3,29,473.4,2023-05-27
4,30,654.3,2023-05-27
5,30,758.1,2023-05-27
6,30,660.1,2023-05-27
7,30,629.8,2023-05-27
8,30,629.1,2023-05-27
9,30,602.9,2023-05-27
10,30,576.5,2023-05-27
11,30,567.9,2023-05-27
12,30,546.8,2023-05-27
13,30,537.4,2023-05-27
14,30,523.5,2023-05-27
15,30,507.3,2023-05-27
16,30,504.1,2023-05-27
17,30,494.8,2023-05-27
18,30,482.0,2023-05-27
19,30,451.6,2023-05-27
20,30,449.7,2023-05-27
21,30,393.4,2023-05-27
22,29,418.0,2023-05-27
23,27,401.5,2023-05-27
24,30,429.8,2023-05-27
25,30,554.8,2023-05-27
26,30,768.3,2023-05-27
27,29,444.4,2023-05-27
28,29,410.3,2023-05-27
29,30,611.2,2023-05-27
30,30,472.6,2023-05-27
31,24,372.3,2023-05-27
32,30,522.7,2023-05-27
33,30,476.5,2023-05-27
34,25,304.1,2023-05-27
35,30,567.2,2023-05-27
36,28,440.0,2023-05-27
37,30,528.9,2023-05-27
38,30,528.3,2023-05-27
39,29,380.0,2023-05-27
40,30,582.8,2023-05-27
41,30,468.6,2023-05-27
42,29,416.0,2023-05-27
43,28,334.0,2023-05-27
44,27,370.5,2023-05-27
45,27,450.3,2023-05-27
46,30,742.1,2023-05-27
47,30,454.3,2023-05-27
48,30,647.6,2023-05-27
49,30,544.0,2023-05-27
50,30,532.6,2023-05-27
51,23,229.6,2023-05-27
52,30,592.7,2023-05-27
53,30,501.1,2023-05-27
54,28,343.4,2023-05-27
55,27,384.0,2023-05-27
56,30,513.2,2023-05-27
57,26,307.4,2023-05-27
58,30,577.5,2023-05-27
59,27,294.4,2023-05-27
60,28,363.3,2023-05-27
61,27,354.8,2023-05-27
62,26,393.5,2023-05-27
63,30,375.2,2023-05-27
64,29,378.5,2023-05-27
65,28,407.9,2023-05-27
66,26,448.2,2023-05-27
67,27,343.9,2023-05-27
68,30,526.1,2023-05-27
69,26,426.6,2023-05-27
