,level,power,date
0,30,505.0,2023-05-27
1,30,415.7,2023-05-27
2,30,633.4,2023-05-27
3,30,588.1,2023-05-27
4,30,561.7,2023-05-27
5,30,844.1,2023-05-27
6,30,657.0,2023-05-27
7,30,642.2,2023-05-27
8,30,608.6,2023-05-27
9,30,593.4,2023-05-27
10,30,539.7,2023-05-27
11,30,506.9,2023-05-27
12,30,494.4,2023-05-27
13,30,492.4,2023-05-27
14,30,478.1,2023-05-27
15,30,467.8,2023-05-27
16,30,459.9,2023-05-27
17,30,429.9,2023-05-27
18,29,410.9,2023-05-27
19,29,402.5,2023-05-27
20,28,451.7,2023-05-27
21,28,336.1,2023-05-27
22,27,289.4,2023-05-27
23,30,622.2,2023-05-27
24,30,549.0,2023-05-27
25,30,563.1,2023-05-27
26,30,552.9,2023-05-27
27,29,455.5,2023-05-27
28,30,684.1,2023-05-27
29,30,520.2,2023-05-27
30,30,461.7,2023-05-27
31,30,634.3,2023-05-27
32,30,590.7,2023-05-27
33,30,630.7,2023-05-27
34,30,520.7,2023-05-27
35,26,200.5,2023-05-27
36,30,619.9,2023-05-27
37,30,524.7,2023-05-27
38,30,475.7,2023-05-27
39,30,589.5,2023-05-27
40,29,487.5,2023-05-27
41,30,556.3,2023-05-27
42,30,524.5,2023-05-27
43,30,573.6,2023-05-27
44,30,587.3,2023-05-27
45,30,504.7,2023-05-27
46,30,436.8,2023-05-27
47,30,614.7,2023-05-27
48,28,386.7,2023-05-27
49,30,573.2,2023-05-27
50,30,669.9,2023-05-27
51,27,307.4,2023-05-27
52,30,446.0,2023-05-27
53,30,466.1,2023-05-27
54,30,446.5,2023-05-27
55,30,429.7,2023-05-27
56,30,392.0,2023-05-27
57,30,641.7,2023-05-27
58,30,493.7,2023-05-27
59,30,503.5,2023-05-27
60,29,385.8,2023-05-27
61,30,495.4,2023-05-27
62,30,425.7,2023-05-27
63,30,382.7,2023-05-27
64,29,372.7,2023-05-27
65,30,613.9,2023-05-27
66,27,337.3,2023-05-27
67,29,301.4,2023-05-27
68,29,392.4,2023-05-27
69,30,533.1,2023-05-27
