,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point,Similarity
0,S2,かるだの,33300,True,S24,和敬静寂,32379,0
1,S5,奇兵隊,28928,True,S25,天上天下,28800,2
2,S3,紅蓮の刃,28900,False,S4,毘沙門天,29100,2
3,S1,すき焼き同盟,31160,True,S10,威風堂々,31072,2
4,S15,一網打尽,33300,False,S7,風林火山,35000,2
5,S8,おつかべ同盟,33240,True,S1,ショッカー,32826,0
6,S4,多趣味の暇人,31100,False,S6,鬼ヶ島,31067,2
7,S27,百鬼夜行鳳凰,28900,True,S1,炎上軍,29600,2
8,S13,孤軍奮闘,33300,True,S17,赤兎馬,34531,2
9,S20,絆,33274,False,S2,天下蒼生,32500,2
10,S25,勝鬨で候,28900,False,S19,乙女桔梗,28668,2
11,S9,傾奇者,33300,False,S11,しす派,37700,2
12,S11,しす派,37700,True,S9,傾奇者,33300,2
13,S4,涼風一陣,35500,True,S23,神乃一族,32300,2
14,S6,鬼ヶ島,31067,True,S4,多趣味の暇人,31100,2
15,S10,威風堂々,31072,False,S1,すき焼き同盟,31160,2
16,S34,九州探題,30600,True,S34,最後の晩餐,30800,2
17,S32,金色夜叉,28400,False,S9,傾奇者皇,28400,2
18,S12,土佐の山間,28396,False,S15,覇将府,27900,2
19,S9,傾奇者皇,28400,True,S32,金色夜叉,28400,2
20,S26,鷹の団,28400,True,S6,黄昏の旅団,28400,2
21,S21,新日薙帝國,30486,True,S8,アルナ軍,29800,2
22,S12,風林火山,26200,True,S20,遊嬉宴楽,26313,2
23,S3,円山動物園,30600,True,S16,長宗我部赤鎧,29600,0
24,S7,風林火山,35000,True,S15,一網打尽,33300,2
25,S16,天下一品,30600,False,S28,百花繚乱,31000,2
26,S1,ショッカー,32826,False,S8,おつかべ同盟,33240,0
27,S8,九州同盟,30600,False,S14,楽園,31300,2
28,S1,sakura,32800,True,S3,姫桜,35033,2
29,S7,合肥,30600,True,S18,RAVENS,31500,2
30,S6,黄昏の旅団,28400,False,S26,鷹の団,28400,2
31,S3,姫桜,35033,False,S1,sakura,32800,2
32,S4,如水,32221,False,S25,漢隊,31300,2
33,S24,和敬静寂,32379,False,S2,かるだの,33300,0
34,S15,覇将府,27900,True,S12,土佐の山間,28396,2
35,S4,百万一心,27856,False,S30,秦国,27600,2
36,S22,ゆる〜く,27900,True,S11,関東ニャン組,28541,2
37,S22,幸運の大桜,27900,False,S4,河童衆,27900,2
38,S21,蟹江警備隊,27970,True,S3,成田長親,28600,2
39,S4,RED,25700,True,S37,威風凛々,25900,2
40,S23,神乃一族,32300,False,S4,涼風一陣,35500,0
41,S1,夜月風雪,30188,True,S35,太郎丸,30300,2
42,S1,風の如く,30100,True,S17,極楽浄土,30300,2
43,S10,一人旅,27861,True,S8,和気藹々,28100,2
44,S4,河童衆,27900,True,S22,幸運の大桜,27900,2
45,S29,九州総統連合,27900,False,S36,おもち,28600,2
46,S10,武装戦線,30108,False,S13,明鏡止水,29600,2
47,S17,赤兎馬,34531,False,S13,孤軍奮闘,33300,2
48,S10,千本桜零鬼,27400,True,S24,24鯖代表,27400,2
49,S16,長宗我部赤鎧,29600,False,S3,円山動物園,30600,2
50,S2,エゴイスト,29623,False,S37,疾風迅雷,29600,2
51,S8,大日本帝國,29577,True,S6,化楽天,29100,2
52,S26,倭寇,29600,False,S17,九州天皇會,30300,2
53,S13,明鏡止水,29600,True,S10,武装戦線,30108,2
54,S19,乱舞,23000,False,S16,雅,23200,2
55,S7,続、不協和音,23000,True,S27,空中庭園,19897,2
56,S5,源氏一族2部,29600,True,S28,戦国の花,29632,2
57,S18,TITANS,31800,False,S6,里見八犬伝,31268,2
58,S28,戦国の花,29632,False,S5,源氏一族2部,29600,2
59,S24,24鯖代表,27400,False,S10,千本桜零鬼,27400,2
60,S37,疾風迅雷,29600,True,S2,エゴイスト,29623,2
61,S14,四国連合,25200,True,S39,風林火山,25400,2
62,S1,炎上軍,29600,False,S27,百鬼夜行鳳凰,28900,2
63,S7,歌舞伎衆,23000,True,S15,越後同盟,17800,0
64,S6,化楽天,29100,False,S8,大日本帝國,29577,2
65,S31,八咫烏,29137,True,S8,システマ,28732,2
66,S14,楽園,31300,True,S8,九州同盟,30600,2
67,S16,八咫烏,26900,False,S9,魔の巣,26900,2
68,S2,東南の風,24663,False,S30,楽華隊,24900,2
69,S17,BASARA,22500,True,S25,梅の花,21598,2
70,S9,魔の巣,26900,True,S16,八咫烏,26900,2
71,S13,自由の翼,29100,False,S7,安芸諸国連合,28800,2
72,S8,鎌倉幕府,26900,False,S14,念仏喫茶,26459,2
73,S9,FM807,26900,False,S19,鬼島津,26400,2
74,S30,閻魔,26900,False,S26,桜花乱舞,25900,2
75,S4,毘沙門天,29100,True,S3,紅蓮の刃,28900,2
76,S40,龍谷山,26900,False,S6,素寒貧,27100,2
77,S9,月下翼松,26900,True,S31,義風堂々,27600,2
78,S6,里見八犬伝,31268,True,S18,TITANS,31800,2
79,S25,漢隊,31300,True,S4,如水,32221,2
80,S20,遊嬉宴楽,26313,False,S12,風林火山,26200,2
81,S9,武装農民,26487,True,S4,太陽の子,26400,2
82,S14,ジェダイ,24200,False,S8,天地不焦肆国,24840,2
83,S19,鬼島津,26400,True,S9,FM807,26900,2
84,S36,おもち,28600,True,S29,九州総統連合,27900,2
85,S14,念仏喫茶,26459,True,S8,鎌倉幕府,26900,2
86,S11,関東ニャン組,28541,False,S22,ゆる〜く,27900,2
