,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point,Similarity
0,S2,かるだの,32200,True,S6,鬼ヶ島,32167,0
1,S5,奇兵隊,30000,False,S10,威風堂々,30000,2
2,S3,紅蓮の刃,30000,False,S34,九州探題,29500,2
3,S1,すき焼き同盟,30060,True,S26,鷹の団,29500,2
4,S15,一網打尽,34400,False,S9,傾奇者,32200,2
5,S8,おつかべ同盟,32140,True,S7,風林火山,36100,0
6,S4,多趣味の暇人,32200,False,S4,涼風一陣,34400,2
7,S27,百鬼夜行鳳凰,27800,True,S28,倭国,28200,2
8,S13,孤軍奮闘,32200,True,S20,絆,34374,2
9,S20,絆,34374,False,S13,孤軍奮闘,32200,2
10,S25,勝鬨で候,27800,True,S10,八咫烏,28200,2
11,S9,傾奇者,32200,True,S15,一網打尽,34400,2
12,S11,しす派,36600,True,S1,sakura,33900,2
13,S4,涼風一陣,34400,True,S4,多趣味の暇人,32200,2
14,S6,鬼ヶ島,32167,False,S2,かるだの,32200,0
15,S10,威風堂々,30000,True,S5,奇兵隊,30000,2
16,S34,九州探題,29500,True,S3,紅蓮の刃,30000,2
17,S32,金色夜叉,29500,False,S3,円山動物園,29500,2
18,S12,土佐の山間,27296,True,S20,華,27003,2
19,S9,傾奇者皇,29500,False,S10,武装戦線,29008,2
20,S26,鷹の団,29500,False,S1,すき焼き同盟,30060,2
21,S21,新日薙帝國,29412,True,S4,百万一心,28930,2
22,S12,風林火山,25100,True,S21,百鬼夜行,23800,2
23,S3,円山動物園,29500,True,S32,金色夜叉,29500,2
24,S7,風林火山,36100,False,S8,おつかべ同盟,32140,0
25,S16,天下一品,29500,True,S13,自由の翼,30200,2
26,S1,ショッカー,31726,True,S27,酔いどれ屋w,30400,2
27,S8,九州同盟,29500,True,S3,成田長親,29700,2
28,S1,sakura,33900,False,S11,しす派,36600,0
29,S7,合肥,29500,True,S36,おもち,29700,2
30,S6,黄昏の旅団,29500,False,S34,最後の晩餐,29700,2
