Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point,Similarity
107,S25,梅の花,23700,False,S35,光風霽月,24800,2
108,S8,羅針盤,23700,False,S5,臥龍戴天,25304,2
109,S8,和気藹々,28100,True,S4,RED,26800,2
110,S35,太郎丸,30300,True,S8,システマ,29832,2
111,S17,極楽浄土,28100,False,S6,鬼ヶ島,29967,2
112,S30,秦国,27600,True,S38,爆弾一味,27000,2
113,S37,武尊会,25400,False,S27,不倶戴天,26500,2
114,S39,風林火山,25400,True,S21,華光燐,24300,2
115,S18,薔薇園,27600,False,S10,一人旅,28961,2
116,S8,アルナ軍,27600,True,S21,蟹江警備隊,26870,2
117,S16,雅,25400,False,S8,惡質,26500,2
118,S5,華笠衆,25400,True,S15,越後同盟,21100,0
119,S7,鸞翔鳳集,25400,False,S22,幸運の大桜,26800,2
120,S31,義風堂々,27600,False,S1,風の如く,29000,2
121,S27,不倶戴天,27600,True,S37,武尊会,26500,2
122,S21,華光燐,23200,False,S39,風林火山,24300,2
123,S36,暁,27600,True,S13,【和華】,26500,2
124,S12,鎮西一,25400,True,S12,四国万来,25500,2
125,S26,姫のワルツ,25400,True,S3,鬼兵隊,25500,2
126,S8,惡質,27600,True,S16,雅,26500,2
127,S13,【和華】,25400,False,S36,暁,26500,2
128,S27,酔いどれ屋w,29300,True,S28,倭国,28200,2
129,S3,天神風,24900,False,S9,月下翼松,25800,2
130,S18,RAVENS,31500,True,S14,楽園,30200,2
131,S27,遊楽庵,24900,False,S1,炎上軍,26300,2
132,S31,珍遊記,22700,False,S7,歌舞伎衆,24100,2
133,S10,八咫烏,29300,True,S2,東南の風,27963,2
134,S8,天地不焦肆国,27040,False,S40,龍谷山,28000,2
135,S21,花火百景,27100,True,S14,満足同盟,26000,2
136,S28,倭国,27100,False,S27,酔いどれ屋w,28200,2
137,S6,赤備え,22700,False,S8,天道,21100,2
138,S3,神算鬼謀,24900,False,S14,四国連合,26300,2
139,S30,楽華隊,27100,True,S16,八咫烏,25800,2
140,S21,百鬼夜行,24900,True,S7,続、不協和音,24100,2
141,S14,満足同盟,24900,False,S21,花火百景,26000,2
142,S6,素寒貧,27100,True,S8,鎌倉幕府,25800,2
143,S33,武田家,27160,True,S19,乱舞,26300,2
144,S7,安芸諸国連合,26600,True,S17,BASARA,25800,2
145,S15,越後同盟,20000,False,S5,奇兵隊,24300,2
146,S13,Lily,24400,False,S37,威風凛々,24800,2
147,S16,戦国七雄,22200,False,S20,北陸遊撃隊,21100,2
148,S10,魔苦土那瑠怒,26600,False,S9,魔の巣,28000,2
149,S1,巨砲爆裂,24400,True,S15,葉隠,22600,0
150,S8,システマ,28732,False,S35,太郎丸,29200,2
151,S25,天上天下,28800,True,S20,華,27003,2
152,S28,百花繚乱,31000,True,S3,紅蓮の刃,30000,2
153,S22,蝉時雨,24400,True,S27,空中庭園,23100,0
154,S3,鬼兵隊,24400,False,S26,姫のワルツ,24300,2
155,S8,天道,22200,True,S6,赤備え,23800,2
156,S31,無窮の夢,22200,False,S1,パッショーネ,23300,2
157,S20,北陸遊撃隊,22200,True,S16,戦国七雄,23300,2
158,S1,パッショーネ,24400,True,S31,無窮の夢,23300,2
159,S12,四国万来,24400,False,S12,鎮西一,24300,2
