,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,28,466.9,2023-05-21
1,1,1,1,1,1,1,1,30,542.0,2023-05-21
2,2,2,2,2,2,2,2,30,603.2,2023-05-21
3,3,3,3,3,3,3,3,30,512.2,2023-05-21
4,4,4,4,4,4,4,4,30,547.4,2023-05-21
5,5,5,5,5,5,5,5,30,471.9,2023-05-21
6,6,6,6,6,6,6,6,30,463.7,2023-05-21
7,7,7,7,7,7,7,7,27,421.7,2023-05-21
8,8,8,8,8,8,8,8,26,387.1,2023-05-21
9,9,9,9,9,9,9,9,28,375.9,2023-05-21
10,10,10,10,10,10,10,10,27,321.2,2023-05-21
11,11,11,11,11,11,11,11,29,401.9,2023-05-21
12,12,12,12,12,12,12,12,27,381.4,2023-05-21
13,13,13,13,13,13,13,13,25,192.7,2023-05-21
14,14,14,14,14,14,14,14,27,333.4,2023-05-21
15,15,15,15,15,15,15,15,23,279.6,2023-05-21
16,16,16,16,16,16,16,16,25,248.9,2023-05-21
17,17,17,17,17,17,17,17,28,384.9,2023-05-21
18,18,18,18,18,18,18,18,29,349.7,2023-05-21
19,19,19,19,19,19,19,19,29,417.9,2023-05-21
20,20,20,20,20,20,20,20,29,370.3,2023-05-21
21,21,21,21,21,21,21,21,30,390.3,2023-05-21
22,22,22,22,22,22,22,22,30,408.9,2023-05-21
23,23,23,23,23,23,23,23,27,352.7,2023-05-21
24,24,24,24,24,24,24,24,24,103.4,2023-05-21
25,25,25,25,25,25,25,25,27,345.2,2023-05-21
26,26,26,26,26,26,26,26,26,255.3,2023-05-21
27,27,27,27,27,27,27,27,30,451.9,2023-05-21
28,28,28,28,28,28,28,28,27,359.2,2023-05-21
29,29,29,29,29,29,29,29,29,366.5,2023-05-21
30,30,30,30,30,30,30,30,27,303.9,2023-05-21
31,31,31,31,31,31,31,31,25,324.3,2023-05-21
32,32,32,32,32,32,32,32,27,298.9,2023-05-21
33,33,33,33,33,33,33,33,29,362.4,2023-05-21
34,34,34,34,34,34,34,34,26,333.5,2023-05-21
35,35,35,35,35,35,35,35,29,354.8,2023-05-21
36,36,36,36,36,36,36,36,28,314.0,2023-05-21
37,37,37,37,37,37,37,37,27,272.8,2023-05-21
38,38,38,38,38,38,38,38,22,200.8,2023-05-21
39,39,39,39,39,39,39,39,28,343.6,2023-05-21
40,40,40,40,40,40,40,40,23,119.4,2023-05-21
41,41,41,41,41,41,41,41,21,108.1,2023-05-21
42,42,42,42,42,42,42,42,26,290.7,2023-05-21
43,43,43,43,43,43,43,43,24,249.5,2023-05-21
44,44,44,44,44,44,44,44,26,310.8,2023-05-21
45,45,45,45,45,45,45,45,30,561.6,2023-05-21
46,46,46,46,46,46,46,46,27,259.9,2023-05-21
47,47,47,47,47,47,47,47,26,191.0,2023-05-21
48,48,48,48,48,48,48,48,30,475.2,2023-05-21
49,49,49,49,49,49,49,49,25,170.4,2023-05-21
50,50,50,50,50,50,50,50,28,272.9,2023-05-21
51,51,51,51,51,51,51,51,27,324.3,2023-05-21
52,52,52,52,52,52,52,52,29,396.4,2023-05-21
53,53,53,53,53,53,53,53,25,196.0,2023-05-21
54,54,54,54,54,54,54,54,26,272.8,2023-05-21
55,55,55,55,55,55,55,55,25,255.0,2023-05-21
56,56,56,56,56,56,56,56,30,448.7,2023-05-21
57,57,57,57,57,57,57,57,26,225.6,2023-05-21
58,58,58,58,58,58,58,58,28,432.0,2023-05-21
