,Unnamed: 0,level,power,date
0,0,30,582.4,2023-05-26
1,1,30,630.7,2023-05-26
2,2,30,594.9,2023-05-26
3,3,30,580.0,2023-05-26
4,4,29,386.6,2023-05-26
5,5,30,742.9,2023-05-26
6,6,30,638.6,2023-05-26
7,7,30,613.0,2023-05-26
8,8,30,533.4,2023-05-26
9,9,30,528.8,2023-05-26
10,10,30,510.5,2023-05-26
11,11,30,455.6,2023-05-26
12,12,30,455.5,2023-05-26
13,13,30,447.6,2023-05-26
14,14,29,452.1,2023-05-26
15,15,29,399.3,2023-05-26
16,16,29,372.4,2023-05-26
17,17,27,330.3,2023-05-26
18,18,25,319.7,2023-05-26
19,19,25,221.9,2023-05-26
20,20,27,370.3,2023-05-26
21,21,30,530.5,2023-05-26
22,22,30,548.9,2023-05-26
23,23,30,517.7,2023-05-26
24,24,25,199.4,2023-05-26
25,25,30,468.7,2023-05-26
26,26,26,363.6,2023-05-26
27,27,29,353.9,2023-05-26
28,28,30,492.1,2023-05-26
29,29,27,406.4,2023-05-26
30,30,28,468.3,2023-05-26
31,31,30,582.6,2023-05-26
32,32,29,365.2,2023-05-26
33,33,30,562.8,2023-05-26
34,34,30,464.0,2023-05-26
35,35,29,411.2,2023-05-26
36,36,29,312.7,2023-05-26
37,37,26,366.2,2023-05-26
38,38,28,237.6,2023-05-26
39,39,30,437.7,2023-05-26
40,40,27,378.6,2023-05-26
41,41,30,608.7,2023-05-26
42,42,30,495.2,2023-05-26
43,43,26,296.2,2023-05-26
44,44,25,281.3,2023-05-26
45,45,29,410.9,2023-05-26
46,46,25,356.9,2023-05-26
47,47,26,281.8,2023-05-26
48,48,30,567.9,2023-05-26
49,49,29,483.1,2023-05-26
50,50,30,519.2,2023-05-26
51,51,27,195.2,2023-05-26
52,52,26,3.0,2023-05-26
53,53,23,213.4,2023-05-26
54,54,28,450.5,2023-05-26
55,55,26,290.4,2023-05-26
56,56,30,619.5,2023-05-26
57,57,22,106.4,2023-05-26
58,58,30,468.2,2023-05-26
59,59,27,359.5,2023-05-26
60,60,25,353.4,2023-05-26
61,61,30,379.1,2023-05-26
62,62,26,283.2,2023-05-26
63,63,29,352.2,2023-05-26
64,64,21,104.0,2023-05-26
65,65,28,290.0,2023-05-26
66,66,24,173.4,2023-05-26
67,67,28,326.4,2023-05-26
68,68,26,293.4,2023-05-26
69,69,25,174.4,2023-05-26
