,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,30,669.4,2023-05-24
1,1,1,30,610.3,2023-05-24
2,2,2,30,556.5,2023-05-24
3,3,3,30,797.5,2023-05-24
4,4,4,30,725.5,2023-05-24
5,5,5,30,626.4,2023-05-24
6,6,6,30,586.5,2023-05-24
7,7,7,30,552.3,2023-05-24
8,8,8,30,455.1,2023-05-24
9,9,9,30,339.8,2023-05-24
10,10,10,29,458.6,2023-05-24
11,11,11,30,575.6,2023-05-24
12,12,12,30,491.4,2023-05-24
13,13,13,30,569.7,2023-05-24
14,14,14,30,576.1,2023-05-24
15,15,15,29,426.7,2023-05-24
16,16,16,30,477.7,2023-05-24
17,17,17,30,479.1,2023-05-24
18,18,18,30,541.8,2023-05-24
19,19,19,30,589.8,2023-05-24
20,20,20,28,391.2,2023-05-24
21,21,21,29,415.9,2023-05-24
22,22,22,30,476.9,2023-05-24
23,23,23,30,440.2,2023-05-24
24,24,24,30,550.4,2023-05-24
25,25,25,30,551.3,2023-05-24
26,26,26,25,271.2,2023-05-24
27,27,27,30,653.4,2023-05-24
28,28,28,30,497.3,2023-05-24
29,29,29,30,701.6,2023-05-24
30,30,30,30,576.9,2023-05-24
31,31,31,29,420.9,2023-05-24
32,32,32,30,498.4,2023-05-24
33,33,33,30,691.2,2023-05-24
34,34,34,30,383.2,2023-05-24
35,35,35,28,292.1,2023-05-24
36,36,36,30,519.3,2023-05-24
37,37,37,29,389.5,2023-05-24
38,38,38,29,457.3,2023-05-24
39,39,39,28,367.4,2023-05-24
40,40,40,29,487.9,2023-05-24
41,41,41,30,469.8,2023-05-24
42,42,42,29,449.3,2023-05-24
43,43,43,30,446.9,2023-05-24
44,44,44,28,365.4,2023-05-24
45,45,45,29,368.4,2023-05-24
46,46,46,30,458.1,2023-05-24
47,47,47,26,374.5,2023-05-24
48,48,48,29,447.1,2023-05-24
49,49,49,30,615.6,2023-05-24
50,50,50,27,427.9,2023-05-24
51,51,51,27,468.0,2023-05-24
52,52,52,29,323.2,2023-05-24
53,53,53,30,545.6,2023-05-24
54,54,54,28,385.2,2023-05-24
55,55,55,28,245.9,2023-05-24
56,56,56,30,524.7,2023-05-24
57,57,57,28,367.3,2023-05-24
58,58,58,29,355.2,2023-05-24
59,59,59,28,355.7,2023-05-24
60,60,60,29,387.2,2023-05-24
61,61,61,30,655.2,2023-05-24
62,62,62,29,374.6,2023-05-24
63,63,63,30,451.7,2023-05-24
64,64,64,30,371.0,2023-05-24
65,65,65,28,401.2,2023-05-24
66,66,66,30,438.9,2023-05-24
67,67,67,30,485.0,2023-05-24
68,68,68,30,414.0,2023-05-24
