,level,power,date
0,30,648.4,2023-05-09
1,30,580.7,2023-05-09
2,30,505.8,2023-05-09
3,29,410.6,2023-05-09
4,30,727.4,2023-05-09
5,30,568.2,2023-05-09
6,30,531.7,2023-05-09
7,30,524.4,2023-05-09
8,30,427.7,2023-05-09
9,30,404.6,2023-05-09
10,30,480.1,2023-05-09
11,28,425.3,2023-05-09
12,29,420.5,2023-05-09
13,29,478.4,2023-05-09
14,29,444.0,2023-05-09
15,28,388.8,2023-05-09
16,30,641.1,2023-05-09
17,27,410.0,2023-05-09
18,27,280.6,2023-05-09
19,30,538.3,2023-05-09
20,20,80.8,2023-05-09
21,29,295.9,2023-05-09
22,20,89.2,2023-05-09
23,30,471.8,2023-05-09
24,30,508.7,2023-05-09
25,30,531.1,2023-05-09
26,30,586.7,2023-05-09
27,30,684.0,2023-05-09
28,30,416.7,2023-05-09
29,27,257.1,2023-05-09
30,30,491.0,2023-05-09
31,26,279.3,2023-05-09
32,30,447.4,2023-05-09
33,29,369.1,2023-05-09
34,30,317.1,2023-05-09
35,30,428.1,2023-05-09
36,30,417.7,2023-05-09
37,29,432.6,2023-05-09
38,27,363.6,2023-05-09
39,28,365.3,2023-05-09
40,30,449.2,2023-05-09
41,29,426.4,2023-05-09
42,29,321.5,2023-05-09
43,30,389.1,2023-05-09
44,26,257.9,2023-05-09
45,25,308.4,2023-05-09
46,25,376.2,2023-05-09
47,30,364.0,2023-05-09
48,28,295.6,2023-05-09
49,27,335.3,2023-05-09
50,27,287.6,2023-05-09
51,28,240.6,2023-05-09
52,30,496.7,2023-05-09
53,25,183.7,2023-05-09
54,29,426.6,2023-05-09
55,25,188.3,2023-05-09
56,28,317.2,2023-05-09
57,28,388.0,2023-05-09
58,27,343.3,2023-05-09
59,30,456.0,2023-05-09
