,Unnamed: 0,level,power,date
0,0,30,550.1,2023-05-26
1,1,30,375.7,2023-05-26
2,2,30,605.0,2023-05-26
3,3,29,330.9,2023-05-26
4,4,30,610.3,2023-05-26
5,5,30,698.3,2023-05-26
6,6,30,673.9,2023-05-26
7,7,30,569.0,2023-05-26
8,8,30,564.2,2023-05-26
9,9,30,516.2,2023-05-26
10,10,30,458.3,2023-05-26
11,11,30,440.4,2023-05-26
12,12,30,398.4,2023-05-26
13,13,30,392.1,2023-05-26
14,14,30,386.4,2023-05-26
15,15,30,380.8,2023-05-26
16,16,28,384.1,2023-05-26
17,17,26,370.2,2023-05-26
18,18,26,339.0,2023-05-26
19,19,28,374.2,2023-05-26
20,20,30,610.2,2023-05-26
21,21,30,716.2,2023-05-26
22,22,27,342.1,2023-05-26
23,23,25,292.2,2023-05-26
24,24,30,395.0,2023-05-26
25,25,30,334.8,2023-05-26
26,26,30,466.9,2023-05-26
27,27,24,253.9,2023-05-26
28,28,26,414.6,2023-05-26
29,29,30,537.2,2023-05-26
30,30,26,314.5,2023-05-26
31,31,30,534.8,2023-05-26
32,32,30,518.6,2023-05-26
33,33,28,323.4,2023-05-26
34,34,30,553.7,2023-05-26
35,35,28,342.9,2023-05-26
36,36,29,459.5,2023-05-26
37,37,30,369.8,2023-05-26
38,38,30,388.2,2023-05-26
39,39,30,432.4,2023-05-26
40,40,30,507.0,2023-05-26
41,41,28,237.7,2023-05-26
42,42,30,560.2,2023-05-26
43,43,30,604.3,2023-05-26
44,44,29,361.5,2023-05-26
45,45,29,371.6,2023-05-26
46,46,30,543.2,2023-05-26
47,47,30,469.7,2023-05-26
48,48,25,256.0,2023-05-26
49,49,29,414.7,2023-05-26
50,50,30,527.8,2023-05-26
51,51,30,661.5,2023-05-26
52,52,28,262.6,2023-05-26
53,53,30,843.0,2023-05-26
54,54,30,458.3,2023-05-26
55,55,25,188.3,2023-05-26
56,56,27,354.8,2023-05-26
57,57,25,279.7,2023-05-26
58,58,28,312.4,2023-05-26
59,59,27,277.3,2023-05-26
60,60,28,393.6,2023-05-26
61,61,28,283.6,2023-05-26
62,62,30,549.8,2023-05-26
63,63,27,304.1,2023-05-26
64,64,30,488.3,2023-05-26
65,65,30,457.9,2023-05-26
