,Unnamed: 0,level,power,date
0,0,30,617.5,2023-05-26
1,1,30,698.2,2023-05-26
2,2,30,598.8,2023-05-26
3,3,30,544.5,2023-05-26
4,4,30,508.8,2023-05-26
5,5,30,576.9,2023-05-26
6,6,30,537.5,2023-05-26
7,7,30,484.4,2023-05-26
8,8,30,478.7,2023-05-26
9,9,30,432.3,2023-05-26
10,10,29,415.0,2023-05-26
11,11,29,364.8,2023-05-26
12,12,28,500.1,2023-05-26
13,13,30,546.8,2023-05-26
14,14,30,375.7,2023-05-26
15,15,29,334.7,2023-05-26
16,16,28,344.0,2023-05-26
17,17,29,454.8,2023-05-26
18,18,30,458.0,2023-05-26
19,19,30,466.3,2023-05-26
20,20,30,508.9,2023-05-26
21,21,30,426.1,2023-05-26
22,22,30,489.2,2023-05-26
23,23,27,342.7,2023-05-26
24,24,30,510.9,2023-05-26
25,25,30,560.2,2023-05-26
26,26,30,440.0,2023-05-26
27,27,29,405.9,2023-05-26
28,28,27,443.2,2023-05-26
29,29,30,580.2,2023-05-26
30,30,26,348.9,2023-05-26
31,31,30,440.9,2023-05-26
32,32,30,492.9,2023-05-26
33,33,30,543.4,2023-05-26
34,34,30,505.8,2023-05-26
35,35,30,485.4,2023-05-26
36,36,29,462.6,2023-05-26
37,37,28,374.8,2023-05-26
38,38,25,167.9,2023-05-26
39,39,27,403.9,2023-05-26
40,40,22,208.6,2023-05-26
41,41,30,463.7,2023-05-26
42,42,30,562.9,2023-05-26
43,43,25,300.4,2023-05-26
44,44,30,440.5,2023-05-26
45,45,26,393.1,2023-05-26
46,46,30,402.6,2023-05-26
47,47,25,325.6,2023-05-26
48,48,26,295.0,2023-05-26
49,49,29,301.1,2023-05-26
50,50,28,309.0,2023-05-26
51,51,25,110.6,2023-05-26
52,52,25,330.3,2023-05-26
53,53,29,381.0,2023-05-26
54,54,24,238.9,2023-05-26
55,55,28,298.3,2023-05-26
56,56,29,379.3,2023-05-26
57,57,30,638.8,2023-05-26
58,58,30,378.5,2023-05-26
59,59,27,294.4,2023-05-26
60,60,27,315.0,2023-05-26
61,61,27,208.6,2023-05-26
62,62,26,206.9,2023-05-26
63,63,24,194.0,2023-05-26
64,64,27,308.0,2023-05-26
65,65,25,159.6,2023-05-26
66,66,26,224.7,2023-05-26
