,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,30,463.6,2023-05-21
1,1,1,1,1,1,1,1,29,370.7,2023-05-21
2,2,2,2,2,2,2,2,29,483.3,2023-05-21
3,3,3,3,3,3,3,3,29,375.8,2023-05-21
4,4,4,4,4,4,4,4,30,418.9,2023-05-21
5,5,5,5,5,5,5,5,28,246.9,2023-05-21
6,6,6,6,6,6,6,6,19,63.0,2023-05-21
7,7,7,7,7,7,7,7,26,306.3,2023-05-21
8,8,8,8,8,8,8,8,24,278.8,2023-05-21
9,9,9,9,9,9,9,9,29,334.0,2023-05-21
10,10,10,10,10,10,10,10,26,312.5,2023-05-21
11,11,11,11,11,11,11,11,23,160.5,2023-05-21
12,12,12,12,12,12,12,12,28,345.4,2023-05-21
13,13,13,13,13,13,13,13,27,348.9,2023-05-21
14,14,14,14,14,14,14,14,29,409.4,2023-05-21
15,15,15,15,15,15,15,15,27,348.3,2023-05-21
16,16,16,16,16,16,16,16,16,58.9,2023-05-21
17,17,17,17,17,17,17,17,28,274.6,2023-05-21
18,18,18,18,18,18,18,18,28,329.8,2023-05-21
19,19,19,19,19,19,19,19,27,288.5,2023-05-21
20,20,20,20,20,20,20,20,29,388.3,2023-05-21
21,21,21,21,21,21,21,21,23,125.1,2023-05-21
22,22,22,22,22,22,22,22,13,16.0,2023-05-21
23,23,23,23,23,23,23,23,30,428.2,2023-05-21
24,24,24,24,24,24,24,24,27,312.8,2023-05-21
25,25,25,25,25,25,25,25,23,179.3,2023-05-21
26,26,26,26,26,26,26,26,25,250.0,2023-05-21
27,27,27,27,27,27,27,27,24,289.0,2023-05-21
28,28,28,28,28,28,28,28,22,119.1,2023-05-21
29,29,29,29,29,29,29,29,29,357.3,2023-05-21
30,30,30,30,30,30,30,30,27,252.4,2023-05-21
31,31,31,31,31,31,31,31,25,125.2,2023-05-21
32,32,32,32,32,32,32,32,22,148.4,2023-05-21
33,33,33,33,33,33,33,33,27,235.8,2023-05-21
34,34,34,34,34,34,34,34,25,259.5,2023-05-21
35,35,35,35,35,35,35,35,25,150.5,2023-05-21
36,36,36,36,36,36,36,36,25,269.1,2023-05-21
37,37,37,37,37,37,37,37,24,168.6,2023-05-21
38,38,38,38,38,38,38,38,26,241.8,2023-05-21
39,39,39,39,39,39,39,39,25,173.9,2023-05-21
