,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,29,398.5,2023-05-21
1,1,1,1,1,1,29,428.9,2023-05-21
2,2,2,2,2,2,30,551.6,2023-05-21
3,3,3,3,3,3,30,494.6,2023-05-21
4,4,4,4,4,4,29,425.4,2023-05-21
5,5,5,5,5,5,27,373.9,2023-05-21
6,6,6,6,6,6,24,310.1,2023-05-21
7,7,7,7,7,7,28,349.9,2023-05-21
8,8,8,8,8,8,28,384.6,2023-05-21
9,9,9,9,9,9,26,290.8,2023-05-21
10,10,10,10,10,10,29,389.4,2023-05-21
11,11,11,11,11,11,28,338.7,2023-05-21
12,12,12,12,12,12,20,66.0,2023-05-21
13,13,13,13,13,13,17,37.0,2023-05-21
14,14,14,14,14,14,29,400.7,2023-05-21
15,15,15,15,15,15,30,429.1,2023-05-21
16,16,16,16,16,16,20,94.5,2023-05-21
17,17,17,17,17,17,29,367.7,2023-05-21
18,18,18,18,18,18,25,272.4,2023-05-21
19,19,19,19,19,19,26,235.9,2023-05-21
20,20,20,20,20,20,29,354.0,2023-05-21
21,21,21,21,21,21,28,346.8,2023-05-21
22,22,22,22,22,22,27,306.3,2023-05-21
23,23,23,23,23,23,22,213.4,2023-05-21
24,24,24,24,24,24,27,278.8,2023-05-21
25,25,25,25,25,25,25,242.6,2023-05-21
26,26,26,26,26,26,27,211.0,2023-05-21
27,27,27,27,27,27,25,247.8,2023-05-21
28,28,28,28,28,28,20,103.9,2023-05-21
29,29,29,29,29,29,16,33.9,2023-05-21
30,30,30,30,30,30,29,326.6,2023-05-21
31,31,31,31,31,31,26,219.9,2023-05-21
32,32,32,32,32,32,27,236.7,2023-05-21
33,33,33,33,33,33,24,240.6,2023-05-21
34,34,34,34,34,34,24,191.4,2023-05-21
35,35,35,35,35,35,25,190.4,2023-05-21
36,36,36,36,36,36,27,333.7,2023-05-21
