,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,30,599.9,2023-05-22
1,1,1,1,1,29,369.1,2023-05-22
2,2,2,2,2,27,388.6,2023-05-22
3,3,3,3,3,29,379.4,2023-05-22
4,4,4,4,4,29,376.5,2023-05-22
5,5,5,5,5,28,378.9,2023-05-22
6,6,6,6,6,28,338.4,2023-05-22
7,7,7,7,7,27,378.1,2023-05-22
8,8,8,8,8,26,313.2,2023-05-22
9,9,9,9,9,26,233.5,2023-05-22
10,10,10,10,10,29,446.6,2023-05-22
11,11,11,11,11,23,256.5,2023-05-22
12,12,12,12,12,29,376.8,2023-05-22
13,13,13,13,13,29,387.6,2023-05-22
14,14,14,14,14,26,289.8,2023-05-22
15,15,15,15,15,27,385.2,2023-05-22
16,16,16,16,16,28,323.9,2023-05-22
17,17,17,17,17,27,230.0,2023-05-22
18,18,18,18,18,26,326.4,2023-05-22
19,19,19,19,19,29,390.0,2023-05-22
20,20,20,20,20,29,421.5,2023-05-22
21,21,21,21,21,26,319.6,2023-05-22
22,22,22,22,22,28,363.6,2023-05-22
23,23,23,23,23,29,362.2,2023-05-22
24,24,24,24,24,28,343.3,2023-05-22
25,25,25,25,25,20,115.7,2023-05-22
26,26,26,26,26,25,253.1,2023-05-22
27,27,27,27,27,29,343.4,2023-05-22
28,28,28,28,28,26,307.0,2023-05-22
29,29,29,29,29,26,331.7,2023-05-22
30,30,30,30,30,29,384.5,2023-05-22
31,31,31,31,31,28,401.6,2023-05-22
32,32,32,32,32,27,381.0,2023-05-22
33,33,33,33,33,28,366.7,2023-05-22
34,34,34,34,34,26,337.1,2023-05-22
35,35,35,35,35,29,380.8,2023-05-22
36,36,36,36,36,28,361.9,2023-05-22
37,37,37,37,37,26,278.5,2023-05-22
38,38,38,38,38,27,352.5,2023-05-22
39,39,39,39,39,25,271.0,2023-05-22
40,40,40,40,40,29,437.6,2023-05-22
41,41,41,41,41,26,270.7,2023-05-22
42,42,42,42,42,29,386.7,2023-05-22
43,43,43,43,43,28,361.4,2023-05-22
44,44,44,44,44,28,325.4,2023-05-22
45,45,45,45,45,28,373.4,2023-05-22
46,46,46,46,46,27,326.3,2023-05-22
47,47,47,47,47,22,157.8,2023-05-22
48,48,48,48,48,25,242.6,2023-05-22
49,49,49,49,49,30,373.6,2023-05-22
50,50,50,50,50,25,131.5,2023-05-22
51,51,51,51,51,30,572.1,2023-05-22
52,52,52,52,52,26,252.1,2023-05-22
53,53,53,53,53,26,225.0,2023-05-22
54,54,54,54,54,26,260.1,2023-05-22
55,55,55,55,55,26,309.2,2023-05-22
56,56,56,56,56,25,235.1,2023-05-22
57,57,57,57,57,26,253.6,2023-05-22
58,58,58,58,58,26,232.7,2023-05-22
59,59,59,59,59,25,257.6,2023-05-22
60,60,60,60,60,26,255.6,2023-05-22
