,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,30,497.3,2023-05-22
1,1,1,30,477.6,2023-05-22
2,2,2,30,632.6,2023-05-22
3,3,3,28,379.1,2023-05-22
4,4,4,29,379.0,2023-05-22
5,5,5,30,468.2,2023-05-22
6,6,6,28,407.7,2023-05-22
7,7,7,28,332.1,2023-05-22
8,8,8,27,278.8,2023-05-22
9,9,9,27,275.0,2023-05-22
10,10,10,22,223.4,2023-05-22
11,11,11,28,236.2,2023-05-22
12,12,12,29,338.1,2023-05-22
13,13,13,30,446.2,2023-05-22
14,14,14,25,250.4,2023-05-22
15,15,15,30,571.3,2023-05-22
16,16,16,24,135.0,2023-05-22
17,17,17,30,443.6,2023-05-22
18,18,18,26,221.3,2023-05-22
19,19,19,25,306.4,2023-05-22
20,20,20,29,357.0,2023-05-22
21,21,21,29,342.1,2023-05-22
22,22,22,25,301.1,2023-05-22
23,23,23,25,294.4,2023-05-22
24,24,24,20,171.0,2023-05-22
25,25,25,27,224.7,2023-05-22
26,26,26,23,234.7,2023-05-22
27,27,27,23,166.0,2023-05-22
28,28,28,28,361.0,2023-05-22
29,29,29,26,212.4,2023-05-22
30,30,30,27,306.5,2023-05-22
31,31,31,26,228.8,2023-05-22
32,32,32,28,326.7,2023-05-22
33,33,33,26,200.3,2023-05-22
34,34,34,24,286.9,2023-05-22
35,35,35,24,131.4,2023-05-22
36,36,36,27,259.3,2023-05-22
37,37,37,24,156.3,2023-05-22
38,38,38,27,230.9,2023-05-22
39,39,39,25,217.6,2023-05-22
40,40,40,24,207.4,2023-05-22
41,41,41,22,138.9,2023-05-22
42,42,42,23,167.0,2023-05-22
43,43,43,29,360.8,2023-05-22
44,44,44,27,317.1,2023-05-22
45,45,45,23,172.7,2023-05-22
46,46,46,28,312.1,2023-05-22
47,47,47,27,280.8,2023-05-22
48,48,48,22,207.1,2023-05-22
49,49,49,25,190.9,2023-05-22
50,50,50,16,51.4,2023-05-22
51,51,51,22,87.1,2023-05-22
52,52,52,24,137.3,2023-05-22
53,53,53,24,149.9,2023-05-22
54,54,54,24,237.1,2023-05-22
55,55,55,22,117.0,2023-05-22
56,56,56,25,190.8,2023-05-22
57,57,57,24,165.1,2023-05-22
58,58,58,21,102.1,2023-05-22
59,59,59,24,157.5,2023-05-22
60,60,60,24,213.5,2023-05-22
61,61,61,24,186.8,2023-05-22
62,62,62,23,193.8,2023-05-22
63,63,63,22,130.1,2023-05-22
