,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,30,414.0,2023-05-22
1,1,1,1,1,30,489.3,2023-05-22
2,2,2,2,2,30,489.7,2023-05-22
3,3,3,3,3,28,356.5,2023-05-22
4,4,4,4,4,29,313.2,2023-05-22
5,5,5,5,5,29,336.2,2023-05-22
6,6,6,6,6,27,386.1,2023-05-22
7,7,7,7,7,27,264.3,2023-05-22
8,8,8,8,8,24,202.2,2023-05-22
9,9,9,9,9,24,189.2,2023-05-22
10,10,10,10,10,28,367.4,2023-05-22
11,11,11,11,11,25,270.1,2023-05-22
12,12,12,12,12,27,329.8,2023-05-22
13,13,13,13,13,28,360.0,2023-05-22
14,14,14,14,14,29,371.6,2023-05-22
15,15,15,15,15,24,316.9,2023-05-22
16,16,16,16,16,27,351.4,2023-05-22
17,17,17,17,17,22,95.0,2023-05-22
18,18,18,18,18,28,381.4,2023-05-22
19,19,19,19,19,27,323.4,2023-05-22
20,20,20,20,20,27,292.1,2023-05-22
21,21,21,21,21,27,325.2,2023-05-22
22,22,22,22,22,30,430.3,2023-05-22
23,23,23,23,23,25,234.9,2023-05-22
24,24,24,24,24,24,295.3,2023-05-22
25,25,25,25,25,29,348.9,2023-05-22
26,26,26,26,26,29,380.6,2023-05-22
27,27,27,27,27,28,314.0,2023-05-22
28,28,28,28,28,30,409.1,2023-05-22
29,29,29,29,29,23,265.7,2023-05-22
30,30,30,30,30,27,312.5,2023-05-22
31,31,31,31,31,23,263.2,2023-05-22
32,32,32,32,32,25,338.5,2023-05-22
33,33,33,33,33,25,222.1,2023-05-22
34,34,34,34,34,23,228.7,2023-05-22
35,35,35,35,35,23,265.3,2023-05-22
36,36,36,36,36,26,230.3,2023-05-22
37,37,37,37,37,27,365.2,2023-05-22
38,38,38,38,38,27,315.1,2023-05-22
39,39,39,39,39,25,241.2,2023-05-22
40,40,40,40,40,25,224.8,2023-05-22
41,41,41,41,41,23,168.3,2023-05-22
42,42,42,42,42,25,294.5,2023-05-22
43,43,43,43,43,27,386.7,2023-05-22
44,44,44,44,44,26,216.2,2023-05-22
45,45,45,45,45,25,218.9,2023-05-22
46,46,46,46,46,29,310.2,2023-05-22
47,47,47,47,47,28,317.7,2023-05-22
48,48,48,48,48,29,353.2,2023-05-22
49,49,49,49,49,26,187.3,2023-05-22
50,50,50,50,50,26,291.3,2023-05-22
51,51,51,51,51,23,173.5,2023-05-22
52,52,52,52,52,26,236.7,2023-05-22
53,53,53,53,53,28,292.5,2023-05-22
54,54,54,54,54,21,135.3,2023-05-22
55,55,55,55,55,23,128.3,2023-05-22
56,56,56,56,56,24,194.2,2023-05-22
57,57,57,57,57,26,259.0,2023-05-22
58,58,58,58,58,25,187.5,2023-05-22
59,59,59,59,59,25,199.3,2023-05-22
