,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,30,556.1,2023-05-24
1,1,1,30,601.0,2023-05-24
2,2,2,29,401.8,2023-05-24
3,3,3,30,476.8,2023-05-24
4,4,4,30,449.3,2023-05-24
5,5,5,30,641.5,2023-05-24
6,6,6,30,583.6,2023-05-24
7,7,7,30,547.0,2023-05-24
8,8,8,30,473.8,2023-05-24
9,9,9,30,396.3,2023-05-24
10,10,10,29,514.0,2023-05-24
11,11,11,29,369.1,2023-05-24
12,12,12,29,325.0,2023-05-24
13,13,13,28,362.8,2023-05-24
14,14,14,27,343.6,2023-05-24
15,15,15,26,357.9,2023-05-24
16,16,16,30,483.5,2023-05-24
17,17,17,30,606.7,2023-05-24
18,18,18,29,370.9,2023-05-24
19,19,19,29,382.9,2023-05-24
20,20,20,28,373.6,2023-05-24
21,21,21,29,408.6,2023-05-24
22,22,22,30,639.1,2023-05-24
23,23,23,30,578.0,2023-05-24
24,24,24,30,491.7,2023-05-24
25,25,25,29,323.7,2023-05-24
26,26,26,27,290.2,2023-05-24
27,27,27,30,502.5,2023-05-24
28,28,28,30,551.9,2023-05-24
29,29,29,30,531.8,2023-05-24
30,30,30,30,476.9,2023-05-24
31,31,31,29,384.7,2023-05-24
32,32,32,30,494.3,2023-05-24
33,33,33,30,521.0,2023-05-24
34,34,34,30,450.6,2023-05-24
35,35,35,29,273.8,2023-05-24
36,36,36,30,427.2,2023-05-24
37,37,37,30,672.3,2023-05-24
38,38,38,30,412.7,2023-05-24
39,39,39,30,488.3,2023-05-24
40,40,40,27,278.5,2023-05-24
41,41,41,30,368.3,2023-05-24
42,42,42,30,428.6,2023-05-24
43,43,43,28,399.7,2023-05-24
44,44,44,28,345.5,2023-05-24
45,45,45,29,440.5,2023-05-24
46,46,46,28,348.8,2023-05-24
47,47,47,27,316.6,2023-05-24
48,48,48,29,310.6,2023-05-24
49,49,49,28,294.2,2023-05-24
50,50,50,26,250.1,2023-05-24
51,51,51,30,493.4,2023-05-24
52,52,52,27,266.0,2023-05-24
53,53,53,30,454.8,2023-05-24
54,54,54,30,502.1,2023-05-24
55,55,55,23,183.6,2023-05-24
56,56,56,30,459.5,2023-05-24
57,57,57,30,327.2,2023-05-24
58,58,58,28,304.2,2023-05-24
59,59,59,30,608.4,2023-05-24
60,60,60,29,325.1,2023-05-24
61,61,61,24,116.3,2023-05-24
62,62,62,29,343.0,2023-05-24
63,63,63,30,467.7,2023-05-24
64,64,64,26,226.8,2023-05-24
65,65,65,27,224.9,2023-05-24
