,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,30,521.1,2023-05-22
1,1,1,1,1,1,30,528.5,2023-05-22
2,2,2,2,2,2,30,406.9,2023-05-22
3,3,3,3,3,3,27,365.6,2023-05-22
4,4,4,4,4,4,29,364.4,2023-05-22
5,5,5,5,5,5,30,409.0,2023-05-22
6,6,6,6,6,6,30,385.0,2023-05-22
7,7,7,7,7,7,27,332.4,2023-05-22
8,8,8,8,8,8,24,266.8,2023-05-22
9,9,9,9,9,9,26,337.0,2023-05-22
10,10,10,10,10,10,26,284.4,2023-05-22
11,11,11,11,11,11,29,328.8,2023-05-22
12,12,12,12,12,12,28,369.7,2023-05-22
13,13,13,13,13,13,27,362.4,2023-05-22
14,14,14,14,14,14,25,328.8,2023-05-22
15,15,15,15,15,15,29,387.0,2023-05-22
16,16,16,16,16,16,30,335.4,2023-05-22
17,17,17,17,17,17,26,306.3,2023-05-22
18,18,18,18,18,18,26,357.3,2023-05-22
19,19,19,19,19,19,26,290.7,2023-05-22
20,20,20,20,20,20,28,325.2,2023-05-22
21,21,21,21,21,21,24,239.0,2023-05-22
22,22,22,22,22,22,30,437.6,2023-05-22
23,23,23,23,23,23,26,300.5,2023-05-22
24,24,24,24,24,24,29,409.1,2023-05-22
25,25,25,25,25,25,27,348.5,2023-05-22
26,26,26,26,26,26,28,279.3,2023-05-22
27,27,27,27,27,27,23,259.2,2023-05-22
28,28,28,28,28,28,29,326.6,2023-05-22
29,29,29,29,29,29,29,361.3,2023-05-22
30,30,30,30,30,30,28,384.2,2023-05-22
31,31,31,31,31,31,24,216.1,2023-05-22
32,32,32,32,32,32,23,166.7,2023-05-22
33,33,33,33,33,33,26,317.4,2023-05-22
34,34,34,34,34,34,26,391.8,2023-05-22
35,35,35,35,35,35,29,324.5,2023-05-22
36,36,36,36,36,36,24,253.2,2023-05-22
37,37,37,37,37,37,25,241.0,2023-05-22
38,38,38,38,38,38,26,293.3,2023-05-22
39,39,39,39,39,39,26,281.9,2023-05-22
40,40,40,40,40,40,27,276.6,2023-05-22
41,41,41,41,41,41,27,272.6,2023-05-22
42,42,42,42,42,42,23,197.4,2023-05-22
43,43,43,43,43,43,24,226.2,2023-05-22
44,44,44,44,44,44,24,181.3,2023-05-22
45,45,45,45,45,45,28,320.8,2023-05-22
46,46,46,46,46,46,26,258.1,2023-05-22
47,47,47,47,47,47,24,175.1,2023-05-22
48,48,48,48,48,48,22,206.7,2023-05-22
49,49,49,49,49,49,28,276.6,2023-05-22
50,50,50,50,50,50,25,254.6,2023-05-22
51,51,51,51,51,51,30,430.1,2023-05-22
52,52,52,52,52,52,26,293.1,2023-05-22
