,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,29,423.7,2023-05-10
1,1,1,1,1,29,358.8,2023-05-10
2,2,2,2,2,28,347.7,2023-05-10
3,3,3,3,3,29,351.4,2023-05-10
4,4,4,4,4,29,394.3,2023-05-10
5,5,5,5,5,28,336.2,2023-05-10
6,6,6,6,6,26,223.1,2023-05-10
7,7,7,7,7,27,297.6,2023-05-10
8,8,8,8,8,26,282.3,2023-05-10
9,9,9,9,9,26,311.3,2023-05-10
10,10,10,10,10,29,333.4,2023-05-10
11,11,11,11,11,27,256.8,2023-05-10
12,12,12,12,12,28,363.9,2023-05-10
13,13,13,13,13,27,289.7,2023-05-10
14,14,14,14,14,30,469.1,2023-05-10
15,15,15,15,15,27,272.2,2023-05-10
16,16,16,16,16,29,400.4,2023-05-10
17,17,17,17,17,29,338.0,2023-05-10
18,18,18,18,18,18,51.4,2023-05-10
19,19,19,19,19,27,341.7,2023-05-10
20,20,20,20,20,26,254.8,2023-05-10
21,21,21,21,21,27,358.8,2023-05-10
22,22,22,22,22,28,332.7,2023-05-10
23,23,23,23,23,26,267.6,2023-05-10
24,24,24,24,24,28,237.3,2023-05-10
25,25,25,25,25,27,331.9,2023-05-10
26,26,26,26,26,25,309.2,2023-05-10
27,27,27,27,27,24,287.7,2023-05-10
28,28,28,28,28,26,284.2,2023-05-10
29,29,29,29,29,26,255.7,2023-05-10
30,30,30,30,30,30,462.0,2023-05-10
31,31,31,31,31,26,353.1,2023-05-10
32,32,32,32,32,27,238.3,2023-05-10
33,33,33,33,33,25,219.8,2023-05-10
34,34,34,34,34,26,256.4,2023-05-10
35,35,35,35,35,25,221.6,2023-05-10
36,36,36,36,36,27,263.6,2023-05-10
37,37,37,37,37,25,175.5,2023-05-10
38,38,38,38,38,27,276.3,2023-05-10
39,39,39,39,39,29,320.7,2023-05-10
40,40,40,40,40,23,231.5,2023-05-10
41,41,41,41,41,23,210.2,2023-05-10
42,42,42,42,42,28,274.8,2023-05-10
43,43,43,43,43,28,303.7,2023-05-10
44,44,44,44,44,28,302.0,2023-05-10
45,45,45,45,45,30,425.0,2023-05-10
46,46,46,46,46,27,262.1,2023-05-10
47,47,47,47,47,28,292.9,2023-05-10
48,48,48,48,48,29,373.7,2023-05-10
49,49,49,49,49,29,356.6,2023-05-10
50,50,50,50,50,27,233.6,2023-05-10
51,51,51,51,51,24,131.9,2023-05-10
