,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,29,329.4,2023-05-22
1,1,1,1,1,1,30,565.4,2023-05-22
2,2,2,2,2,2,30,476.8,2023-05-22
3,3,3,3,3,3,27,369.9,2023-05-22
4,4,4,4,4,4,29,332.1,2023-05-22
5,5,5,5,5,5,30,390.6,2023-05-22
6,6,6,6,6,6,29,393.9,2023-05-22
7,7,7,7,7,7,27,284.7,2023-05-22
8,8,8,8,8,8,30,467.3,2023-05-22
9,9,9,9,9,9,30,410.5,2023-05-22
10,10,10,10,10,10,28,359.6,2023-05-22
11,11,11,11,11,11,25,266.3,2023-05-22
12,12,12,12,12,12,28,324.0,2023-05-22
13,13,13,13,13,13,27,253.0,2023-05-22
14,14,14,14,14,14,28,414.3,2023-05-22
15,15,15,15,15,15,27,402.9,2023-05-22
16,16,16,16,16,16,30,535.7,2023-05-22
17,17,17,17,17,17,25,268.4,2023-05-22
18,18,18,18,18,18,25,243.1,2023-05-22
19,19,19,19,19,19,25,233.7,2023-05-22
20,20,20,20,20,20,25,337.4,2023-05-22
21,21,21,21,21,21,24,191.5,2023-05-22
22,22,22,22,22,22,28,360.0,2023-05-22
23,23,23,23,23,23,29,366.7,2023-05-22
24,24,24,24,24,24,25,262.5,2023-05-22
25,25,25,25,25,25,26,186.6,2023-05-22
26,26,26,26,26,26,27,384.0,2023-05-22
27,27,27,27,27,27,24,262.7,2023-05-22
28,28,28,28,28,28,27,233.3,2023-05-22
29,29,29,29,29,29,23,310.9,2023-05-22
30,30,30,30,30,30,30,402.3,2023-05-22
31,31,31,31,31,31,25,266.8,2023-05-22
32,32,32,32,32,32,25,310.7,2023-05-22
33,33,33,33,33,33,27,375.6,2023-05-22
34,34,34,34,34,34,27,206.1,2023-05-22
35,35,35,35,35,35,29,344.1,2023-05-22
36,36,36,36,36,36,24,236.6,2023-05-22
37,37,37,37,37,37,24,282.0,2023-05-22
38,38,38,38,38,38,22,152.8,2023-05-22
39,39,39,39,39,39,24,263.5,2023-05-22
40,40,40,40,40,40,25,294.1,2023-05-22
41,41,41,41,41,41,27,340.9,2023-05-22
42,42,42,42,42,42,29,394.2,2023-05-22
43,43,43,43,43,43,25,222.1,2023-05-22
44,44,44,44,44,44,26,252.1,2023-05-22
45,45,45,45,45,45,27,276.0,2023-05-22
46,46,46,46,46,46,24,231.2,2023-05-22
47,47,47,47,47,47,27,230.7,2023-05-22
48,48,48,48,48,48,23,116.7,2023-05-22
49,49,49,49,49,49,27,308.0,2023-05-22
50,50,50,50,50,50,24,140.4,2023-05-22
51,51,51,51,51,51,24,161.9,2023-05-22
52,52,52,52,52,52,26,298.7,2023-05-22
53,53,53,53,53,53,25,251.1,2023-05-22
54,54,54,54,54,54,24,283.0,2023-05-22
55,55,55,55,55,55,27,254.1,2023-05-22
56,56,56,56,56,56,26,254.0,2023-05-22
57,57,57,57,57,57,27,275.6,2023-05-22
58,58,58,58,58,58,24,190.6,2023-05-22
59,59,59,59,59,59,24,249.5,2023-05-22
60,60,60,60,60,60,29,354.8,2023-05-22
