,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,30,749.4,2023-05-21
1,1,1,1,1,1,30,664.8,2023-05-21
2,2,2,2,2,2,30,467.5,2023-05-21
3,3,3,3,3,3,30,557.0,2023-05-21
4,4,4,4,4,4,30,617.2,2023-05-21
5,5,5,5,5,5,30,812.7,2023-05-21
6,6,6,6,6,6,30,578.0,2023-05-21
7,7,7,7,7,7,30,539.8,2023-05-21
8,8,8,8,8,8,30,495.2,2023-05-21
9,9,9,9,9,9,19,95.8,2023-05-21
10,10,10,10,10,10,30,513.0,2023-05-21
11,11,11,11,11,11,30,503.9,2023-05-21
12,12,12,12,12,12,30,580.1,2023-05-21
13,13,13,13,13,13,30,718.7,2023-05-21
14,14,14,14,14,14,30,494.8,2023-05-21
15,15,15,15,15,15,28,430.1,2023-05-21
16,16,16,16,16,16,28,401.2,2023-05-21
17,17,17,17,17,17,30,630.4,2023-05-21
18,18,18,18,18,18,30,641.6,2023-05-21
19,19,19,19,19,19,30,572.3,2023-05-21
20,20,20,20,20,20,30,617.0,2023-05-21
21,21,21,21,21,21,29,387.1,2023-05-21
22,22,22,22,22,22,30,529.3,2023-05-21
23,23,23,23,23,23,30,487.2,2023-05-21
24,24,24,24,24,24,30,585.4,2023-05-21
25,25,25,25,25,25,30,481.8,2023-05-21
26,26,26,26,26,26,29,433.6,2023-05-21
27,27,27,27,27,27,30,672.8,2023-05-21
28,28,28,28,28,28,30,450.6,2023-05-21
29,29,29,29,29,29,30,364.6,2023-05-21
30,30,30,30,30,30,30,442.5,2023-05-21
31,31,31,31,31,31,30,588.8,2023-05-21
32,32,32,32,32,32,30,451.3,2023-05-21
33,33,33,33,33,33,30,680.2,2023-05-21
34,34,34,34,34,34,30,625.8,2023-05-21
35,35,35,35,35,35,30,656.3,2023-05-21
36,36,36,36,36,36,30,504.2,2023-05-21
37,37,37,37,37,37,30,389.5,2023-05-21
38,38,38,38,38,38,30,546.9,2023-05-21
39,39,39,39,39,39,30,543.0,2023-05-21
40,40,40,40,40,40,26,433.5,2023-05-21
41,41,41,41,41,41,28,297.6,2023-05-21
42,42,42,42,42,42,29,448.7,2023-05-21
43,43,43,43,43,43,30,484.0,2023-05-21
44,44,44,44,44,44,30,433.6,2023-05-21
45,45,45,45,45,45,27,465.0,2023-05-21
46,46,46,46,46,46,29,355.5,2023-05-21
47,47,47,47,47,47,30,407.1,2023-05-21
48,48,48,48,48,48,28,257.9,2023-05-21
49,49,49,49,49,49,30,544.8,2023-05-21
50,50,50,50,50,50,27,220.4,2023-05-21
51,51,51,51,51,51,28,362.1,2023-05-21
52,52,52,52,52,52,26,230.8,2023-05-21
53,53,53,53,53,53,29,353.5,2023-05-21
