,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,30,663.3,2023-05-24
1,1,1,1,1,1,30,643.6,2023-05-24
2,2,2,2,2,2,30,588.4,2023-05-24
3,3,3,3,3,3,30,605.7,2023-05-24
4,4,4,4,4,4,30,608.6,2023-05-24
5,5,5,5,5,5,30,734.5,2023-05-24
6,6,6,6,6,6,30,648.1,2023-05-24
7,7,7,7,7,7,30,631.7,2023-05-24
8,8,8,8,8,8,30,593.9,2023-05-24
9,9,9,9,9,9,30,538.8,2023-05-24
10,10,10,10,10,10,30,520.8,2023-05-24
11,11,11,11,11,11,30,478.6,2023-05-24
12,12,12,12,12,12,30,478.2,2023-05-24
13,13,13,13,13,13,28,325.4,2023-05-24
14,14,14,14,14,14,30,668.5,2023-05-24
15,15,15,15,15,15,27,293.7,2023-05-24
16,16,16,16,16,16,30,419.7,2023-05-24
17,17,17,17,17,17,30,577.1,2023-05-24
18,18,18,18,18,18,29,486.3,2023-05-24
19,19,19,19,19,19,30,402.6,2023-05-24
20,20,20,20,20,20,30,543.3,2023-05-24
21,21,21,21,21,21,30,536.4,2023-05-24
22,22,22,22,22,22,28,359.1,2023-05-24
23,23,23,23,23,23,30,614.1,2023-05-24
24,24,24,24,24,24,30,378.1,2023-05-24
25,25,25,25,25,25,30,567.4,2023-05-24
26,26,26,26,26,26,30,496.8,2023-05-24
27,27,27,27,27,27,30,569.9,2023-05-24
28,28,28,28,28,28,29,437.2,2023-05-24
29,29,29,29,29,29,30,631.2,2023-05-24
30,30,30,30,30,30,30,543.2,2023-05-24
31,31,31,31,31,31,30,515.0,2023-05-24
32,32,32,32,32,32,30,562.8,2023-05-24
33,33,33,33,33,33,30,528.5,2023-05-24
34,34,34,34,34,34,29,422.9,2023-05-24
35,35,35,35,35,35,30,594.1,2023-05-24
36,36,36,36,36,36,27,372.6,2023-05-24
37,37,37,37,37,37,30,416.2,2023-05-24
38,38,38,38,38,38,30,492.9,2023-05-24
39,39,39,39,39,39,30,503.0,2023-05-24
40,40,40,40,40,40,30,441.3,2023-05-24
41,41,41,41,41,41,30,474.0,2023-05-24
42,42,42,42,42,42,25,312.7,2023-05-24
43,43,43,43,43,43,25,258.7,2023-05-24
44,44,44,44,44,44,30,521.8,2023-05-24
45,45,45,45,45,45,30,539.4,2023-05-24
46,46,46,46,46,46,30,600.7,2023-05-24
47,47,47,47,47,47,28,385.2,2023-05-24
48,48,48,48,48,48,30,470.2,2023-05-24
49,49,49,49,49,49,28,418.5,2023-05-24
50,50,50,50,50,50,29,367.4,2023-05-24
51,51,51,51,51,51,25,294.5,2023-05-24
52,52,52,52,52,52,30,613.0,2023-05-24
53,53,53,53,53,53,30,551.7,2023-05-24
54,54,54,54,54,54,29,310.1,2023-05-24
55,55,55,55,55,55,26,342.0,2023-05-24
56,56,56,56,56,56,25,205.1,2023-05-24
57,57,57,57,57,57,28,254.7,2023-05-24
58,58,58,58,58,58,30,356.8,2023-05-24
59,59,59,59,59,59,24,246.9,2023-05-24
60,60,60,60,60,60,29,439.6,2023-05-24
61,61,61,61,61,61,29,457.1,2023-05-24
62,62,62,62,62,62,28,336.6,2023-05-24
63,63,63,63,63,63,26,330.0,2023-05-24
64,64,64,64,64,64,29,352.1,2023-05-24
65,65,65,65,65,65,27,355.1,2023-05-24
66,66,66,66,66,66,27,293.9,2023-05-24
67,67,67,67,67,67,24,196.7,2023-05-24
68,68,68,68,68,68,27,382.1,2023-05-24
69,69,69,69,69,69,26,241.3,2023-05-24
