,level,power,date
0,30,571.5,2023-05-08
1,30,492.1,2023-05-08
2,30,578.5,2023-05-08
3,30,522.3,2023-05-08
4,30,493.2,2023-05-08
5,30,472.8,2023-05-08
6,30,457.4,2023-05-08
7,29,463.1,2023-05-08
8,29,326.3,2023-05-08
9,28,455.8,2023-05-08
10,27,292.5,2023-05-08
11,25,226.7,2023-05-08
12,24,184.4,2023-05-08
13,27,421.6,2023-05-08
14,27,394.7,2023-05-08
15,29,415.0,2023-05-08
16,29,397.6,2023-05-08
17,28,383.3,2023-05-08
18,27,349.4,2023-05-08
19,30,387.9,2023-05-08
20,27,385.2,2023-05-08
21,30,494.8,2023-05-08
22,25,306.7,2023-05-08
23,29,355.7,2023-05-08
24,25,274.3,2023-05-08
25,25,298.3,2023-05-08
26,28,427.7,2023-05-08
27,28,312.0,2023-05-08
28,24,208.8,2023-05-08
29,28,351.0,2023-05-08
30,27,385.9,2023-05-08
31,2,204.0,2023-05-08
32,26,362.1,2023-05-08
33,28,293.3,2023-05-08
34,25,222.4,2023-05-08
35,28,321.4,2023-05-08
36,26,425.7,2023-05-08
37,25,213.0,2023-05-08
38,26,346.6,2023-05-08
39,28,431.7,2023-05-08
40,24,220.7,2023-05-08
41,23,182.0,2023-05-08
42,27,258.2,2023-05-08
43,2,244.6,2023-05-08
44,26,306.8,2023-05-08
45,9,97.3,2023-05-08
46,8,48.3,2023-05-08
47,20,169.7,2023-05-08
48,25,342.2,2023-05-08
49,26,268.6,2023-05-08
50,26,370.1,2023-05-08
51,28,328.0,2023-05-08
52,26,312.5,2023-05-08
53,28,276.6,2023-05-08
54,30,437.9,2023-05-08
55,26,357.9,2023-05-08
56,27,405.6,2023-05-08
57,25,269.8,2023-05-08
58,25,167.0,2023-05-08
59,25,270.3,2023-05-08
60,27,289.4,2023-05-08
61,22,126.4,2023-05-08
62,27,326.6,2023-05-08
