,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,29,402.3,2023-05-21
1,1,1,1,30,624.6,2023-05-21
2,2,2,2,30,637.6,2023-05-21
3,3,3,3,30,491.9,2023-05-21
4,4,4,4,30,488.5,2023-05-21
5,5,5,5,30,441.0,2023-05-21
6,6,6,6,29,426.9,2023-05-21
7,7,7,7,29,415.2,2023-05-21
8,8,8,8,29,324.5,2023-05-21
9,9,9,9,27,376.6,2023-05-21
10,10,10,10,26,330.2,2023-05-21
11,11,11,11,17,73.9,2023-05-21
12,12,12,12,30,410.8,2023-05-21
13,13,13,13,28,425.9,2023-05-21
14,14,14,14,30,495.4,2023-05-21
15,15,15,15,30,488.5,2023-05-21
16,16,16,16,30,449.9,2023-05-21
17,17,17,17,30,493.3,2023-05-21
18,18,18,18,29,420.4,2023-05-21
19,19,19,19,30,498.4,2023-05-21
20,20,20,20,28,517.8,2023-05-21
21,21,21,21,29,325.0,2023-05-21
22,22,22,22,29,401.3,2023-05-21
23,23,23,23,28,425.4,2023-05-21
24,24,24,24,30,385.1,2023-05-21
25,25,25,25,29,352.5,2023-05-21
26,26,26,26,29,391.1,2023-05-21
27,27,27,27,30,568.5,2023-05-21
28,28,28,28,25,242.7,2023-05-21
29,29,29,29,29,356.8,2023-05-21
30,30,30,30,30,453.0,2023-05-21
31,31,31,31,25,229.7,2023-05-21
32,32,32,32,28,363.8,2023-05-21
33,33,33,33,28,285.0,2023-05-21
34,34,34,34,29,434.4,2023-05-21
35,35,35,35,30,415.8,2023-05-21
36,36,36,36,29,344.7,2023-05-21
37,37,37,37,26,383.0,2023-05-21
38,38,38,38,29,419.8,2023-05-21
39,39,39,39,28,260.4,2023-05-21
40,40,40,40,27,235.3,2023-05-21
41,41,41,41,28,408.7,2023-05-21
42,42,42,42,29,375.9,2023-05-21
43,43,43,43,29,293.5,2023-05-21
44,44,44,44,25,295.1,2023-05-21
45,45,45,45,28,334.0,2023-05-21
46,46,46,46,28,299.0,2023-05-21
47,47,47,47,29,333.0,2023-05-21
48,48,48,48,29,370.7,2023-05-21
49,49,49,49,25,141.6,2023-05-21
50,50,50,50,28,372.1,2023-05-21
51,51,51,51,29,387.4,2023-05-21
52,52,52,52,27,304.6,2023-05-21
53,53,53,53,27,271.9,2023-05-21
54,54,54,54,29,412.7,2023-05-21
