,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,30,502.3,2023-05-21
1,1,1,1,1,1,30,495.2,2023-05-21
2,2,2,2,2,2,30,663.3,2023-05-21
3,3,3,3,3,3,30,491.1,2023-05-21
4,4,4,4,4,4,30,649.5,2023-05-21
5,5,5,5,5,5,30,578.8,2023-05-21
6,6,6,6,6,6,30,542.4,2023-05-21
7,7,7,7,7,7,30,493.3,2023-05-21
8,8,8,8,8,8,30,436.4,2023-05-21
9,9,9,9,9,9,30,431.3,2023-05-21
10,10,10,10,10,10,29,413.6,2023-05-21
11,11,11,11,11,11,27,367.7,2023-05-21
12,12,12,12,12,12,30,489.0,2023-05-21
13,13,13,13,13,13,30,436.0,2023-05-21
14,14,14,14,14,14,26,199.4,2023-05-21
15,15,15,15,15,15,29,485.7,2023-05-21
16,16,16,16,16,16,30,549.8,2023-05-21
17,17,17,17,17,17,30,608.3,2023-05-21
18,18,18,18,18,18,30,431.3,2023-05-21
19,19,19,19,19,19,28,340.8,2023-05-21
20,20,20,20,20,20,27,434.2,2023-05-21
21,21,21,21,21,21,28,367.0,2023-05-21
22,22,22,22,22,22,29,353.7,2023-05-21
23,23,23,23,23,23,27,397.3,2023-05-21
24,24,24,24,24,24,14,20.8,2023-05-21
25,25,25,25,25,25,29,417.6,2023-05-21
26,26,26,26,26,26,30,512.4,2023-05-21
27,27,27,27,27,27,30,467.2,2023-05-21
28,28,28,28,28,28,29,342.3,2023-05-21
29,29,29,29,29,29,30,442.6,2023-05-21
30,30,30,30,30,30,30,401.6,2023-05-21
31,31,31,31,31,31,30,578.9,2023-05-21
32,32,32,32,32,32,27,434.9,2023-05-21
33,33,33,33,33,33,28,366.3,2023-05-21
34,34,34,34,34,34,28,321.7,2023-05-21
35,35,35,35,35,35,30,412.0,2023-05-21
36,36,36,36,36,36,28,402.7,2023-05-21
37,37,37,37,37,37,30,383.2,2023-05-21
38,38,38,38,38,38,25,221.9,2023-05-21
39,39,39,39,39,39,30,408.7,2023-05-21
40,40,40,40,40,40,30,442.9,2023-05-21
41,41,41,41,41,41,27,429.8,2023-05-21
42,42,42,42,42,42,28,452.8,2023-05-21
43,43,43,43,43,43,30,507.9,2023-05-21
44,44,44,44,44,44,29,365.7,2023-05-21
45,45,45,45,45,45,29,463.9,2023-05-21
46,46,46,46,46,46,26,324.7,2023-05-21
47,47,47,47,47,47,28,312.0,2023-05-21
48,48,48,48,48,48,29,413.0,2023-05-21
49,49,49,49,49,49,29,237.1,2023-05-21
50,50,50,50,50,50,27,371.1,2023-05-21
51,51,51,51,51,51,30,418.4,2023-05-21
52,52,52,52,52,52,27,235.4,2023-05-21
53,53,53,53,53,53,29,410.2,2023-05-21
54,54,54,54,54,54,21,100.7,2023-05-21
55,55,55,55,55,55,28,327.5,2023-05-21
56,56,56,56,56,56,28,377.2,2023-05-21
57,57,57,57,57,57,27,271.3,2023-05-21
58,58,58,58,58,58,27,354.5,2023-05-21
59,59,59,59,59,59,28,339.3,2023-05-21
60,60,60,60,60,60,27,337.4,2023-05-21
61,61,61,61,61,61,30,370.7,2023-05-21
62,62,62,62,62,62,30,472.0,2023-05-21
63,63,63,63,63,63,27,335.7,2023-05-21
64,64,64,64,64,64,30,418.5,2023-05-21
65,65,65,65,65,65,30,513.4,2023-05-21
