,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,29,362.4,2023-05-21
1,1,1,1,1,1,28,394.8,2023-05-21
2,2,2,2,2,2,28,393.7,2023-05-21
3,3,3,3,3,3,30,439.4,2023-05-21
4,4,4,4,4,4,30,390.7,2023-05-21
5,5,5,5,5,5,29,366.8,2023-05-21
6,6,6,6,6,6,28,301.5,2023-05-21
7,7,7,7,7,7,25,299.3,2023-05-21
8,8,8,8,8,8,30,451.4,2023-05-21
9,9,9,9,9,9,28,374.9,2023-05-21
10,10,10,10,10,10,27,403.8,2023-05-21
11,11,11,11,11,11,28,353.2,2023-05-21
12,12,12,12,12,12,30,430.6,2023-05-21
13,13,13,13,13,13,26,332.0,2023-05-21
14,14,14,14,14,14,27,403.9,2023-05-21
15,15,15,15,15,15,29,335.7,2023-05-21
16,16,16,16,16,16,29,366.8,2023-05-21
17,17,17,17,17,17,25,370.5,2023-05-21
18,18,18,18,18,18,25,302.8,2023-05-21
19,19,19,19,19,19,26,230.8,2023-05-21
20,20,20,20,20,20,26,354.0,2023-05-21
21,21,21,21,21,21,28,371.6,2023-05-21
22,22,22,22,22,22,25,259.5,2023-05-21
23,23,23,23,23,23,26,327.0,2023-05-21
24,24,24,24,24,24,26,365.0,2023-05-21
25,25,25,25,25,25,26,337.9,2023-05-21
26,26,26,26,26,26,26,225.6,2023-05-21
27,27,27,27,27,27,27,259.5,2023-05-21
28,28,28,28,28,28,30,502.7,2023-05-21
29,29,29,29,29,29,28,358.5,2023-05-21
30,30,30,30,30,30,28,302.1,2023-05-21
31,31,31,31,31,31,21,103.1,2023-05-21
32,32,32,32,32,32,21,129.4,2023-05-21
33,33,33,33,33,33,23,163.4,2023-05-21
34,34,34,34,34,34,26,208.2,2023-05-21
35,35,35,35,35,35,23,176.8,2023-05-21
36,36,36,36,36,36,26,218.0,2023-05-21
