,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,30,794.2,2023-05-24
1,1,1,1,30,634.2,2023-05-24
2,2,2,2,30,644.1,2023-05-24
3,3,3,3,30,704.0,2023-05-24
4,4,4,4,30,607.0,2023-05-24
5,5,5,5,29,507.1,2023-05-24
6,6,6,6,29,487.9,2023-05-24
7,7,7,7,29,429.2,2023-05-24
8,8,8,8,30,618.5,2023-05-24
9,9,9,9,30,497.5,2023-05-24
10,10,10,10,28,264.8,2023-05-24
11,11,11,11,30,451.1,2023-05-24
12,12,12,12,30,443.5,2023-05-24
13,13,13,13,30,412.1,2023-05-24
14,14,14,14,30,421.7,2023-05-24
15,15,15,15,30,472.7,2023-05-24
16,16,16,16,30,502.4,2023-05-24
17,17,17,17,30,416.0,2023-05-24
18,18,18,18,30,482.2,2023-05-24
19,19,19,19,30,665.8,2023-05-24
20,20,20,20,30,654.1,2023-05-24
21,21,21,21,29,441.6,2023-05-24
22,22,22,22,27,341.0,2023-05-24
23,23,23,23,30,486.9,2023-05-24
24,24,24,24,28,375.4,2023-05-24
25,25,25,25,28,426.0,2023-05-24
26,26,26,26,30,340.2,2023-05-24
27,27,27,27,30,508.0,2023-05-24
28,28,28,28,29,410.6,2023-05-24
29,29,29,29,29,389.4,2023-05-24
30,30,30,30,30,415.2,2023-05-24
31,31,31,31,30,638.2,2023-05-24
32,32,32,32,29,432.4,2023-05-24
33,33,33,33,29,426.4,2023-05-24
34,34,34,34,30,569.2,2023-05-24
35,35,35,35,30,475.2,2023-05-24
36,36,36,36,28,354.2,2023-05-24
37,37,37,37,28,501.6,2023-05-24
38,38,38,38,30,465.1,2023-05-24
39,39,39,39,30,442.3,2023-05-24
40,40,40,40,29,448.9,2023-05-24
41,41,41,41,29,434.2,2023-05-24
42,42,42,42,30,485.9,2023-05-24
43,43,43,43,30,499.4,2023-05-24
44,44,44,44,30,433.1,2023-05-24
45,45,45,45,30,573.7,2023-05-24
46,46,46,46,30,547.6,2023-05-24
47,47,47,47,30,503.1,2023-05-24
48,48,48,48,30,511.0,2023-05-24
49,49,49,49,30,675.3,2023-05-24
50,50,50,50,28,457.9,2023-05-24
51,51,51,51,30,587.9,2023-05-24
52,52,52,52,30,497.9,2023-05-24
53,53,53,53,30,613.2,2023-05-24
54,54,54,54,30,440.3,2023-05-24
55,55,55,55,29,388.7,2023-05-24
56,56,56,56,30,589.1,2023-05-24
57,57,57,57,29,387.9,2023-05-24
58,58,58,58,25,306.0,2023-05-24
59,59,59,59,28,390.8,2023-05-24
60,60,60,60,30,378.0,2023-05-24
61,61,61,61,30,747.1,2023-05-24
62,62,62,62,30,494.6,2023-05-24
