,Unnamed: 0,level,power,date
0,0,29,422.4,2023-05-18
1,1,28,340.6,2023-05-18
2,2,27,365.5,2023-05-18
3,3,28,351.9,2023-05-18
4,4,27,327.2,2023-05-18
5,5,27,350.4,2023-05-18
6,6,26,319.5,2023-05-18
7,7,28,380.6,2023-05-18
8,8,29,359.6,2023-05-18
9,9,28,406.7,2023-05-18
10,10,26,325.7,2023-05-18
11,11,25,307.9,2023-05-18
12,12,26,363.0,2023-05-18
13,13,26,241.2,2023-05-18
14,14,26,168.0,2023-05-18
15,15,23,232.2,2023-05-18
16,16,27,340.7,2023-05-18
17,17,24,277.3,2023-05-18
18,18,26,239.1,2023-05-18
19,19,26,262.2,2023-05-18
20,20,25,230.2,2023-05-18
21,21,28,323.6,2023-05-18
22,22,21,222.3,2023-05-18
23,23,28,372.9,2023-05-18
24,24,27,344.5,2023-05-18
25,25,26,282.6,2023-05-18
26,26,28,300.5,2023-05-18
27,27,27,261.5,2023-05-18
28,28,25,258.2,2023-05-18
29,29,27,335.5,2023-05-18
30,30,25,327.6,2023-05-18
31,31,26,302.0,2023-05-18
32,32,26,347.8,2023-05-18
33,33,21,143.4,2023-05-18
34,34,27,257.8,2023-05-18
35,35,28,380.3,2023-05-18
36,36,28,317.7,2023-05-18
37,37,24,300.9,2023-05-18
38,38,25,234.1,2023-05-18
39,39,26,200.7,2023-05-18
40,40,26,245.0,2023-05-18
41,41,25,254.3,2023-05-18
42,42,24,245.4,2023-05-18
43,43,27,369.9,2023-05-18
44,44,25,168.3,2023-05-18
45,45,27,343.1,2023-05-18
46,46,24,140.7,2023-05-18
47,47,23,137.7,2023-05-18
48,48,28,321.3,2023-05-18
49,49,22,191.1,2023-05-18
50,50,22,187.9,2023-05-18
51,51,26,220.0,2023-05-18
52,52,30,434.9,2023-05-18
53,53,26,250.6,2023-05-18
54,54,29,313.6,2023-05-18
55,55,23,216.2,2023-05-18
56,56,27,274.3,2023-05-18
57,57,29,309.4,2023-05-18
58,58,10,11.3,2023-05-18
59,59,27,297.7,2023-05-18
60,60,25,212.1,2023-05-18
61,61,25,245.9,2023-05-18
