,level,power,date
0,25,323.7,2023-05-10
1,28,362.7,2023-05-10
2,29,340.8,2023-05-10
3,28,312.6,2023-05-10
4,27,315.9,2023-05-10
5,28,391.4,2023-05-10
6,27,315.3,2023-05-10
7,26,239.9,2023-05-10
8,25,288.0,2023-05-10
9,25,220.9,2023-05-10
10,23,143.6,2023-05-10
11,25,215.1,2023-05-10
12,26,281.9,2023-05-10
13,26,291.0,2023-05-10
14,28,333.7,2023-05-10
15,26,194.8,2023-05-10
16,26,302.3,2023-05-10
17,25,240.3,2023-05-10
18,26,256.0,2023-05-10
19,26,318.4,2023-05-10
20,28,291.4,2023-05-10
21,30,386.5,2023-05-10
22,27,233.2,2023-05-10
23,27,289.6,2023-05-10
24,28,344.8,2023-05-10
25,25,213.3,2023-05-10
26,28,327.6,2023-05-10
27,28,333.8,2023-05-10
28,25,208.9,2023-05-10
29,26,225.3,2023-05-10
30,22,145.5,2023-05-10
31,22,246.2,2023-05-10
32,21,135.5,2023-05-10
33,13,39.2,2023-05-10
34,15,31.2,2023-05-10
35,25,148.5,2023-05-10
36,26,217.8,2023-05-10
37,26,262.5,2023-05-10
38,23,268.2,2023-05-10
39,11,37.7,2023-05-10
40,20,140.8,2023-05-10
41,25,296.9,2023-05-10
42,24,250.7,2023-05-10
43,28,245.3,2023-05-10
44,26,239.0,2023-05-10
45,22,96.4,2023-05-10
46,24,224.5,2023-05-10
47,27,261.4,2023-05-10
48,21,76.1,2023-05-10
49,14,32.9,2023-05-10
50,22,101.8,2023-05-10
51,13,21.8,2023-05-10
52,15,43.0,2023-05-10
53,7,5.7,2023-05-10
54,22,119.9,2023-05-10
55,25,169.5,2023-05-10
56,27,226.4,2023-05-10
57,19,98.6,2023-05-10
