,Unnamed: 0,level,power,date
0,0,30,428.1,2023-05-18
1,1,29,430.9,2023-05-18
2,2,29,386.6,2023-05-18
3,3,29,352.5,2023-05-18
4,4,29,366.5,2023-05-18
5,5,29,393.7,2023-05-18
6,6,29,371.6,2023-05-18
7,7,29,320.4,2023-05-18
8,8,28,312.4,2023-05-18
9,9,28,310.8,2023-05-18
10,10,25,242.6,2023-05-18
11,11,24,282.1,2023-05-18
12,12,24,206.3,2023-05-18
13,13,24,230.6,2023-05-18
14,14,29,353.8,2023-05-18
15,15,23,266.0,2023-05-18
16,16,28,312.3,2023-05-18
17,17,27,250.3,2023-05-18
18,18,27,356.8,2023-05-18
19,19,26,259.8,2023-05-18
20,20,28,309.2,2023-05-18
21,21,30,354.2,2023-05-18
22,22,27,290.3,2023-05-18
23,23,25,257.8,2023-05-18
24,24,19,81.8,2023-05-18
25,25,28,326.0,2023-05-18
26,26,29,336.7,2023-05-18
27,27,26,266.5,2023-05-18
28,28,26,251.5,2023-05-18
29,29,27,262.3,2023-05-18
30,30,26,203.7,2023-05-18
31,31,24,177.9,2023-05-18
32,32,27,309.7,2023-05-18
33,33,25,236.2,2023-05-18
34,34,25,348.8,2023-05-18
35,35,25,151.6,2023-05-18
36,36,27,237.1,2023-05-18
37,37,28,373.9,2023-05-18
38,38,28,386.1,2023-05-18
39,39,22,176.1,2023-05-18
40,40,24,295.0,2023-05-18
41,41,23,178.7,2023-05-18
42,42,26,263.2,2023-05-18
43,43,18,69.9,2023-05-18
44,44,25,249.4,2023-05-18
45,45,28,289.7,2023-05-18
46,46,22,195.4,2023-05-18
47,47,24,258.8,2023-05-18
48,48,23,219.1,2023-05-18
49,49,29,327.7,2023-05-18
50,50,22,156.9,2023-05-18
51,51,25,150.5,2023-05-18
52,52,26,237.0,2023-05-18
53,53,21,120.7,2023-05-18
54,54,28,352.8,2023-05-18
55,55,27,196.9,2023-05-18
56,56,22,154.0,2023-05-18
57,57,21,811.5,2023-05-18
58,58,26,175.6,2023-05-18
59,59,24,131.9,2023-05-18
60,60,27,258.8,2023-05-18
61,61,24,166.0,2023-05-18
62,62,21,106.7,2023-05-18
63,63,21,145.6,2023-05-18
64,64,26,213.7,2023-05-18
