,Unnamed: 0,level,power,date
0,0,28,385.4,2023-05-18
1,1,27,314.6,2023-05-18
2,2,28,326.0,2023-05-18
3,3,27,320.9,2023-05-18
4,4,28,345.7,2023-05-18
5,5,25,241.2,2023-05-18
6,6,25,237.4,2023-05-18
7,7,18,58.8,2023-05-18
8,8,28,355.8,2023-05-18
9,9,26,229.4,2023-05-18
10,10,26,253.0,2023-05-18
11,11,11,22.8,2023-05-18
12,12,27,294.4,2023-05-18
13,13,25,320.4,2023-05-18
14,14,26,329.9,2023-05-18
15,15,25,174.8,2023-05-18
16,16,24,108.6,2023-05-18
17,17,25,263.2,2023-05-18
18,18,27,354.3,2023-05-18
19,19,27,284.8,2023-05-18
20,20,24,257.0,2023-05-18
21,21,29,346.5,2023-05-18
22,22,24,153.8,2023-05-18
23,23,29,336.8,2023-05-18
24,24,26,251.2,2023-05-18
25,25,28,255.9,2023-05-18
26,26,25,286.5,2023-05-18
27,27,20,110.2,2023-05-18
28,28,23,189.6,2023-05-18
29,29,26,181.6,2023-05-18
30,30,21,112.3,2023-05-18
31,31,11,19.7,2023-05-18
32,32,26,304.4,2023-05-18
33,33,26,247.0,2023-05-18
34,34,22,190.0,2023-05-18
35,35,14,48.7,2023-05-18
36,36,23,181.6,2023-05-18
37,37,27,286.7,2023-05-18
38,38,23,169.5,2023-05-18
39,39,21,66.4,2023-05-18
40,40,23,120.7,2023-05-18
41,41,26,211.9,2023-05-18
42,42,27,323.3,2023-05-18
43,43,21,176.2,2023-05-18
44,44,25,270.3,2023-05-18
45,45,23,194.6,2023-05-18
46,46,24,149.5,2023-05-18
47,47,22,125.5,2023-05-18
48,48,25,237.6,2023-05-18
49,49,23,190.9,2023-05-18
50,50,25,254.3,2023-05-18
