,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S54,十文字,11100,False,S57,天元突破,13300
1,S57,毛利家,11100,False,S52,麒麟乃翼,10600
2,S57,牛宮城,13300,False,S58,ミルフィーユ,13200
3,S56,麦わらの一味,6700,True,S43,デンジャー団,3900
4,S59,三草二木,15500,True,S59,百花繚乱,11800
5,S47,朱雀,11100,False,S59,闘源郷,10100
6,S57,天元突破,13300,True,S54,十文字,11100
7,S57,月花,8900,False,S56,猛牛団,8400
8,S56,波瀾万丈,11100,False,S46,パッパ,14967
9,S58,ミルフィーユ,13200,True,S57,牛宮城,13300
10,S46,真紅,6703,True,S38,すしざんまい,6400
11,S49,飛竜蒼天,11100,True,S59,六文銭,10100
12,S58,桜,11000,True,S58,鬼,9928
13,S51,風来坊,13200,False,S59,隣の天使様,12800
14,S56,美人局,8900,False,S59,菜の花畑,8936
15,S59,関東王将,15500,True,S59,アメとムチ,12300
16,S57,紫陽花,10600,False,S48,鴻鵠の志,10600
17,S52,コソコソ同盟,4400,-1,S53,救命,2900
18,S58,天下布武,10500,False,S57,名門・小田家,10600
19,S59,新生武神,10600,False,S45,信長の森,10600
20,S44,第七師団,4500,True,*,*,*
21,S38,すしざんまい,6400,False,S46,真紅,6703
22,S52,麒麟乃翼,10600,True,S57,毛利家,11100
23,S59,隣の天使様,12800,True,S51,風来坊,13200
24,S45,信長の森,10600,True,S59,新生武神,10600
25,S57,名門・小田家,10600,True,S58,天下布武,10500
26,S59,喜怒哀楽,8400,False,S52,zoo,7239
27,S56,猛牛団,8400,True,S57,月花,8900
28,S41,天照,6299,-1,S53,最初の晩餐,4900
29,S48,鴻鵠の志,10600,True,S57,紫陽花,10600
30,S46,パッパ,14967,True,S56,波瀾万丈,11100
31,S59,エゴイスト,8483,False,S58,世界平和,9500
32,S52,喫茶安土,12300,True,S55,ゴイゴイスー,12300
33,S43,デンジャー団,3900,False,S56,麦わらの一味,6700
34,S59,闘源郷,10100,True,S47,朱雀,11100
35,S37,疾風迅雪,7900,True,S52,パワハラ会議,7215
36,S58,漢の国,7800,False,S57,吉川家,7404
37,S57,華麗なる一族,7900,True,S58,竜騰虎闘,7361
38,S46,蒼月,8000,False,S10,甲賀の里,8100
39,S55,第四勢力,5700,-1,S55,BRバカー代,2800
40,S58,鬼,9928,False,S58,桜,11000
41,S45,りばてぃ,10046,False,S57,蝶よ華よ,10100
42,S55,ゴイゴイスー,12300,False,S52,喫茶安土,12300
43,S10,甲賀の里,8100,True,S46,蒼月,8000
44,S57,蝶よ華よ,10100,True,S45,りばてぃ,10046
45,S59,六文銭,10100,False,S49,飛竜蒼天,11100
46,S59,アメとムチ,12300,False,S59,関東王将,15500
47,S59,猛虎伏草,7900,False,S58,ラブリー帝国,7200
48,S57,吉川家,7404,True,S58,漢の国,7800
49,S58,ラブリー帝国,7200,True,S59,猛虎伏草,7900
50,S59,名湯百選,7400,True,S56,パイナポー,7421
51,S58,きゃば城,9500,True,S54,ペンギン村,8895
52,S56,至誠通天,7467,True,S37,是々非々,7100
53,S52,パワハラ会議,7215,False,S37,疾風迅雪,7900
54,S58,白米,11700,False,S55,のらりくらり,13485
55,S58,世界平和,9500,True,S59,エゴイスト,8483
56,S56,パイナポー,7421,False,S59,名湯百選,7400
57,S57,薩摩隼人,9500,False,S53,ねこぐらし,9198
58,S58,竜騰虎闘,7361,False,S57,華麗なる一族,7900
59,S52,zoo,7239,True,S59,喜怒哀楽,8400
60,S59,百花繚乱,11800,False,S59,三草二木,15500
61,S58,天照,9500,False,S59,協心戮力,9200
62,S42,漢道,3400,-1,S54,戦国群雄,2600
63,S45,天神,3299,-1,S59,王将製造工場,6801
64,S44,松下村塾,4981,-1,S56,調査兵団,4935
65,S49,鸞翔鳳集,9100,True,S44,眠れる獅子,8840
66,S54,戦国群雄,2600,-1,S42,漢道,3400
67,S58,どうぶつ王国,4888,-1,S44,桜姫,2830
68,S53,最初の晩餐,4900,-1,S41,天照,6299
69,S58,一騎当千,6882,-1,S53,暁の姫,4958
70,S55,BRバカー代,2800,-1,S55,第四勢力,5700
71,S37,是々非々,7100,False,S56,至誠通天,7467
72,S53,救命,2900,-1,S52,コソコソ同盟,4400
73,S59,星空の輝き,9005,True,S57,軍神,9100
74,S53,暁の姫,4958,-1,S58,一騎当千,6882
75,S44,オアシス,3000,-1,S43,BB,6900
76,S55,ドラえもん,2865,-1,S54,竜宮城,2953
77,S44,桜姫,2830,-1,S58,どうぶつ王国,4888
78,S59,協心戮力,9200,True,S58,天照,9500
79,S59,王将製造工場,6801,-1,S45,天神,3299
80,S49,国士,2799,False,S58,ミルクレープ,6747
81,S47,れいの家畜,2785,-1,S56,踊,3000
82,S55,のらりくらり,13485,True,S58,白米,11700
83,S54,竜宮城,2953,-1,S55,ドラえもん,2865
84,S58,ミルクレープ,6747,True,S49,国士,2799
85,S59,菜の花畑,8936,True,S56,美人局,8900
86,S53,ねこぐらし,9198,True,S57,薩摩隼人,9500
87,S47,とりあえず,3000,-1,S47,気の向くまま,4885
88,S56,踊,3000,-1,S47,れいの家畜,2785
89,S47,気の向くまま,4885,-1,S47,とりあえず,3000
90,S54,ペンギン村,8895,False,S58,きゃば城,9500
91,S43,BB,6900,-1,S44,オアシス,3000
92,S57,軍神,9100,False,S59,星空の輝き,9005
93,S44,眠れる獅子,8840,False,S49,鸞翔鳳集,9100
94,S56,調査兵団,4935,-1,S44,松下村塾,4981
