Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S54,十文字,11100,True,S58,きゃば城,10600
1,S57,毛利家,8900,False,S57,吉川家,8504
2,S57,牛宮城,13300,True,S58,桜,12100
3,S56,麦わらの一味,6700,False,S58,ラブリー帝国,8300
4,S59,三草二木,17700,True,S57,名門・小田家,11700
5,S47,朱雀,8900,False,S59,アメとムチ,11200
6,S57,天元突破,13300,False,S59,関東王将,16600
7,S57,月花,8900,True,S46,真紅,7703
8,S56,波瀾万丈,8900,False,S59,闘源郷,11200
9,S58,ミルフィーユ,13200,False,S55,のらりくらり,14585
10,S46,真紅,6603,False,S57,月花,7800
11,S49,飛竜蒼天,11100,False,S59,隣の天使様,13900
12,S58,桜,11000,False,S57,牛宮城,12200
13,S51,風来坊,11000,False,S48,鴻鵠の志,11700
14,S56,美人局,6700,False,S57,軍神,8055
15,S59,関東王将,17700,True,S57,天元突破,14400
16,S57,紫陽花,10600,True,S45,りばてぃ,8946
17,S52,コソコソ同盟,2400,-1,S43,BB,5900
18,S58,天下布武,8300,False,S58,天照,8400
19,S59,新生武神,10600,True,S10,甲賀の里,9200
20,S44,第七師団,4500,-1,S55,ドラえもん,1865
21,S38,すしざんまい,4400,-1,S54,竜宮城,1953
22,S52,麒麟乃翼,12800,True,S52,喫茶安土,13400
23,S59,隣の天使様,15000,True,S49,飛竜蒼天,12200
24,S45,信長の森,10600,False,S46,パッパ,16067
25,S57,名門・小田家,10600,False,S59,三草二木,16600
26,S59,喜怒哀楽,6300,False,S52,zoo,8239
27,S56,猛牛団,10600,True,S59,名湯百選,8500
28,S41,天照,4299,-1,S56,調査兵団,3935
29,S48,鴻鵠の志,12800,True,S51,風来坊,12100
30,S46,パッパ,17167,True,S45,信長の森,11700
31,S59,エゴイスト,8483,True,S56,パイナポー,6321
32,S52,喫茶安土,12300,False,S52,麒麟乃翼,11700
33,S43,デンジャー団,1800,-1,S47,とりあえず,2000
34,S59,闘源郷,12300,True,S56,波瀾万丈,10000
35,S37,疾風迅雪,10100,True,S57,薩摩隼人,8400
36,S58,漢の国,5600,False,S58,ミルクレープ,7847
37,S57,華麗なる一族,7900,False,S58,鬼,8828
38,S46,蒼月,5800,False,S59,猛虎伏草,6800
39,S55,第四勢力,3700,-1,S44,オアシス,2000
40,S58,鬼,9928,True,S57,華麗なる一族,9000
41,S45,りばてぃ,7846,False,S57,紫陽花,9500
42,S55,ゴイゴイスー,12300,True,S53,ねこぐらし,10298
43,S10,甲賀の里,8100,False,S59,新生武神,9500
44,S57,蝶よ華よ,12300,True,S59,星空の輝き,10050
45,S59,六文銭,7900,False,S56,至誠通天,8567
46,S59,アメとムチ,12300,True,S47,朱雀,10000
47,S59,猛虎伏草,7900,True,S46,蒼月,6900
48,S57,吉川家,9604,True,S57,毛利家,10000
49,S58,ラブリー帝国,9400,True,S56,麦わらの一味,7800
50,S59,名湯百選,7400,False,S56,猛牛団,9500
51,S58,きゃば城,9500,False,S54,十文字,10000
52,S56,至誠通天,9667,True,S59,六文銭,9000
53,S52,パワハラ会議,7215,True,S47,気の向くまま,3885
54,S58,白米,11700,True,S49,鸞翔鳳集,10200
55,S58,世界平和,9500,False,S59,協心戮力,10300
56,S56,パイナポー,5221,False,S59,エゴイスト,7383
57,S57,薩摩隼人,7300,False,S37,疾風迅雪,9000
58,S58,竜騰虎闘,7361,True,S37,是々非々,6000
59,S52,zoo,9339,True,S59,喜怒哀楽,7400
60,S59,百花繚乱,11800,True,S59,菜の花畑,10036
61,S58,天照,9500,True,S58,天下布武,9400
62,S42,漢道,1400,-1,S56,踊,2000
63,S45,天神,1299,-1,S58,どうぶつ王国,3888
64,S44,松下村塾,2981,-1,S47,れいの家畜,1785
65,S49,鸞翔鳳集,9100,False,S58,白米,10600
66,S54,戦国群雄,500,False,S53,暁の姫,3958
67,S58,どうぶつ王国,2888,-1,S45,天神,2299
68,S53,最初の晩餐,2900,-1,S53,救命,1900
69,S58,一騎当千,4882,-1,S44,桜姫,1830
70,S55,BRバカー代,800,-1,S59,王将製造工場,5801
71,S37,是々非々,4900,False,S58,竜騰虎闘,6261
72,S53,救命,900,-1,S53,最初の晩餐,3900
73,S59,星空の輝き,8950,False,S57,蝶よ華よ,11200
74,S53,暁の姫,5058,True,S54,戦国群雄,1600
75,S44,オアシス,1000,-1,S55,第四勢力,4700
76,S55,ドラえもん,865,-1,S44,第七師団,5500
77,S44,桜姫,830,-1,S58,一騎当千,5882
78,S59,協心戮力,11400,True,S58,世界平和,10600
79,S59,王将製造工場,4801,-1,S55,BRバカー代,1800
80,S49,国士,2699,True,*,*,*
81,S47,れいの家畜,785,-1,S44,松下村塾,3981
82,S55,のらりくらり,15685,True,S58,ミルフィーユ,14300
83,S54,竜宮城,953,-1,S38,すしざんまい,5400
84,S58,ミルクレープ,8947,True,S58,漢の国,6700
85,S59,菜の花畑,8936,False,S59,百花繚乱,10700
86,S53,ねこぐらし,9198,False,S55,ゴイゴイスー,11200
87,S47,とりあえず,1000,-1,S43,デンジャー団,2800
88,S56,踊,1000,-1,S42,漢道,2400
89,S47,気の向くまま,2785,False,S52,パワハラ会議,6115
90,S54,ペンギン村,6695,False,S44,眠れる獅子,7740
91,S43,BB,4900,-1,S52,コソコソ同盟,3400
92,S57,軍神,9155,True,S56,美人局,7800
93,S44,眠れる獅子,8840,True,S54,ペンギン村,7795
94,S56,調査兵団,2935,-1,S41,天照,5299
