Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S54,十文字,8900,False,S57,天元突破,10000
1,S57,毛利家,13300,True,S58,漢の国,11100
2,S57,牛宮城,13300,True,S59,闘源郷,11200
3,S56,麦わらの一味,8900,True,S42,漢道,6500
4,S59,三草二木,13300,True,S45,りばてぃ,11196
5,S47,朱雀,8900,True,S45,天神,6499
6,S57,天元突破,11100,True,S54,十文字,10000
7,S57,月花,8900,False,S49,飛竜蒼天,10000
8,S56,波瀾万丈,8900,False,S56,美人局,10000
9,S58,ミルフィーユ,13200,True,S57,薩摩隼人,10600
10,S46,真紅,6800,-1,S43,デンジャー団,6900
11,S49,飛竜蒼天,11100,True,S57,月花,10000
12,S58,桜,11000,True,S41,天照,9500
13,S51,風来坊,13200,True,S59,アメとムチ,11200
14,S56,美人局,11100,True,S56,波瀾万丈,10000
15,S59,関東王将,13300,True,S55,ゴイゴイスー,11200
16,S57,紫陽花,10600,False,S48,鴻鵠の志,11700
17,S52,コソコソ同盟,6400,-1,S53,最初の晩餐,5900
18,S58,天下布武,8300,False,S59,隣の天使様,9500
19,S59,新生武神,8400,False,S45,信長の森,9500
20,S44,第七師団,6500,-1,S10,甲賀の里,6900
21,S38,すしざんまい,6400,False,S46,蒼月,6900
22,S52,麒麟乃翼,10600,True,S58,鬼,8900
23,S59,隣の天使様,10600,True,S58,天下布武,9400
24,S45,信長の森,10600,True,S59,新生武神,9500
25,S57,名門・小田家,10600,True,S57,吉川家,8504
26,S59,喜怒哀楽,10600,True,S56,至誠通天,8567
27,S56,猛牛団,6200,False,S59,猛虎伏草,6800
28,S41,天照,8400,False,S58,桜,9900
29,S48,鴻鵠の志,12800,True,S57,紫陽花,11700
30,S46,パッパ,12767,True,S59,百花繚乱,10700
31,S59,エゴイスト,8433,False,S55,のらりくらり,10185
32,S52,喫茶安土,10100,True,S55,第四勢力,8900
33,S43,デンジャー団,5900,-1,S46,真紅,7800
34,S59,闘源郷,10100,False,S57,牛宮城,12200
35,S37,疾風迅雪,7900,True,*,*,*
36,S58,漢の国,10000,False,S57,毛利家,12200
37,S57,華麗なる一族,7900,False,S57,蝶よ華よ,9000
38,S46,蒼月,8000,True,S38,すしざんまい,7500
39,S55,第四勢力,7800,False,S52,喫茶安土,9000
40,S58,鬼,7800,False,S52,麒麟乃翼,9500
41,S45,りばてぃ,10096,False,S59,三草二木,12200
42,S55,ゴイゴイスー,10100,False,S59,関東王将,12200
43,S10,甲賀の里,5900,-1,S44,第七師団,7500
44,S57,蝶よ華よ,10100,True,S57,華麗なる一族,9000
45,S59,六文銭,10100,True,S59,名湯百選,8500
46,S59,アメとムチ,10100,False,S51,風来坊,12100
47,S59,猛虎伏草,7900,True,S56,猛牛団,7300
48,S57,吉川家,7404,False,S57,名門・小田家,9500
49,S58,ラブリー帝国,9500,True,S44,松下村塾,7981
50,S59,名湯百選,7400,False,S59,六文銭,9000
51,S58,きゃば城,9500,True,S47,気の向くまま,7988
52,S56,至誠通天,7467,False,S59,喜怒哀楽,9500
53,S52,パワハラ会議,9503,True,S58,どうぶつ王国,8000
54,S58,白米,11700,True,S44,眠れる獅子,10022
55,S58,世界平和,9500,True,S53,ねこぐらし,8098
56,S56,パイナポー,7349,False,S58,天照,8400
57,S57,薩摩隼人,9500,False,S58,ミルフィーユ,12100
58,S58,竜騰虎闘,9599,True,S56,調査兵団,8097
59,S52,zoo,7301,False,S57,軍神,8000
60,S59,百花繚乱,9600,False,S46,パッパ,11667
61,S58,天照,9500,True,S56,パイナポー,8449
62,S42,漢道,5400,False,S56,麦わらの一味,7800
63,S45,天神,5399,False,S47,朱雀,7800
64,S44,松下村塾,6881,False,S58,ラブリー帝国,8400
65,S49,鸞翔鳳集,11300,True,S58,ミルクレープ,10047
66,S54,戦国群雄,4700,False,S59,協心戮力,5900
67,S58,どうぶつ王国,6900,False,S52,パワハラ会議,8403
68,S53,最初の晩餐,4900,-1,S52,コソコソ同盟,7400
69,S58,一騎当千,9000,False,S59,星空の輝き,10105
70,S55,BRバカー代,4900,-1,S59,王将製造工場,7901
71,S37,是々非々,7000,-1,S53,暁の姫,7996
72,S53,救命,4900,-1,S54,竜宮城,5953
73,S59,星空の輝き,11205,True,S58,一騎当千,10100
74,S53,暁の姫,6996,-1,S53,救命,5900
75,S44,オアシス,5000,-1,S49,国士,5999
76,S55,ドラえもん,4899,False,S59,菜の花畑,7902
77,S44,桜姫,4930,-1,S56,踊,6000
78,S59,協心戮力,7000,True,S54,戦国群雄,5800
79,S59,王将製造工場,6901,-1,S55,BRバカー代,5900
80,S49,国士,4999,-1,S44,オアシス,6000
81,S47,れいの家畜,4766,False,S54,ペンギン村,7913
82,S55,のらりくらり,11285,True,S59,エゴイスト,9533
83,S54,竜宮城,4953,-1,S53,救命,5900
84,S58,ミルクレープ,8947,False,S49,鸞翔鳳集,10200
85,S59,菜の花畑,9002,True,S55,ドラえもん,5999
86,S53,ねこぐらし,6998,False,S58,世界平和,8400
87,S47,とりあえず,5000,-1,S43,BB,7900
88,S56,踊,5000,-1,S44,桜姫,5930
89,S47,気の向くまま,6888,False,S58,きゃば城,8400
90,S54,ペンギン村,9013,True,S47,れいの家畜,5866
91,S43,BB,6900,-1,S47,とりあえず,6000
92,S57,軍神,9100,True,S52,zoo,8401
93,S44,眠れる獅子,8922,False,S58,白米,10600
94,S56,調査兵団,6997,False,S58,竜騰虎闘,8499
