Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
0,S54,十文字,10000,True,S54,ペンギン村,8994
1,S57,毛利家,12200,False,S59,三草二木,13300
2,S57,牛宮城,12200,False,S51,風来坊,13200
3,S56,麦わらの一味,7800,False,S59,エゴイスト,8433
4,S59,三草二木,14400,True,S57,毛利家,13300
5,S47,朱雀,10000,True,S57,軍神,9100
6,S57,天元突破,12200,True,S56,美人局,11100
7,S57,月花,10000,True,S44,眠れる獅子,8922
8,S56,波瀾万丈,10000,True,S58,ラブリー帝国,9400
9,S58,ミルフィーユ,14300,True,S59,星空の輝き,11205
10,S46,真紅,7900,True,S47,気の向くまま,6888
11,S49,飛竜蒼天,10000,False,S55,のらりくらり,11285
12,S58,桜,9900,False,S46,パッパ,12767
13,S51,風来坊,14300,True,S57,牛宮城,13300
14,S56,美人局,10000,False,S57,天元突破,11100
15,S59,関東王将,14400,True,S48,鴻鵠の志,12800
16,S57,紫陽花,11700,True,S58,竜騰虎闘,9561
17,S52,コソコソ同盟,5400,-1,S47,とりあえず,5000
18,S58,天下布武,9400,True,S37,疾風迅雪,7900
19,S59,新生武神,9500,True,S41,天照,8400
20,S44,第七師団,5500,-1,S37,是々非々,7000
21,S38,すしざんまい,5400,-1,S53,暁の姫,6996
22,S52,麒麟乃翼,9500,False,S59,隣の天使様,10600
23,S59,隣の天使様,11700,True,S52,麒麟乃翼,10600
24,S45,信長の森,11700,True,S45,りばてぃ,10096
25,S57,名門・小田家,11700,True,S59,闘源郷,10100
26,S59,喜怒哀楽,9500,False,S55,ゴイゴイスー,10100
27,S56,猛牛団,7300,True,S54,戦国群雄,4700
28,S41,天照,7300,False,S59,新生武神,8400
29,S48,鴻鵠の志,11700,False,S59,関東王将,13300
30,S46,パッパ,13867,True,S58,桜,11000
31,S59,エゴイスト,9533,True,S56,麦わらの一味,8900
32,S52,喫茶安土,11200,True,S58,漢の国,10000
33,S43,デンジャー団,4900,-1,S53,救命,4900
34,S59,闘源郷,9000,False,S57,名門・小田家,10600
35,S37,疾風迅雪,6800,False,S58,天下布武,8300
36,S58,漢の国,8900,False,S52,喫茶安土,10100
37,S57,華麗なる一族,9000,True,S52,zoo,7301
38,S46,蒼月,9100,True,S56,至誠通天,7467
39,S55,第四勢力,6700,False,S59,猛虎伏草,7900
40,S58,鬼,8900,True,S56,パイナポー,7349
41,S45,りばてぃ,8996,False,S45,信長の森,10600
42,S55,ゴイゴイスー,11200,True,S59,喜怒哀楽,10600
43,S10,甲賀の里,7000,True,S49,国士,4999
44,S57,蝶よ華よ,9000,False,S59,アメとムチ,10100
45,S59,六文銭,9000,False,S59,百花繚乱,9600
46,S59,アメとムチ,11200,True,S57,蝶よ華よ,10100
47,S59,猛虎伏草,9000,True,S55,第四勢力,7800
48,S57,吉川家,8504,True,S59,名湯百選,7400
49,S58,ラブリー帝国,8300,False,S56,波瀾万丈,8900
50,S59,名湯百選,6300,False,S57,吉川家,7404
51,S58,きゃば城,10600,True,S58,一騎当千,9000
52,S56,至誠通天,6367,False,S46,蒼月,8000
53,S52,パワハラ会議,8315,False,S57,薩摩隼人,9500
54,S58,白米,12800,True,S49,鸞翔鳳集,11300
55,S58,世界平和,10600,True,S58,ミルクレープ,8947
56,S56,パイナポー,6249,False,S58,鬼,7800
57,S57,薩摩隼人,10600,True,S52,パワハラ会議,9415
58,S58,竜騰虎闘,8461,False,S57,紫陽花,10600
59,S52,zoo,6201,False,S57,華麗なる一族,7900
60,S59,百花繚乱,10700,True,S59,六文銭,10100
61,S58,天照,10600,True,S59,菜の花畑,8936
62,S42,漢道,4400,-1,S56,調査兵団,7035
63,S45,天神,4399,-1,S56,踊,5000
64,S44,松下村塾,5981,-1,S43,BB,6900
65,S49,鸞翔鳳集,10200,False,S58,白米,11700
66,S54,戦国群雄,3600,False,S56,猛牛団,6200
67,S58,どうぶつ王国,5888,False,S53,ねこぐらし,6998
68,S53,最初の晩餐,5900,True,*,*,*
69,S58,一騎当千,7900,False,S58,きゃば城,9500
70,S55,BRバカー代,3800,False,S59,協心戮力,7000
71,S37,是々非々,6000,-1,S44,第七師団,6500
72,S53,救命,3900,-1,S43,デンジャー団,5900
73,S59,星空の輝き,10105,False,S58,ミルフィーユ,13200
74,S53,暁の姫,5996,-1,S38,すしざんまい,6400
75,S44,オアシス,4000,-1,S44,桜姫,4930
76,S55,ドラえもん,3865,False,S59,王将製造工場,6901
77,S44,桜姫,3930,-1,S44,オアシス,5000
78,S59,協心戮力,8100,True,S55,BRバカー代,4900
79,S59,王将製造工場,8001,True,S55,ドラえもん,4965
80,S49,国士,3899,False,S10,甲賀の里,5900
81,S47,れいの家畜,3785,-1,S54,竜宮城,4953
82,S55,のらりくらり,12385,True,S49,飛竜蒼天,11100
83,S54,竜宮城,3953,-1,S47,れいの家畜,4785
84,S58,ミルクレープ,7847,False,S58,世界平和,9500
85,S59,菜の花畑,7836,False,S58,天照,9500
86,S53,ねこぐらし,8098,True,S58,どうぶつ王国,6988
87,S47,とりあえず,4000,-1,S52,コソコソ同盟,6400
88,S56,踊,4000,-1,S45,天神,5399
89,S47,気の向くまま,5788,False,S46,真紅,6800
90,S54,ペンギン村,7894,False,S54,十文字,8900
91,S43,BB,5900,-1,S44,松下村塾,6981
92,S57,軍神,8000,False,S47,朱雀,8900
93,S44,眠れる獅子,7822,False,S57,月花,8900
94,S56,調査兵団,6035,-1,S42,漢道,5400
