,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point,Similarity
0,S45,聖帝銃士隊,18900,True,S49,足柄幕府,19100,2
1,S50,玉砕,21100,True,S42,朱雀,21100,2
2,S45,関東警備,21100,True,S40,チカニバル,20600,2
3,S38,白虎,8900,False,S39,翼君,18900,2
4,S43,コアラの行進,21100,True,S48,行雲流水,20600,0
5,S39,翼君,18900,True,S38,白虎,8900,2
6,S17,覇王,0,-1,0,0,0,0
7,S48,加賀百万石,21100,True,S39,花鳥風月,20600,2
8,S48,鷹の団,21100,True,S7,駿河,21100,2
9,S1,鬼神同盟,18900,True,S47,島津連合,19100,2
10,S5,辺張上等,18900,True,S27,健康一番,19100,2
11,S7,駿河,21100,False,S48,鷹の団,21100,2
12,S42,朱雀,21100,False,S50,玉砕,21100,2
13,S37,深山幽谷,18900,True,S9,花鳥風月,8900,2
14,S42,網走幼稚園,21100,True,S8,暇潰倶楽部,20600,2
15,S9,花鳥風月,8900,False,S37,深山幽谷,18900,2
16,S35,上杉家,18400,True,S44,千の風に,8400,2
17,S5,新撰組,20600,True,S27,桜本隊大本営,20600,2
18,S48,行雲流水,20600,False,S43,コアラの行進,21100,0
19,S37,飛信隊,8400,False,S2,花ch,18400,2
20,S44,千の風に,8400,False,S35,上杉家,18400,2
21,S23,天衣無縫,20600,True,S47,義楽庵,20600,0
22,S21,DDD,8400,False,S15,未蘭聖教徒,18600,2
23,S27,桜本隊大本営,20600,False,S5,新撰組,20600,2
24,S42,獏羅天,8400,False,S2,相模国,18400,2
25,S40,チカニバル,20600,False,S45,関東警備,21100,2
26,S47,義楽庵,20600,False,S23,天衣無縫,20600,0
27,S2,花ch,18400,True,S37,飛信隊,8400,2
28,S39,花鳥風月,20600,False,S48,加賀百万石,21100,2
29,S33,百万石猫侍,8400,False,S23,じじいの罠,18600,2
30,S2,相模国,18400,True,S42,獏羅天,8400,2
31,S8,暇潰倶楽部,20600,False,S42,網走幼稚園,21100,2
32,S38,ヤックル,20100,True,S45,朱雀,20100,2
33,S44,毘沙門天,7900,False,S5,シモちゃん,8100,2
34,S15,乱世之奸雄,7900,False,S52,天下布武,8100,2
35,S45,朱雀,20100,False,S38,ヤックル,20100,2
36,S41,はのはの,7900,True,S41,天真爛漫,7900,2
37,S45,英国国教会,20100,False,S44,蒼天,20100,2
38,S7,百万一心,7900,True,S1,五穀豊穣,7900,2
39,S48,新生松下村塾,20100,True,S39,真田六文銭,19600,2
40,S41,天真爛漫,7900,False,S41,はのはの,7900,2
41,S50,雲心月性,20100,True,S33,不知火,19600,2
42,S1,五穀豊穣,7900,False,S7,百万一心,7900,2
43,S44,蒼天,20100,True,S45,英国国教会,20100,2
44,S17,天下無双,7900,False,S2,房総半島連盟,18029,2
45,S46,〜燎〜,20100,True,S19,新撰組,20100,2
46,S19,新撰組,20100,False,S46,〜燎〜,20100,2
47,S43,バリカン団,7900,False,S1,大和政権,8100,2
48,S31,鏡華水月,17400,False,S45,雪月花,7600,2
49,S29,月華雷鳴,0,-1,0,0,0,0
50,S51,猪鹿蝶,19600,True,S29,月華雷鳴,19600,2
51,S49,餡掛け,17400,False,S42,鏡花水月,7400,2
52,S33,ゴリラ,19600,False,S49,楽天カード万,19600,2
53,S47,イエズス会,17400,True,S38,紺碧会,7400,2
54,S33,不知火,19600,False,S50,雲心月性,20100,2
55,S38,紺碧会,7400,False,S47,イエズス会,17400,2
56,S6,六文銭,17400,False,S49,夜の月の光,7600,2
57,S45,卍連合會,19600,False,S27,鉄華団,19600,2
58,S39,真田六文銭,19600,False,S48,新生松下村塾,20100,2
