,Unnamed: 0,level,power,date
0,0,30,726.0,2023-05-26
1,1,30,615.1,2023-05-26
2,2,30,445.8,2023-05-26
3,3,30,644.7,2023-05-26
4,4,30,687.8,2023-05-26
5,5,30,639.2,2023-05-26
6,6,30,601.6,2023-05-26
7,7,30,512.8,2023-05-26
8,8,30,474.2,2023-05-26
9,9,30,462.5,2023-05-26
10,10,30,445.6,2023-05-26
11,11,29,358.5,2023-05-26
12,12,28,403.2,2023-05-26
13,13,27,445.0,2023-05-26
14,14,27,393.4,2023-05-26
15,15,26,400.7,2023-05-26
16,16,26,357.3,2023-05-26
17,17,25,179.0,2023-05-26
18,18,29,401.0,2023-05-26
19,19,30,627.2,2023-05-26
20,20,28,381.9,2023-05-26
21,21,30,598.5,2023-05-26
22,22,29,417.8,2023-05-26
23,23,30,614.8,2023-05-26
24,24,30,532.5,2023-05-26
25,25,25,290.6,2023-05-26
26,26,27,438.7,2023-05-26
27,27,30,441.9,2023-05-26
28,28,30,476.9,2023-05-26
29,29,30,600.5,2023-05-26
30,30,29,357.0,2023-05-26
31,31,30,599.8,2023-05-26
32,32,30,484.3,2023-05-26
33,33,29,455.3,2023-05-26
34,34,30,493.8,2023-05-26
35,35,30,589.0,2023-05-26
36,36,30,647.1,2023-05-26
37,37,30,508.8,2023-05-26
38,38,27,367.3,2023-05-26
39,39,30,436.8,2023-05-26
40,40,27,389.8,2023-05-26
41,41,30,504.4,2023-05-26
42,42,30,503.5,2023-05-26
43,43,30,506.4,2023-05-26
44,44,27,532.5,2023-05-26
45,45,30,538.2,2023-05-26
46,46,28,383.8,2023-05-26
47,47,29,427.6,2023-05-26
48,48,30,551.8,2023-05-26
49,49,30,601.6,2023-05-26
50,50,30,665.6,2023-05-26
51,51,24,209.5,2023-05-26
52,52,26,211.1,2023-05-26
53,53,28,410.5,2023-05-26
54,54,29,412.5,2023-05-26
55,55,21,92.6,2023-05-26
56,56,30,409.1,2023-05-26
57,57,26,271.7,2023-05-26
58,58,25,257.3,2023-05-26
59,59,17,41.3,2023-05-26
60,60,24,256.0,2023-05-26
61,61,30,498.3,2023-05-26
62,62,24,139.7,2023-05-26
63,63,26,243.8,2023-05-26
64,64,21,115.8,2023-05-26
65,65,25,224.6,2023-05-26
66,66,27,269.7,2023-05-26
67,67,30,550.6,2023-05-26
68,68,26,242.0,2023-05-26
