,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,30,759.2,2023-05-21
1,1,1,1,1,1,1,30,836.9,2023-05-21
2,2,2,2,2,2,2,30,538.9,2023-05-21
3,3,3,3,3,3,3,30,632.2,2023-05-21
4,4,4,4,4,4,4,30,649.5,2023-05-21
5,5,5,5,5,5,5,30,633.3,2023-05-21
6,6,6,6,6,6,6,30,566.3,2023-05-21
7,7,7,7,7,7,7,30,540.3,2023-05-21
8,8,8,8,8,8,8,30,482.5,2023-05-21
9,9,9,9,9,9,9,30,478.3,2023-05-21
10,10,10,10,10,10,10,30,425.5,2023-05-21
11,11,11,11,11,11,11,30,420.0,2023-05-21
12,12,12,12,12,12,12,27,381.2,2023-05-21
13,13,13,13,13,13,13,30,491.9,2023-05-21
14,14,14,14,14,14,14,21,132.8,2023-05-21
15,15,15,15,15,15,15,29,318.5,2023-05-21
16,16,16,16,16,16,16,30,587.5,2023-05-21
17,17,17,17,17,17,17,30,611.5,2023-05-21
18,18,18,18,18,18,18,30,370.4,2023-05-21
19,19,19,19,19,19,19,30,461.7,2023-05-21
20,20,20,20,20,20,20,29,376.3,2023-05-21
21,21,21,21,21,21,21,30,516.5,2023-05-21
22,22,22,22,22,22,22,30,525.1,2023-05-21
23,23,23,23,23,23,23,28,333.5,2023-05-21
24,24,24,24,24,24,24,25,312.7,2023-05-21
25,25,25,25,25,25,25,29,398.9,2023-05-21
26,26,26,26,26,26,26,30,580.2,2023-05-21
27,27,27,27,27,27,27,30,535.4,2023-05-21
28,28,28,28,28,28,28,30,653.6,2023-05-21
29,29,29,29,29,29,29,29,370.5,2023-05-21
30,30,30,30,30,30,30,29,384.9,2023-05-21
31,31,31,31,31,31,31,30,567.2,2023-05-21
32,32,32,32,32,32,32,30,551.0,2023-05-21
33,33,33,33,33,33,33,30,426.6,2023-05-21
34,34,34,34,34,34,34,30,457.7,2023-05-21
35,35,35,35,35,35,35,30,590.5,2023-05-21
36,36,36,36,36,36,36,30,368.0,2023-05-21
37,37,37,37,37,37,37,27,303.7,2023-05-21
38,38,38,38,38,38,38,30,502.7,2023-05-21
39,39,39,39,39,39,39,30,609.2,2023-05-21
40,40,40,40,40,40,40,27,266.0,2023-05-21
41,41,41,41,41,41,41,30,460.4,2023-05-21
42,42,42,42,42,42,42,30,566.9,2023-05-21
43,43,43,43,43,43,43,30,498.4,2023-05-21
44,44,44,44,44,44,44,30,501.6,2023-05-21
45,45,45,45,45,45,45,29,431.6,2023-05-21
46,46,46,46,46,46,46,29,500.7,2023-05-21
47,47,47,47,47,47,47,28,344.9,2023-05-21
48,48,48,48,48,48,48,18,47.5,2023-05-21
49,49,49,49,49,49,49,30,358.5,2023-05-21
50,50,50,50,50,50,50,30,579.2,2023-05-21
51,51,51,51,51,51,51,30,469.5,2023-05-21
52,52,52,52,52,52,52,30,407.4,2023-05-21
53,53,53,53,53,53,53,30,453.3,2023-05-21
54,54,54,54,54,54,54,22,218.2,2023-05-21
55,55,55,55,55,55,55,30,498.5,2023-05-21
56,56,56,56,56,56,56,28,430.5,2023-05-21
57,57,57,57,57,57,57,28,316.4,2023-05-21
58,58,58,58,58,58,58,30,512.0,2023-05-21
59,59,59,59,59,59,59,29,435.9,2023-05-21
60,60,60,60,60,60,60,28,293.9,2023-05-21
61,61,61,61,61,61,61,30,394.0,2023-05-21
62,62,62,62,62,62,62,30,498.9,2023-05-21
63,63,63,63,63,63,63,30,603.7,2023-05-21
64,64,64,64,64,64,64,30,558.5,2023-05-21
65,65,65,65,65,65,65,30,673.5,2023-05-21
