,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,0,0,30,415.5,2023-05-21
1,1,1,1,1,1,1,1,1,30,481.3,2023-05-21
2,2,2,2,2,2,2,2,2,30,563.6,2023-05-21
3,3,3,3,3,3,3,3,3,30,549.0,2023-05-21
4,4,4,4,4,4,4,4,4,30,531.3,2023-05-21
5,5,5,5,5,5,5,5,5,30,526.7,2023-05-21
6,6,6,6,6,6,6,6,6,30,428.4,2023-05-21
7,7,7,7,7,7,7,7,7,28,384.2,2023-05-21
8,8,8,8,8,8,8,8,8,26,405.9,2023-05-21
9,9,9,9,9,9,9,9,9,28,361.5,2023-05-21
10,10,10,10,10,10,10,10,10,26,381.6,2023-05-21
11,11,11,11,11,11,11,11,11,30,480.7,2023-05-21
12,12,12,12,12,12,12,12,12,28,504.2,2023-05-21
13,13,13,13,13,13,13,13,13,30,517.9,2023-05-21
14,14,14,14,14,14,14,14,14,30,418.1,2023-05-21
15,15,15,15,15,15,15,15,15,30,619.6,2023-05-21
16,16,16,16,16,16,16,16,16,30,523.2,2023-05-21
17,17,17,17,17,17,17,17,17,29,337.7,2023-05-21
18,18,18,18,18,18,18,18,18,30,496.9,2023-05-21
19,19,19,19,19,19,19,19,19,28,349.1,2023-05-21
20,20,20,20,20,20,20,20,20,29,450.5,2023-05-21
21,21,21,21,21,21,21,21,21,28,372.5,2023-05-21
22,22,22,22,22,22,22,22,22,28,415.3,2023-05-21
23,23,23,23,23,23,23,23,23,30,512.8,2023-05-21
24,24,24,24,24,24,24,24,24,27,295.5,2023-05-21
25,25,25,25,25,25,25,25,25,30,385.8,2023-05-21
26,26,26,26,26,26,26,26,26,30,416.7,2023-05-21
27,27,27,27,27,27,27,27,27,30,520.0,2023-05-21
28,28,28,28,28,28,28,28,28,25,299.2,2023-05-21
29,29,29,29,29,29,29,29,29,30,459.0,2023-05-21
30,30,30,30,30,30,30,30,30,29,339.0,2023-05-21
31,31,31,31,31,31,31,31,31,29,397.2,2023-05-21
32,32,32,32,32,32,32,32,32,26,267.6,2023-05-21
33,33,33,33,33,33,33,33,33,30,461.4,2023-05-21
34,34,34,34,34,34,34,34,34,29,371.0,2023-05-21
35,35,35,35,35,35,35,35,35,26,311.2,2023-05-21
36,36,36,36,36,36,36,36,36,27,297.3,2023-05-21
37,37,37,37,37,37,37,37,37,18,51.5,2023-05-21
38,38,38,38,38,38,38,38,38,28,334.4,2023-05-21
39,39,39,39,39,39,39,39,39,27,292.2,2023-05-21
40,40,40,40,40,40,40,40,40,29,330.5,2023-05-21
41,41,41,41,41,41,41,41,41,30,437.2,2023-05-21
42,42,42,42,42,42,42,42,42,29,336.3,2023-05-21
43,43,43,43,43,43,43,43,43,27,297.9,2023-05-21
44,44,44,44,44,44,44,44,44,28,306.7,2023-05-21
45,45,45,45,45,45,45,45,45,28,338.5,2023-05-21
46,46,46,46,46,46,46,46,46,26,290.0,2023-05-21
47,47,47,47,47,47,47,47,47,24,290.0,2023-05-21
48,48,48,48,48,48,48,48,48,26,353.4,2023-05-21
49,49,49,49,49,49,49,49,49,27,299.3,2023-05-21
50,50,50,50,50,50,50,50,50,27,323.5,2023-05-21
51,51,51,51,51,51,51,51,51,26,280.6,2023-05-21
52,52,52,52,52,52,52,52,52,26,234.2,2023-05-21
