,level,power,date
0,29,491.4,2023-05-21
1,30,416.7,2023-05-21
2,30,458.8,2023-05-21
3,29,457.1,2023-05-21
4,30,406.4,2023-05-21
5,26,359.0,2023-05-21
6,19,76.1,2023-05-21
7,27,269.8,2023-05-21
8,25,265.3,2023-05-21
9,19,67.6,2023-05-21
10,17,62.8,2023-05-21
11,26,375.7,2023-05-21
12,30,437.8,2023-05-21
13,26,296.5,2023-05-21
14,24,299.7,2023-05-21
15,28,438.3,2023-05-21
16,28,343.5,2023-05-21
17,24,224.2,2023-05-21
18,26,174.6,2023-05-21
19,23,97.2,2023-05-21
20,19,74.5,2023-05-21
21,25,192.6,2023-05-21
22,27,287.6,2023-05-21
23,27,290.5,2023-05-21
24,27,352.2,2023-05-21
25,25,252.7,2023-05-21
26,26,243.5,2023-05-21
27,26,340.0,2023-05-21
28,22,159.2,2023-05-21
29,29,342.8,2023-05-21
30,28,275.1,2023-05-21
31,27,363.3,2023-05-21
32,19,110.2,2023-05-21
33,26,245.9,2023-05-21
34,20,118.9,2023-05-21
35,26,262.6,2023-05-21
36,23,209.7,2023-05-21
37,22,208.4,2023-05-21
38,23,197.0,2023-05-21
39,24,194.2,2023-05-21
40,26,332.9,2023-05-21
41,11,25.6,2023-05-21
42,21,60.4,2023-05-21
43,20,113.3,2023-05-21
44,116,31.5,2023-05-21
45,18,47.1,2023-05-21
46,25,198.5,2023-05-21
