,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,28,324.7,2023-05-21
1,1,1,1,1,1,30,430.5,2023-05-21
2,2,2,2,2,2,17,56.2,2023-05-21
3,3,3,3,3,3,28,394.5,2023-05-21
4,4,4,4,4,4,29,369.6,2023-05-21
5,5,5,5,5,5,27,281.7,2023-05-21
6,6,6,6,6,6,30,461.3,2023-05-21
7,7,7,7,7,7,30,354.0,2023-05-21
8,8,8,8,8,8,30,445.9,2023-05-21
9,9,9,9,9,9,28,297.8,2023-05-21
10,10,10,10,10,10,29,386.8,2023-05-21
11,11,11,11,11,11,24,207.0,2023-05-21
12,12,12,12,12,12,26,316.0,2023-05-21
13,13,13,13,13,13,21,105.5,2023-05-21
14,14,14,14,14,14,30,597.7,2023-05-21
15,15,15,15,15,15,27,233.7,2023-05-21
16,16,16,16,16,16,30,657.4,2023-05-21
17,17,17,17,17,17,30,486.4,2023-05-21
18,18,18,18,18,18,30,408.0,2023-05-21
19,19,19,19,19,19,15,52.0,2023-05-21
20,20,20,20,20,20,30,793.1,2023-05-21
21,21,21,21,21,21,28,362.3,2023-05-21
22,22,22,22,22,22,27,323.5,2023-05-21
