,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,30,569.2,2023-05-21
1,1,1,1,30,699.8,2023-05-21
2,2,2,2,30,625.1,2023-05-21
3,3,3,3,30,522.5,2023-05-21
4,4,4,4,30,688.2,2023-05-21
5,5,5,5,30,556.0,2023-05-21
6,6,6,6,30,553.6,2023-05-21
7,7,7,7,30,532.8,2023-05-21
8,8,8,8,30,508.9,2023-05-21
9,9,9,9,30,481.5,2023-05-21
10,10,10,10,27,466.7,2023-05-21
11,11,11,11,27,426.0,2023-05-21
12,12,12,12,27,359.6,2023-05-21
13,13,13,13,25,315.0,2023-05-21
14,14,14,14,30,653.3,2023-05-21
15,15,15,15,27,390.3,2023-05-21
16,16,16,16,30,440.5,2023-05-21
17,17,17,17,30,374.8,2023-05-21
18,18,18,18,28,413.2,2023-05-21
19,19,19,19,30,502.2,2023-05-21
20,20,20,20,30,625.0,2023-05-21
21,21,21,21,30,444.9,2023-05-21
22,22,22,22,26,415.2,2023-05-21
23,23,23,23,30,446.3,2023-05-21
24,24,24,24,27,381.7,2023-05-21
25,25,25,25,30,567.6,2023-05-21
26,26,26,26,30,566.8,2023-05-21
27,27,27,27,30,556.9,2023-05-21
28,28,28,28,29,416.6,2023-05-21
29,29,29,29,30,660.1,2023-05-21
30,30,30,30,30,487.9,2023-05-21
31,31,31,31,30,648.7,2023-05-21
32,32,32,32,30,656.0,2023-05-21
33,33,33,33,30,487.6,2023-05-21
34,34,34,34,30,472.6,2023-05-21
35,35,35,35,30,452.2,2023-05-21
36,36,36,36,30,565.5,2023-05-21
37,37,37,37,27,348.9,2023-05-21
38,38,38,38,28,397.1,2023-05-21
39,39,39,39,29,430.5,2023-05-21
40,40,40,40,29,481.7,2023-05-21
41,41,41,41,30,467.6,2023-05-21
42,42,42,42,30,408.8,2023-05-21
43,43,43,43,30,471.9,2023-05-21
44,44,44,44,30,575.2,2023-05-21
45,45,45,45,26,334.8,2023-05-21
46,46,46,46,28,269.3,2023-05-21
47,47,47,47,26,261.9,2023-05-21
48,48,48,48,26,403.2,2023-05-21
49,49,49,49,30,565.0,2023-05-21
50,50,50,50,25,343.0,2023-05-21
51,51,51,51,29,367.5,2023-05-21
52,52,52,52,25,311.2,2023-05-21
53,53,53,53,26,214.9,2023-05-21
54,54,54,54,29,318.4,2023-05-21
55,55,55,55,27,240.6,2023-05-21
56,56,56,56,28,417.2,2023-05-21
57,57,57,57,26,259.5,2023-05-21
58,58,58,58,28,308.8,2023-05-21
59,59,59,59,30,523.7,2023-05-21
60,60,60,60,25,219.5,2023-05-21
61,61,61,61,30,435.6,2023-05-21
62,62,62,62,27,231.0,2023-05-21
63,63,63,63,26,319.1,2023-05-21
64,64,64,64,30,469.5,2023-05-21
