,Unnamed: 0,level,power,date
0,0,30,583.7,2023-05-26
1,1,30,669.3,2023-05-26
2,2,30,661.8,2023-05-26
3,3,30,615.5,2023-05-26
4,4,30,571.0,2023-05-26
5,5,30,664.8,2023-05-26
6,6,30,609.5,2023-05-26
7,7,30,587.0,2023-05-26
8,8,30,575.8,2023-05-26
9,9,30,574.3,2023-05-26
10,10,30,547.8,2023-05-26
11,11,30,547.0,2023-05-26
12,12,30,544.6,2023-05-26
13,13,30,526.8,2023-05-26
14,14,30,509.3,2023-05-26
15,15,30,500.7,2023-05-26
16,16,30,463.9,2023-05-26
17,17,30,380.4,2023-05-26
18,18,30,463.2,2023-05-26
19,19,30,659.5,2023-05-26
20,20,29,413.9,2023-05-26
21,21,30,440.4,2023-05-26
22,22,29,339.3,2023-05-26
23,23,28,345.7,2023-05-26
24,24,30,614.8,2023-05-26
25,25,30,490.5,2023-05-26
26,26,30,592.8,2023-05-26
27,27,30,478.4,2023-05-26
28,28,30,749.0,2023-05-26
29,29,30,486.2,2023-05-26
30,30,26,356.6,2023-05-26
31,31,30,609.7,2023-05-26
32,32,30,430.4,2023-05-26
33,33,30,433.2,2023-05-26
34,34,29,453.1,2023-05-26
35,35,30,412.7,2023-05-26
36,36,29,383.6,2023-05-26
37,37,28,284.3,2023-05-26
38,38,29,336.1,2023-05-26
39,39,30,427.2,2023-05-26
40,40,30,494.5,2023-05-26
41,41,30,406.2,2023-05-26
42,42,28,386.7,2023-05-26
43,43,29,414.3,2023-05-26
44,44,29,485.7,2023-05-26
45,45,29,368.2,2023-05-26
46,46,29,459.5,2023-05-26
47,47,29,467.2,2023-05-26
48,48,30,474.7,2023-05-26
49,49,29,467.2,2023-05-26
50,50,30,613.6,2023-05-26
51,51,30,506.5,2023-05-26
52,52,30,430.4,2023-05-26
53,53,28,256.2,2023-05-26
54,54,30,411.2,2023-05-26
55,55,29,344.1,2023-05-26
56,56,30,514.1,2023-05-26
57,57,30,436.8,2023-05-26
58,58,30,439.4,2023-05-26
