,Unnamed: 0,level,power,date
0,0,30,509.6,2023-05-31
1,1,30,580.3,2023-05-31
2,2,30,510.3,2023-05-31
3,3,29,450.8,2023-05-31
4,4,30,448.3,2023-05-31
5,5,30,513.9,2023-05-31
6,6,30,453.0,2023-05-31
7,7,29,348.7,2023-05-31
8,8,29,393.3,2023-05-31
9,9,27,409.7,2023-05-31
10,10,29,345.4,2023-05-31
11,11,26,201.7,2023-05-31
12,12,26,417.4,2023-05-31
13,13,30,475.2,2023-05-31
14,14,30,600.6,2023-05-31
15,15,27,364.5,2023-05-31
16,16,27,257.8,2023-05-31
17,17,30,537.9,2023-05-31
18,18,30,379.4,2023-05-31
19,19,30,458.1,2023-05-31
20,20,30,381.9,2023-05-31
21,21,27,366.2,2023-05-31
22,22,29,375.8,2023-05-31
23,23,29,302.6,2023-05-31
24,24,27,418.9,2023-05-31
25,25,28,270.7,2023-05-31
26,26,30,419.0,2023-05-31
27,27,30,551.2,2023-05-31
28,28,30,451.5,2023-05-31
29,29,29,318.4,2023-05-31
30,30,29,363.0,2023-05-31
31,31,26,356.2,2023-05-31
32,32,29,432.7,2023-05-31
33,33,28,366.4,2023-05-31
34,34,29,343.9,2023-05-31
35,35,26,273.3,2023-05-31
36,36,27,241.6,2023-05-31
37,37,26,152.1,2023-05-31
38,38,28,276.2,2023-05-31
39,39,27,283.7,2023-05-31
40,40,22,106.7,2023-05-31
41,41,12,16.6,2023-05-31
42,42,27,298.0,2023-05-31
43,43,28,274.9,2023-05-31
44,44,27,269.4,2023-05-31
45,45,22,194.6,2023-05-31
46,46,23,253.8,2023-05-31
47,47,26,143.3,2023-05-31
48,48,26,258.1,2023-05-31
49,49,23,167.9,2023-05-31
50,50,25,209.0,2023-05-31
51,51,26,238.2,2023-05-31
52,52,25,232.3,2023-05-31
53,53,23,139.3,2023-05-31
54,54,23,119.5,2023-05-31
55,55,26,232.4,2023-05-31
56,56,24,151.7,2023-05-31
57,57,22,101.7,2023-05-31
58,58,24,157.2,2023-05-31
59,59,23,154.5,2023-05-31
60,60,24,152.3,2023-05-31
61,61,22,124.8,2023-05-31
62,62,21,91.7,2023-05-31
