,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,30,652.5,2023-05-22
1,1,1,1,1,30,708.2,2023-05-22
2,2,2,2,2,30,667.7,2023-05-22
3,3,3,3,3,30,505.0,2023-05-22
4,4,4,4,4,30,680.7,2023-05-22
5,5,5,5,5,30,662.0,2023-05-22
6,6,6,6,6,30,638.2,2023-05-22
7,7,7,7,7,30,618.8,2023-05-22
8,8,8,8,8,30,604.9,2023-05-22
9,9,9,9,9,30,574.5,2023-05-22
10,10,10,10,10,30,564.2,2023-05-22
11,11,11,11,11,30,550.6,2023-05-22
12,12,12,12,12,30,513.1,2023-05-22
13,13,13,13,13,30,473.6,2023-05-22
14,14,14,14,14,30,450.5,2023-05-22
15,15,15,15,15,29,408.5,2023-05-22
16,16,16,16,16,30,536.4,2023-05-22
17,17,17,17,17,30,539.2,2023-05-22
18,18,18,18,18,30,648.9,2023-05-22
19,19,19,19,19,30,604.6,2023-05-22
20,20,20,20,20,30,490.4,2023-05-22
21,21,21,21,21,30,536.1,2023-05-22
22,22,22,22,22,30,428.5,2023-05-22
23,23,23,23,23,29,440.4,2023-05-22
24,24,24,24,24,30,434.7,2023-05-22
25,25,25,25,25,30,546.0,2023-05-22
26,26,26,26,26,30,427.6,2023-05-22
27,27,27,27,27,29,379.1,2023-05-22
28,28,28,28,28,30,563.7,2023-05-22
29,29,29,29,29,30,651.9,2023-05-22
30,30,30,30,30,30,680.9,2023-05-22
31,31,31,31,31,30,571.9,2023-05-22
32,32,32,32,32,30,536.3,2023-05-22
33,33,33,33,33,30,625.9,2023-05-22
34,34,34,34,34,30,435.2,2023-05-22
35,35,35,35,35,30,589.1,2023-05-22
36,36,36,36,36,28,442.1,2023-05-22
37,37,37,37,37,30,681.4,2023-05-22
38,38,38,38,38,29,302.3,2023-05-22
39,39,39,39,39,30,681.6,2023-05-22
40,40,40,40,40,28,418.8,2023-05-22
41,41,41,41,41,28,350.8,2023-05-22
42,42,42,42,42,29,323.4,2023-05-22
43,43,43,43,43,29,422.6,2023-05-22
44,44,44,44,44,30,525.8,2023-05-22
45,45,45,45,45,30,439.6,2023-05-22
46,46,46,46,46,30,504.3,2023-05-22
47,47,47,47,47,29,367.9,2023-05-22
48,48,48,48,48,30,480.7,2023-05-22
49,49,49,49,49,30,635.5,2023-05-22
50,50,50,50,50,30,456.4,2023-05-22
51,51,51,51,51,30,561.1,2023-05-22
52,52,52,52,52,29,406.6,2023-05-22
53,53,53,53,53,29,420.4,2023-05-22
54,54,54,54,54,28,414.9,2023-05-22
55,55,55,55,55,29,335.3,2023-05-22
56,56,56,56,56,30,913.5,2023-05-22
57,57,57,57,57,29,434.0,2023-05-22
58,58,58,58,58,30,411.9,2023-05-22
59,59,59,59,59,30,378.8,2023-05-22
60,60,60,60,60,30,829.4,2023-05-22
