,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,level,power,date
0,0,0,0,0,0,0,30,413.8,2023-05-26
1,1,1,1,1,1,1,30,408.7,2023-05-26
2,2,2,2,2,2,2,27,279.6,2023-05-26
3,3,3,3,3,3,3,29,352.9,2023-05-26
4,4,4,4,4,4,4,26,222.8,2023-05-26
5,5,5,5,5,5,5,29,381.6,2023-05-26
6,6,6,6,6,6,6,28,300.6,2023-05-26
7,7,7,7,7,7,7,28,299.8,2023-05-26
8,8,8,8,8,8,8,27,288.1,2023-05-26
9,9,9,9,9,9,9,27,258.2,2023-05-26
10,10,10,10,10,10,10,27,236.2,2023-05-26
11,11,11,11,11,11,11,26,256.3,2023-05-26
12,12,12,12,12,12,12,26,246.7,2023-05-26
13,13,13,13,13,13,13,26,184.3,2023-05-26
14,14,14,14,14,14,14,25,244.6,2023-05-26
15,15,15,15,15,15,15,25,215.1,2023-05-26
16,16,16,16,16,16,16,19,116.9,2023-05-26
17,17,17,17,17,17,17,29,373.8,2023-05-26
18,18,18,18,18,18,18,26,267.3,2023-05-26
19,19,19,19,19,19,19,26,204.7,2023-05-26
20,20,20,20,20,20,20,21,155.2,2023-05-26
21,21,21,21,21,21,21,27,262.9,2023-05-26
22,22,22,22,22,22,22,21,172.7,2023-05-26
23,23,23,23,23,23,23,30,538.7,2023-05-26
24,24,24,24,24,24,24,26,230.0,2023-05-26
25,25,25,25,25,25,25,28,340.6,2023-05-26
26,26,26,26,26,26,26,26,277.9,2023-05-26
27,27,27,27,27,27,27,29,342.8,2023-05-26
28,28,28,28,28,28,28,28,287.1,2023-05-26
29,29,29,29,29,29,29,26,191.7,2023-05-26
30,30,30,30,30,30,30,21,102.5,2023-05-26
31,31,31,31,31,31,31,27,230.8,2023-05-26
32,32,32,32,32,32,32,28,280.7,2023-05-26
33,33,33,33,33,33,33,26,231.5,2023-05-26
34,34,34,34,34,34,34,25,249.7,2023-05-26
35,35,35,35,35,35,35,28,288.6,2023-05-26
36,36,36,36,36,36,36,24,205.8,2023-05-26
37,37,37,37,37,37,37,24,177.5,2023-05-26
38,38,38,38,38,38,38,28,298.3,2023-05-26
39,39,39,39,39,39,39,25,216.7,2023-05-26
40,40,40,40,40,40,40,25,228.0,2023-05-26
41,41,41,41,41,41,41,25,169.9,2023-05-26
42,42,42,42,42,42,42,23,136.2,2023-05-26
43,43,43,43,43,43,43,26,203.5,2023-05-26
44,44,44,44,44,44,44,26,302.2,2023-05-26
45,45,45,45,45,45,45,24,168.3,2023-05-26
46,46,46,46,46,46,46,24,192.3,2023-05-26
47,47,47,47,47,47,47,25,201.2,2023-05-26
48,48,48,48,48,48,48,28,333.1,2023-05-26
49,49,49,49,49,49,49,25,219.4,2023-05-26
50,50,50,50,50,50,50,24,162.2,2023-05-26
51,51,51,51,51,51,51,21,127.7,2023-05-26
52,52,52,52,52,52,52,23,95.7,2023-05-26
53,53,53,53,53,53,53,25,203.1,2023-05-26
54,54,54,54,54,54,54,21,137.9,2023-05-26
55,55,55,55,55,55,55,27,303.8,2023-05-26
56,56,56,56,56,56,56,25,222.6,2023-05-26
57,57,57,57,57,57,57,26,210.2,2023-05-26
58,58,58,58,58,58,58,24,192.4,2023-05-26
59,59,59,59,59,59,59,21,166.3,2023-05-26
60,60,60,60,60,60,60,21,126.2,2023-05-26
61,61,61,61,61,61,61,24,189.4,2023-05-26
62,62,62,62,62,62,62,26,236.7,2023-05-26
63,63,63,63,63,63,63,26,206.6,2023-05-26
64,64,64,64,64,64,64,26,248.7,2023-05-26
65,65,65,65,65,65,65,24,189.4,2023-05-26
66,66,66,66,66,66,66,20,146.6,2023-05-26
