Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
S2,かるだの,32200,True,S46,紅龍,33400
S10,威風堂々,30000,False,S43,殺罰,31700
S27,戦国の花,32200,True,S33,九州探題,31700
S19,絆2,32200,True,S11,土佐の山間,31700
S3,紅蓮の刃,30000,False,S49,戦国松千代祭,30200
S11,しす派,34400,True,S8,大日本帝國,31700
S4,涼風一陣,32206,True,S25,天上天下,31700
S1,sakura,29965,True,S27,ひよこ隊,29500
S13,孤軍奮闘,32200,True,S9,傾奇者皇,31700
S15,一網打尽,27800,True,S4,毘沙門天,27700
S7,鸞翔鳳集,30000,True,S37,疾風迅雷,30630
S8,おつかべ同盟,30000,True,S2,洒々落々,29000
S9,傾奇者,32200,False,S17,赤兎馬,33900
S6,鬼ヶ島,30000,True,S29,閻魔,30700
S3,姫桜,34394,True,S5,奇兵隊,31700
S23,神乃一族,30000,True,S5,たけのこの里,31200
S7,安芸諸国連合,27335,True,S29,アナハイム,27000
S17,赤兎馬,33900,True,S9,傾奇者,32200
S5,奇兵隊,31700,False,S3,姫桜,34394
S43,殺罰,31700,True,S10,威風堂々,30000
S25,鷹の団,29500,True,S21,新日薙帝國,29468
S9,月下翼松,29500,True,S8,アルナ軍,29261
S1,ショッカー,29500,True,S1,風の如く,29000
S27,ひよこ隊,29500,False,S1,sakura,29965
S33,九州探題,31700,False,S27,戦国の花,32200
S41,桃源郷,31700,True,S7,合肥,31200
S25,天上天下,31700,False,S4,涼風一陣,32206
S9,傾奇者皇,31700,False,S13,孤軍奮闘,32200
S21,新日薙帝國,29468,False,S25,鷹の団,29500
S15,朧桜,27300,True,S25,風神雷神,27016
S8,大日本帝國,31700,False,S11,しす派,34400
S11,土佐の山間,31700,False,S19,絆2,32200
S1,風の如く,29000,False,S1,ショッカー,29500
S10,千本桜零鬼,28961,True,S7,天下人,29000
S15,天真爛漫,29000,False,S5,源氏一族2部,28570
S46,紅龍,33400,False,S2,かるだの,32200
S13,明鏡止水,29000,True,S13,四国連合,28700
S7,天下人,29000,False,S10,千本桜零鬼,28961
S7,合肥,31200,False,S41,桃源郷,31700
S2,洒々落々,29000,False,S8,おつかべ同盟,30000
S21,幸運の大桜,29000,True,S41,大晋,29200
S35,光風霽月,29000,False,S44,金吾丸,29900
S8,九州同盟,26800,True,S7,ひだまりの里,27000
S5,たけのこの里,31200,False,S23,神乃一族,30000
S13,念仏喫茶,28984,False,S15,雅,28500
S10,武装戦線,26800,True,S7,真田華撃団,26500
S10,一人旅,26800,True,S31,新天地の酔蓮,26500
S9,武装農民,28939,True,S27,遊楽庵,28700
S17,乱れ雪月花,28500,True,S31,ゼロ魔,28500
S27,酔いどれ屋w,30700,False,S43,花魁道中,30200
S35,パイパニック,28500,False,S33,百折不撓,28000
S29,閻魔,30700,False,S6,鬼ヶ島,30000
S21,花火百景,26300,True,S41,下克上,26500
S37,威風凛々,28500,False,S17,RAVENS,27700
S35,暁,30611,False,S17,TITANS,30200
S5,源氏一族2部,28570,True,S15,天真爛漫,29000
S6,里見八犬伝,28500,False,S4,百万一心,27732
S8,鎌倉幕府,28539,False,S35,太郎丸,28500
S2,天下蒼生,28500,True,S31,金色の皇翼,28700
S35,太郎丸,28500,True,S8,鎌倉幕府,28539
S31,ゼロ魔,28500,False,S17,乱れ雪月花,28500
S15,雅,28500,True,S13,念仏喫茶,28984
S37,疾風迅雷,30630,False,S7,鸞翔鳳集,30000
S7,続、不協和音,26300,False,S2,新時代,27000
S23,月面歩行,28000,False,S4,狭間,27700
S29,xxx,23600,-1,S2,東南の風,21836
S49,戦国松千代祭,30200,True,S3,紅蓮の刃,30000
S19,遊嬉宴楽,25800,True,S19,北陸遊撃隊,25500
S45,ハム一族,28000,True,S15,紀伊,28000
S17,九州天皇會,28089,True,S31,愛一,27500
S17,極楽浄土,25800,True,S29,九州総統連合,25800
S33,百折不撓,28000,True,S35,パイパニック,28500
S6,化楽天,25800,True,S10,死兆星,26000
S15,紀伊,28000,False,S45,ハム一族,28000
S29,寝具連合,25800,True,S3,暁,26000
S43,花魁道中,30200,True,S27,酔いどれ屋w,30700
S29,九州総統連合,25800,False,S17,極楽浄土,25800
S9,FM807,25800,True,S1,炎上軍,26000
S29,韋駄天,28000,True,S19,玄武,28200
S17,TITANS,30200,True,S35,暁,30611
