Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point
S2,かるだの,31100,True,S1,ショッカー,29500
S10,威風堂々,28900,True,S29,九州総統連合,28000
S27,戦国の花,31100,True,S15,一網打尽,30000
S19,絆2,33300,True,S15,雅,30700
S3,紅蓮の刃,28900,True,S29,寝具連合,28000
S11,しす派,33300,True,S33,九州探題,31700
S4,涼風一陣,31100,False,S3,姫桜,32200
S1,sakura,28900,False,S25,天上天下,29500
S13,孤軍奮闘,31100,True,S23,神乃一族,30000
S15,一網打尽,28900,False,S27,戦国の花,30000
S7,鸞翔鳳集,31100,False,S9,傾奇者,32200
S8,おつかべ同盟,31100,True,S33,百折不撓,30200
S9,傾奇者,33300,True,S7,鸞翔鳳集,32200
S6,鬼ヶ島,31100,True,S40,瑞巌寺,29700
S3,姫桜,33300,True,S4,涼風一陣,32200
S23,神乃一族,28900,False,S13,孤軍奮闘,30000
S7,安芸諸国連合,28400,False,S49,戦国松千代祭,30200
S17,赤兎馬,32800,True,S13,明鏡止水,31200
S5,奇兵隊,30600,True,S25,鷹の団,29500
S43,殺罰,30600,True,S13,念仏喫茶,29000
S25,鷹の団,28400,False,S5,奇兵隊,29500
S9,月下翼松,28400,False,S8,大日本帝國,29500
S1,ショッカー,28400,False,S2,かるだの,30000
S27,ひよこ隊,30600,True,S40,春夏秋冬,29200
S33,九州探題,30600,False,S11,しす派,32200
S41,桃源郷,30600,True,S10,武田一族,29179
S25,天上天下,30600,True,S1,sakura,30000
S9,傾奇者皇,30600,True,S2,洒々落々,29000
S21,新日薙帝國,28400,False,S11,土佐の山間,29500
S15,朧桜,28400,True,S8,和気藹々,27500
S8,大日本帝國,30600,True,S9,月下翼松,29500
S11,土佐の山間,30600,True,S21,新日薙帝國,29500
S1,風の如く,30100,False,S5,たけのこの里,31200
S10,千本桜零鬼,30100,True,S8,鎌倉幕府,28500
S15,天真爛漫,27900,True,S23,24鯖代表,27021
S46,紅龍,32300,True,S37,疾風迅雷,30630
S13,明鏡止水,30100,False,S17,赤兎馬,31700
S7,天下人,27900,False,S27,酔いどれ屋w,28500
S7,合肥,32300,True,S37,威風凛々,30700
S2,洒々落々,27900,False,S9,傾奇者皇,29500
S21,幸運の大桜,30100,True,S10,一人旅,29000
S35,光風霽月,30100,True,S8,九州同盟,29000
S8,九州同盟,27900,False,S35,光風霽月,29000
S5,たけのこの里,32300,True,S1,風の如く,31200
S13,念仏喫茶,27900,False,S43,殺罰,29500
S10,武装戦線,27900,True,S7,ひだまりの里,27000
S10,一人旅,27900,False,S21,幸運の大桜,29000
S9,武装農民,27839,False,S35,パイパニック,28500
S17,乱れ雪月花,27400,False,S2,天下蒼生,28500
S27,酔いどれ屋w,29600,True,S7,天下人,29000
S35,パイパニック,29600,True,S9,武装農民,28939
S29,閻魔,29600,True,S5,源氏一族2部,28570
S21,花火百景,27400,False,S35,太郎丸,28500
S37,威風凛々,29600,False,S7,合肥,31200
S35,暁,29600,True,S41,下克上,28700
S5,源氏一族2部,27470,False,S29,閻魔,28500
S6,里見八犬伝,27400,False,S31,金色の皇翼,28700
S8,鎌倉幕府,27400,False,S10,千本桜零鬼,29000
S2,天下蒼生,29600,True,S17,乱れ雪月花,28500
S35,太郎丸,29600,True,S21,花火百景,28500
S31,ゼロ魔,27400,True,S3,暁,26000
S15,雅,29600,False,S19,絆2,32200
S37,疾風迅雷,29530,False,S46,紅龍,31200
S7,続、不協和音,27400,True,S3,成田長季,25964
S23,月面歩行,29100,True,S9,FM807,28000
S29,xxx,24700,False,S27,倭国,26000
S49,戦国松千代祭,31300,True,S7,安芸諸国連合,29500
S19,遊嬉宴楽,26900,False,S17,九州天皇會,28000
S45,ハム一族,26900,False,S13,満足同盟,27700
S17,九州天皇會,29100,True,S19,遊嬉宴楽,28000
