,Unnamed: 0,level,power,date
0,0,25,189.5,2023-05-26
1,1,27,232.7,2023-05-26
2,2,25,175.2,2023-05-26
3,3,26,252.0,2023-05-26
4,4,25,262.3,2023-05-26
5,5,26,200.4,2023-05-26
6,6,25,168.2,2023-05-26
7,7,24,171.5,2023-05-26
8,8,23,188.3,2023-05-26
9,9,23,180.1,2023-05-26
10,10,23,161.2,2023-05-26
11,11,23,183.6,2023-05-26
12,12,26,219.6,2023-05-26
13,13,26,238.6,2023-05-26
14,14,21,140.2,2023-05-26
15,15,21,170.4,2023-05-26
16,16,26,220.6,2023-05-26
17,17,24,220.3,2023-05-26
18,18,26,241.2,2023-05-26
19,19,24,160.8,2023-05-26
20,20,24,208.7,2023-05-26
21,21,25,190.5,2023-05-26
22,22,25,166.1,2023-05-26
23,23,26,195.4,2023-05-26
24,24,22,144.5,2023-05-26
25,25,21,141.7,2023-05-26
26,26,25,175.6,2023-05-26
27,27,21,173.4,2023-05-26
28,28,22,194.3,2023-05-26
29,29,23,185.9,2023-05-26
30,30,25,177.1,2023-05-26
31,31,26,243.1,2023-05-26
32,32,25,163.9,2023-05-26
33,33,23,209.2,2023-05-26
34,34,21,115.6,2023-05-26
35,35,25,180.5,2023-05-26
36,36,22,143.1,2023-05-26
37,37,24,170.2,2023-05-26
38,38,25,216.6,2023-05-26
39,39,22,153.6,2023-05-26
40,40,24,151.3,2023-05-26
41,41,22,124.8,2023-05-26
42,42,24,165.3,2023-05-26
43,43,21,86.2,2023-05-26
44,44,24,172.0,2023-05-26
45,45,24,183.1,2023-05-26
46,46,22,160.3,2023-05-26
47,47,24,158.7,2023-05-26
48,48,22,194.3,2023-05-26
49,49,19,109.8,2023-05-26
50,50,23,165.3,2023-05-26
51,51,24,211.4,2023-05-26
52,52,22,168.6,2023-05-26
53,53,21,130.5,2023-05-26
54,54,24,193.6,2023-05-26
55,55,23,141.0,2023-05-26
56,56,17,50.4,2023-05-26
57,57,23,129.7,2023-05-26
58,58,25,148.6,2023-05-26
59,59,22,145.7,2023-05-26
