,level,power,date
0,30,464.4,2023-05-24
1,30,473.5,2023-05-24
2,29,352.4,2023-05-24
3,29,384.6,2023-05-24
4,30,349.1,2023-05-24
5,30,480.4,2023-05-24
6,30,471.3,2023-05-24
7,30,400.7,2023-05-24
8,30,327.8,2023-05-24
9,30,320.8,2023-05-24
10,28,373.1,2023-05-24
11,25,316.6,2023-05-24
12,25,312.8,2023-05-24
13,25,298.2,2023-05-24
14,29,328.1,2023-05-24
15,27,324.4,2023-05-24
16,29,332.9,2023-05-24
17,28,326.9,2023-05-24
18,29,346.4,2023-05-24
19,28,295.1,2023-05-24
20,29,352.5,2023-05-24
21,25,261.9,2023-05-24
22,28,330.2,2023-05-24
23,24,214.1,2023-05-24
24,30,403.6,2023-05-24
25,30,381.8,2023-05-24
26,24,263.9,2023-05-24
27,30,282.0,2023-05-24
28,27,322.7,2023-05-24
29,27,264.1,2023-05-24
30,29,323.3,2023-05-24
31,28,344.4,2023-05-24
32,30,574.3,2023-05-24
33,29,411.2,2023-05-24
34,28,315.8,2023-05-24
35,28,342.9,2023-05-24
36,28,330.4,2023-05-24
37,28,358.1,2023-05-24
38,27,302.5,2023-05-24
39,27,321.1,2023-05-24
40,29,383.5,2023-05-24
41,28,297.2,2023-05-24
42,28,331.2,2023-05-24
43,28,329.1,2023-05-24
44,24,277.8,2023-05-24
45,29,306.6,2023-05-24
46,30,393.1,2023-05-24
47,26,273.2,2023-05-24
48,27,280.7,2023-05-24
49,26,221.7,2023-05-24
50,26,235.0,2023-05-24
51,24,241.4,2023-05-24
52,26,233.3,2023-05-24
53,28,305.2,2023-05-24
54,24,115.6,2023-05-24
55,22,223.3,2023-05-24
56,26,257.0,2023-05-24
57,24,137.0,2023-05-24
58,25,215.2,2023-05-24
59,27,260.6,2023-05-24
60,24,179.2,2023-05-24
61,27,281.1,2023-05-24
62,28,296.0,2023-05-24
63,28,318.7,2023-05-24
64,28,337.6,2023-05-24
65,27,242.6,2023-05-24
66,28,297.1,2023-05-24
